s t k edges
16 31 4 16-15,15-14,14-21,21-20,20-19,19-18,18-24,24-25,25-26,26-27,27-28,28-29,29-31 14439.0416881
16 31 5 16-17,17-9,9-8,8-6,6-12,12-10,10-11,11-31 5848.11578905
21 22 0 21-20,20-19,19-18,18-12,12-10,10-11,11-31,31-22 4702.59506264
21 22 1 21-14,14-15,15-16,16-17,17-13,13-20,20-19,19-18,18-12,12-10,10-11,11-31,31-22 4946.17339174
21 22 2 21-14,14-15,15-16,16-17,17-9,9-8,8-6,6-1,1-0,0-3,3-2,2-23,23-22 5370.11685568
21 22 3 21-20,20-19,19-18,18-24,24-25,25-26,26-30,30-31,31-22 5367.9007849
21 22 4 21-20,20-13,13-17,17-9,9-8,8-6,6-1,1-0,0-3,3-2,2-23,23-22 6108.67158572
21 22 5 21-20,20-19,19-18,18-24,24-25,25-26,26-27,27-28,28-29,29-31,31-22 13926.2588905
17 30 0 17-13,13-20,20-19,19-18,18-12,12-10,10-11,11-31,31-30 4266.44531388
17 30 1 17-9,9-8,8-6,6-1,1-0,0-3,3-2,2-23,23-22,22-31,31-30 4824.29471417
17 30 2 17-13,13-20,20-19,19-18,18-24,24-25,25-26,26-30 4883.4294602
17 30 3 17-9,9-8,8-6,6-12,12-10,10-11,11-31,31-29,29-28,28-27,27-26,26-30 14482.1073034
17 30 4 17-16,16-15,15-14,14-21,21-20,20-19,19-18,18-24,24-25,25-26,26-30 5913.72292641
17 30 5 17-9,9-8,8-6,6-12,12-10,10-11,11-31,31-30 5815.07644509
22 5 0 22-23,23-2,2-3,3-0,0-1,1-6,6-5 2990.74517604
22 5 1 22-23,23-2,2-3,3-0,0-1,1-6,6-7,7-4,4-5 3344.96790416
22 5 2 22-31,31-11,11-10,10-12,12-6,6-5 4115.43284332
22 5 3 22-31,31-30,30-26,26-25,25-24,24-18,18-19,19-20,20-13,13-17,17-9,9-8,8-6,6-5 7442.40181057
22 5 4 22-31,31-11,11-10,10-12,12-6,6-7,7-4,4-5 4469.65557144
22 5 5 22-31,31-29,29-28,28-27,27-26,26-25,25-24,24-18,18-12,12-6,6-5 14176.1070951
18 29 0 18-12,12-10,10-11,11-31,31-29 7500.80611327
18 29 1 18-12,12-10,10-11,11-31,31-30,30-26,26-27,27-28,28-29 7659.6125143
18 29 2 18-24,24-25,25-26,26-30,30-31,31-29 8166.11183554
18 29 3 18-19,19-20,20-13,13-17,17-9,9-8,8-6,6-1,1-0,0-3,3-2,2-23,23-22,22-31,31-29 10098.1583721
18 29 4 18-24,24-25,25-26,26-27,27-28,28-29 8167.92390791
18 29 5 18-12,12-6,6-1,1-0,0-3,3-2,2-23,23-22,22-31,31-29 8273.50555095
23 0 0 23-2,2-3,3-0 662.343415993
23 0 1 23-22,22-31,31-11,11-10,10-12,12-6,6-1,1-0 5718.41179112
23 0 2 23-22,22-31,31-30,30-26,26-25,25-24,24-18,18-12,12-6,6-1,1-0 7220.72793726
23 0 3 23-22,22-31,31-29,29-28,28-27,27-26,26-25,25-24,24-18,18-19,19-20,20-13,13-17,17-9,9-8,8-6,6-1,1-0 17603.738864
23 0 4 23-22,22-31,31-11,11-10,10-12,12-18,18-19,19-20,20-21,21-14,14-15,15-16,16-17,17-9,9-8,8-6,6-1,1-0 9410.36850232
23 0 5 23-22,22-31,31-29,29-28,28-27,27-26,26-25,25-24,24-18,18-12,12-6,6-1,1-0 15779.0860429
8 27 0 8-6,6-1,1-0,0-3,3-2,2-23,23-22,22-31,31-30,30-26,26-27 4039.67589335
8 27 1 8-9,9-17,17-13,13-20,20-19,19-18,18-12,12-10,10-11,11-31,31-30,30-26,26-27 5374.34816238
8 27 2 8-6,6-1,1-0,0-3,3-2,2-23,23-22,22-31,31-29,29-28,28-27 12383.422724
8 27 3 8-6,6-12,12-18,18-24,24-25,25-26,26-27 6375.77944178
8 27 4 8-9,9-17,17-16,16-15,15-14,14-21,21-20,20-19,19-18,18-24,24-25,25-26,26-27 6912.95302222
8 27 5 8-6,6-12,12-10,10-11,11-31,31-29,29-28,28-27 13374.2044549
11 6 0 11-10,10-12,12-6 2160.78620151
11 6 1 11-31,31-22,22-23,23-2,2-3,3-0,0-1,1-6 4219.9690056
11 6 2 11-10,10-12,12-18,18-19,19-20,20-13,13-17,17-9,9-8,8-6 4822.4494465
11 6 3 11-31,31-30,30-26,26-25,25-24,24-18,18-12,12-6 6713.06688267
11 6 4 11-31,31-29,29-28,28-27,27-26,26-25,25-24,24-18,18-12,12-6 15271.4249883
11 6 5 11-10,10-12,12-18,18-19,19-20,20-21,21-14,14-15,15-16,16-17,17-9,9-8,8-6 5852.74291271
9 26 0 9-8,8-6,6-1,1-0,0-3,3-2,2-23,23-22,22-31,31-30,30-26 4503.60490347
9 26 1 9-17,17-13,13-20,20-19,19-18,18-12,12-10,10-11,11-31,31-30,30-26 4695.80787727
9 26 2 9-17,17-13,13-20,20-19,19-18,18-24,24-25,25-26 5204.11927089
9 26 3 9-8,8-6,6-12,12-10,10-11,11-31,31-29,29-28,28-27,27-26 14052.74474
9 26 4 9-17,17-16,16-15,15-14,14-21,21-20,20-19,19-18,18-24,24-25,25-26 6234.4127371
9 26 5 9-8,8-6,6-12,12-18,18-24,24-25,25-26 6839.7084519
24 30 0 24-25,25-26,26-30 1075.01539098
24 30 1 24-18,18-12,12-10,10-11,11-31,31-30 6035.3565246
24 30 2 24-18,18-12,12-6,6-1,1-0,0-3,3-2,2-23,23-22,22-31,31-30 6808.05596228
24 30 3 24-25,25-26,26-27,27-28,28-29,29-31,31-30 9681.69507253
24 30 4 24-18,18-19,19-20,20-13,13-17,17-9,9-8,8-6,6-12,12-10,10-11,11-31,31-30 9623.4905143
24 30 5 24-18,18-19,19-20,20-21,21-14,14-15,15-16,16-17,17-9,9-8,8-6,6-1,1-0,0-3,3-2,2-23,23-22,22-31,31-30 9663.0022496
14 17 0 14-15,15-16,16-17 331.095853434
14 17 1 14-21,21-20,20-13,13-17 1681.33067193
14 17 2 14-21,21-20,20-19,19-18,18-12,12-6,6-8,8-9,9-17 5124.34202637
14 17 3 14-21,21-20,20-19,19-18,18-24,24-25,25-26,26-30,30-31,31-22,22-23,23-2,2-3,3-0,0-1,1-6,6-8,8-9,9-17 10406.9217871
14 17 4 14-21,21-20,20-19,19-18,18-24,24-25,25-26,26-27,27-28,28-29,29-31,31-11,11-10,10-12,12-6,6-8,8-9,9-17 19956.0616237
14 17 5 14-21,21-20,20-19,19-18,18-12,12-10,10-11,11-31,31-22,22-23,23-2,2-3,3-0,0-1,1-6,6-8,8-9,9-17 9741.61606488
12 1 0 12-6,6-1 1824.84812508
12 1 1 12-18,18-19,19-20,20-13,13-17,17-9,9-8,8-6,6-1 4486.51137007
12 1 2 12-10,10-11,11-31,31-22,22-23,23-2,2-3,3-0,0-1 4555.90708202
12 1 3 12-18,18-24,24-25,25-26,26-30,30-31,31-22,22-23,23-2,2-3,3-0,0-1 6058.22322817
12 1 4 12-18,18-19,19-20,20-21,21-14,14-15,15-16,16-17,17-9,9-8,8-6,6-1 5516.80483629
12 1 5 12-18,18-24,24-25,25-26,26-27,27-28,28-29,29-31,31-22,22-23,23-2,2-3,3-0,0-1 14616.5813338
10 17 0 10-12,12-18,18-19,19-20,20-13,13-17 1825.4973903
10 17 1 10-12,12-18,18-19,19-20,20-21,21-14,14-15,15-16,16-17 2855.79085652
10 17 2 10-11,11-31,31-22,22-23,23-2,2-3,3-0,0-1,1-6,6-8,8-9,9-17 7216.92106179
10 17 3 10-12,12-6,6-8,8-9,9-17 3374.12852152
10 17 4 10-11,11-31,31-30,30-26,26-25,25-24,24-18,18-19,19-20,20-13,13-17 7324.37738377
10 17 5 10-11,11-31,31-29,29-28,28-27,27-26,26-25,25-24,24-18,18-19,19-20,20-13,13-17 15882.7354894
25 31 0 25-26,26-30,30-31 866.094914101
25 31 1 25-24,24-18,18-12,12-10,10-11,11-31 6244.27700148
25 31 2 25-24,24-18,18-12,12-6,6-1,1-0,0-3,3-2,2-23,23-22,22-31 7016.97643916
25 31 3 25-26,26-27,27-28,28-29,29-31 9424.45301971
25 31 4 25-24,24-18,18-19,19-20,20-13,13-17,17-9,9-8,8-6,6-12,12-10,10-11,11-31 9832.41099118
25 31 5 25-24,24-18,18-19,19-20,20-21,21-14,14-15,15-16,16-17,17-9,9-8,8-6,6-1,1-0,0-3,3-2,2-23,23-22,22-31 9871.92272647
15 20 0 15-16,16-17,17-13,13-20 692.513308011
15 20 1 15-14,14-21,21-20 1319.91321735
15 20 2 15-16,16-17,17-9,9-8,8-6,6-12,12-18,18-19,19-20 4135.52466245
15 20 3 15-16,16-17,17-9,9-8,8-6,6-1,1-0,0-3,3-2,2-23,23-22,22-31,31-30,30-26,26-25,25-24,24-18,18-19,19-20 9418.10442322
15 20 4 15-16,16-17,17-9,9-8,8-6,6-12,12-10,10-11,11-31,31-29,29-28,28-27,27-26,26-25,25-24,24-18,18-19,19-20 18967.2442598
15 20 5 15-16,16-17,17-9,9-8,8-6,6-1,1-0,0-3,3-2,2-23,23-22,22-31,31-11,11-10,10-12,12-18,18-19,19-20 8752.79870096
13 4 0 13-20,20-19,19-18,18-12,12-6,6-7,7-4 2425.8496585
13 4 1 13-20,20-19,19-18,18-12,12-6,6-5,5-4 2681.63354316
13 4 2 13-17,17-9,9-8,8-6,6-7,7-4 2823.1564108
13 4 3 13-17,17-9,9-8,8-6,6-5,5-4 3078.94029546
13 4 4 13-20,20-19,19-18,18-24,24-25,25-26,26-30,30-31,31-22,22-23,23-2,2-3,3-0,0-1,1-6,6-7,7-4 7708.42941928
13 4 5 13-20,20-21,21-14,14-15,15-16,16-17,17-9,9-8,8-6,6-5,5-4 4479.21003114
11 28 0 11-31,31-30,30-26,26-27,27-28 1782.39747074
11 28 1 11-10,10-12,12-6,6-1,1-0,0-3,3-2,2-23,23-22,22-31,31-30,30-26,26-27,27-28 5113.18814284
11 28 2 11-31,31-29,29-28 9982.91949852
11 28 3 11-10,10-12,12-18,18-24,24-25,25-26,26-27,27-28 5685.81052267
11 28 4 11-10,10-12,12-6,6-8,8-9,9-17,17-13,13-20,20-19,19-18,18-24,24-25,25-26,26-27,27-28 9273.94451237
11 28 5 11-10,10-12,12-6,6-1,1-0,0-3,3-2,2-23,23-22,22-31,31-29,29-28 13313.7101706
26 28 0 26-27,27-28 178.918038913
26 28 1 26-30,30-31,31-29,29-28 8536.43439534
26 28 2 26-25,25-24,24-18,18-12,12-10,10-11,11-31,31-29,29-28 15489.8119823
26 28 3 26-25,25-24,24-18,18-19,19-20,20-13,13-17,17-9,9-8,8-6,6-1,1-0,0-3,3-2,2-23,23-22,22-31,31-29,29-28 18087.1642411
26 28 4 26-25,25-24,24-18,18-12,12-6,6-1,1-0,0-3,3-2,2-23,23-22,22-31,31-29,29-28 16262.5114199
26 28 5 26-25,25-24,24-18,18-19,19-20,20-21,21-14,14-15,15-16,16-17,17-9,9-8,8-6,6-12,12-10,10-11,11-31,31-29,29-28 20108.2394382
0 7 0 0-1,1-6,6-7 1767.01240687
0 7 1 0-1,1-6,6-5,5-4,4-7 2259.67142352
0 7 2 0-3,3-2,2-23,23-22,22-31,31-11,11-10,10-12,12-6,6-7 5200.72932396
0 7 3 0-3,3-2,2-23,23-22,22-31,31-30,30-26,26-25,25-24,24-18,18-19,19-20,20-13,13-17,17-9,9-8,8-6,6-7 8527.69829121
0 7 4 0-3,3-2,2-23,23-22,22-31,31-11,11-10,10-12,12-6,6-5,5-4,4-7 5693.38834061
0 7 5 0-3,3-2,2-23,23-22,22-31,31-29,29-28,28-27,27-26,26-25,25-24,24-18,18-12,12-6,6-7 15261.4035757
24 4 0 24-25,25-26,26-30,30-31,31-22,22-23,23-2,2-3,3-0,0-1,1-6,6-7,7-4 4206.0937449
24 4 1 24-25,25-26,26-30,30-31,31-22,22-23,23-2,2-3,3-0,0-1,1-6,6-5,5-4 4461.87762956
24 4 2 24-18,18-12,12-6,6-7,7-4 4500.83926407
24 4 3 24-18,18-19,19-20,20-13,13-17,17-9,9-8,8-6,6-5,5-4 6581.27596983
24 4 4 24-18,18-12,12-6,6-5,5-4 4756.62314873
24 4 5 24-18,18-19,19-20,20-21,21-14,14-15,15-16,16-17,17-9,9-8,8-6,6-7,7-4 7355.78555139
12 31 0 12-10,10-11,11-31 2804.02788472
12 31 1 12-6,6-1,1-0,0-3,3-2,2-23,23-22,22-31 3576.72732239
12 31 2 12-18,18-24,24-25,25-26,26-30,30-31 4306.34403086
12 31 3 12-18,18-24,24-25,25-26,26-27,27-28,28-29,29-31 12864.7021365
12 31 4 12-18,18-19,19-20,20-13,13-17,17-9,9-8,8-6,6-1,1-0,0-3,3-2,2-23,23-22,22-31 6238.39056738
12 31 5 12-6,6-8,8-9,9-17,17-16,16-15,15-14,14-21,21-20,20-19,19-18,18-24,24-25,25-26,26-30,30-31 8924.77148678
27 17 0 27-26,26-30,30-31,31-11,11-10,10-12,12-18,18-19,19-20,20-13,13-17 4428.08732772
27 17 1 27-26,26-30,30-31,31-22,22-23,23-2,2-3,3-0,0-1,1-6,6-8,8-9,9-17 4985.93672801
27 17 2 27-28,28-29,29-31,31-11,11-10,10-12,12-18,18-19,19-20,20-13,13-17 12771.8341583
27 17 3 27-26,26-25,25-24,24-18,18-19,19-20,20-21,21-14,14-15,15-16,16-17 5966.69218756
27 17 4 27-26,26-25,25-24,24-18,18-12,12-6,6-8,8-9,9-17 7322.04027644
27 17 5 27-28,28-29,29-31,31-22,22-23,23-2,2-3,3-0,0-1,1-6,6-8,8-9,9-17 13329.6835586
1 6 0 1-6 943.107540785
1 6 1 1-0,0-3,3-2,2-23,23-22,22-31,31-11,11-10,10-12,12-6 5437.64766632
1 6 2 1-0,0-3,3-2,2-23,23-22,22-31,31-30,30-26,26-25,25-24,24-18,18-12,12-6 6939.96381247
1 6 3 1-0,0-3,3-2,2-23,23-22,22-31,31-29,29-28,28-27,27-26,26-25,25-24,24-18,18-19,19-20,20-13,13-17,17-9,9-8,8-6 17322.9747392
1 6 4 1-0,0-3,3-2,2-23,23-22,22-31,31-11,11-10,10-12,12-18,18-19,19-20,20-21,21-14,14-15,15-16,16-17,17-9,9-8,8-6 9129.60437753
1 6 5 1-0,0-3,3-2,2-23,23-22,22-31,31-29,29-28,28-27,27-26,26-25,25-24,24-18,18-12,12-6 15498.3219181
25 1 0 25-26,26-30,30-31,31-22,22-23,23-2,2-3,3-0,0-1 2617.97411141
25 1 1 25-24,24-18,18-12,12-6,6-1 5265.09724185
25 1 2 25-26,26-30,30-31,31-11,11-10,10-12,12-6,6-1 5494.9709239
25 1 3 25-24,24-18,18-19,19-20,20-13,13-17,17-9,9-8,8-6,6-1 7089.75006295
25 1 4 25-26,26-27,27-28,28-29,29-31,31-22,22-23,23-2,2-3,3-0,0-1 11176.332217
25 1 5 25-24,24-18,18-19,19-20,20-21,21-14,14-15,15-16,16-17,17-9,9-8,8-6,6-1 8120.04352917
13 30 0 13-20,20-19,19-18,18-12,12-10,10-11,11-31,31-30 3960.36691904
13 30 1 13-20,20-19,19-18,18-24,24-25,25-26,26-30 4577.35106536
13 30 2 13-17,17-9,9-8,8-6,6-1,1-0,0-3,3-2,2-23,23-22,22-31,31-30 5130.373109
13 30 3 13-17,17-9,9-8,8-6,6-12,12-10,10-11,11-31,31-30 6121.15483993
13 30 4 13-17,17-16,16-15,15-14,14-21,21-20,20-19,19-18,18-24,24-25,25-26,26-30 6219.80132125
13 30 5 13-20,20-19,19-18,18-24,24-25,25-26,26-27,27-28,28-29,29-31,31-30 13184.0307469
28 26 0 28-27,27-26 178.918038913
28 26 1 28-29,29-31,31-30,30-26 8536.43439534
28 26 2 28-29,29-31,31-11,11-10,10-12,12-18,18-24,24-25,25-26 15489.8119823
28 26 3 28-29,29-31,31-22,22-23,23-2,2-3,3-0,0-1,1-6,6-8,8-9,9-17,17-13,13-20,20-19,19-18,18-24,24-25,25-26 18087.1642411
28 26 4 28-29,29-31,31-22,22-23,23-2,2-3,3-0,0-1,1-6,6-12,12-18,18-24,24-25,25-26 16262.5114199
28 26 5 28-29,29-31,31-11,11-10,10-12,12-6,6-8,8-9,9-17,17-16,16-15,15-14,14-21,21-20,20-19,19-18,18-24,24-25,25-26 20108.2394382
2 5 0 2-3,3-0,0-1,1-6,6-5 2459.7930581
2 5 1 2-3,3-0,0-1,1-6,6-7,7-4,4-5 2814.01578622
2 5 2 2-23,23-22,22-31,31-11,11-10,10-12,12-6,6-5 4646.38496126
2 5 3 2-23,23-22,22-31,31-30,30-26,26-25,25-24,24-18,18-19,19-20,20-13,13-17,17-9,9-8,8-6,6-5 7973.35392852
2 5 4 2-23,23-22,22-31,31-11,11-10,10-12,12-6,6-7,7-4,4-5 5000.60768938
2 5 5 2-23,23-22,22-31,31-29,29-28,28-27,27-26,26-25,25-24,24-18,18-12,12-6,6-5 14707.059213
26 6 0 26-30,30-31,31-22,22-23,23-2,2-3,3-0,0-1,1-6 2773.48390242
26 6 1 26-30,30-31,31-11,11-10,10-12,12-6 3764.26563334
26 6 2 26-25,25-24,24-18,18-12,12-6 5109.58745084
26 6 3 26-25,25-24,24-18,18-19,19-20,20-13,13-17,17-9,9-8,8-6 6934.24027194
26 6 4 26-27,27-28,28-29,29-31,31-11,11-10,10-12,12-6 12322.6237389
26 6 5 26-25,25-24,24-18,18-19,19-20,20-21,21-14,14-15,15-16,16-17,17-9,9-8,8-6 7964.53373816
5 8 0 5-6,6-8 1521.59775957
5 8 1 5-4,4-7,7-6,6-8 1875.82048769
5 8 2 5-6,6-12,12-18,18-19,19-20,20-13,13-17,17-9,9-8 3628.96946627
5 8 3 5-6,6-1,1-0,0-3,3-2,2-23,23-22,22-31,31-30,30-26,26-25,25-24,24-18,18-19,19-20,20-21,21-14,14-15,15-16,16-17,17-9,9-8 9941.84269326
5 8 4 5-4,4-7,7-6,6-12,12-18,18-19,19-20,20-13,13-17,17-9,9-8 3983.19219439
5 8 5 5-6,6-12,12-18,18-19,19-20,20-21,21-14,14-15,15-16,16-17,17-9,9-8 4659.26293249
29 27 0 29-28,28-27 4251.27661582
29 27 1 29-31,31-30,30-26,26-27 4464.07581843
29 27 2 29-31,31-11,11-10,10-12,12-18,18-24,24-25,25-26,26-27 11417.4534054
29 27 3 29-31,31-22,22-23,23-2,2-3,3-0,0-1,1-6,6-8,8-9,9-17,17-13,13-20,20-19,19-18,18-24,24-25,25-26,26-27 14014.8056641
29 27 4 29-31,31-22,22-23,23-2,2-3,3-0,0-1,1-6,6-12,12-18,18-24,24-25,25-26,26-27 12190.152843
29 27 5 29-31,31-11,11-10,10-12,12-6,6-8,8-9,9-17,17-16,16-15,15-14,14-21,21-20,20-19,19-18,18-24,24-25,25-26,26-27 16035.8808613
3 24 0 3-2,2-23,23-22,22-31,31-30,30-26,26-25,25-24 1840.13331567
3 24 1 3-0,0-1,1-6,6-12,12-18,18-24 6042.93803759
3 24 2 3-0,0-1,1-6,6-12,12-10,10-11,11-31,31-30,30-26,26-25,25-24 6738.97424934
3 24 3 3-0,0-1,1-6,6-8,8-9,9-17,17-13,13-20,20-19,19-18,18-24 7867.59085869
3 24 4 3-2,2-23,23-22,22-31,31-29,29-28,28-27,27-26,26-25,25-24 10398.4914213
3 24 5 3-2,2-23,23-22,22-31,31-11,11-10,10-12,12-18,18-24 6752.15287335
6 7 0 6-7 293.493261863
6 7 1 6-5,5-4,4-7 786.15227851
30 0 0 30-31,31-22,22-23,23-2,2-3,3-0 1245.62838105
30 0 1 30-31,31-11,11-10,10-12,12-6,6-1,1-0 5183.448402
30 0 2 30-26,26-25,25-24,24-18,18-12,12-6,6-1,1-0 6637.4429722
30 0 3 30-26,26-27,27-28,28-29,29-31,31-22,22-23,23-2,2-3,3-0 9912.65923936
30 0 4 30-26,26-25,25-24,24-18,18-19,19-20,20-13,13-17,17-9,9-8,8-6,6-1,1-0 8462.09579331
30 0 5 30-31,31-11,11-10,10-12,12-18,18-19,19-20,20-21,21-14,14-15,15-16,16-17,17-9,9-8,8-6,6-1,1-0 8875.4051132
4 19 0 4-7,7-6,6-12,12-18,18-19 2095.80818805
4 19 1 4-5,5-6,6-12,12-18,18-19 2351.59207271
4 19 2 4-7,7-6,6-8,8-9,9-17,17-13,13-20,20-19 3153.19788125
4 19 3 4-5,5-6,6-1,1-0,0-3,3-2,2-23,23-22,22-31,31-30,30-26,26-25,25-24,24-18,18-19 7634.17183348
4 19 4 4-7,7-6,6-8,8-9,9-17,17-16,16-15,15-14,14-21,21-20,20-19 4183.49134747
4 19 5 4-5,5-6,6-8,8-9,9-17,17-13,13-20,20-19 3408.98176591
19 29 0 19-18,18-12,12-10,10-11,11-31,31-29 7884.43767722
19 29 1 19-18,18-12,12-10,10-11,11-31,31-30,30-26,26-27,27-28,28-29 8043.24407825
19 29 2 19-20,20-13,13-17,17-9,9-8,8-6,6-1,1-0,0-3,3-2,2-23,23-22,22-31,31-29 9714.5268081
19 29 3 19-18,18-24,24-25,25-26,26-27,27-28,28-29 8551.55547186
19 29 4 19-18,18-24,24-25,25-26,26-30,30-31,31-29 8549.74339949
19 29 5 19-20,20-21,21-14,14-15,15-16,16-17,17-9,9-8,8-6,6-12,12-10,10-11,11-31,31-29 11735.6020052
7 6 0 7-6 293.493261863
7 6 1 7-4,4-5,5-6 786.15227851
31 5 0 31-22,22-23,23-2,2-3,3-0,0-1,1-6,6-5 3057.69814422
31 5 1 31-22,22-23,23-2,2-3,3-0,0-1,1-6,6-7,7-4,4-5 3411.92087234
31 5 2 31-11,11-10,10-12,12-6,6-5 4048.47987514
31 5 3 31-30,30-26,26-25,25-24,24-18,18-19,19-20,20-13,13-17,17-9,9-8,8-6,6-5 7375.44884239
31 5 4 31-11,11-10,10-12,12-6,6-7,7-4,4-5 4402.70260326
31 5 5 31-29,29-28,28-27,27-26,26-25,25-24,24-18,18-12,12-6,6-5 14109.1541269
5 18 0 5-6,6-12,12-18 1662.95720237
5 18 1 5-4,4-7,7-6,6-12,12-18 2017.17993049
5 18 2 5-6,6-8,8-9,9-17,17-13,13-20,20-19,19-18 3487.61002347
5 18 3 5-6,6-1,1-0,0-3,3-2,2-23,23-22,22-31,31-30,30-26,26-25,25-24,24-18 6945.53696314
5 18 4 5-6,6-8,8-9,9-17,17-16,16-15,15-14,14-21,21-20,20-19,19-18 4517.90348969
5 18 5 5-6,6-12,12-10,10-11,11-31,31-29,29-28,28-27,27-26,26-25,25-24,24-18 16494.6767997
20 30 0 20-19,19-18,18-12,12-10,10-11,11-31,31-30 3775.3787843
20 30 1 20-19,19-18,18-24,24-25,25-26,26-30 4392.36293062
20 30 2 20-13,13-17,17-9,9-8,8-6,6-1,1-0,0-3,3-2,2-23,23-22,22-31,31-30 5315.36124374
20 30 3 20-21,21-14,14-15,15-16,16-17,17-9,9-8,8-6,6-12,12-10,10-11,11-31,31-30 7336.43644088
20 30 4 20-19,19-18,18-24,24-25,25-26,26-27,27-28,28-29,29-31,31-30 12999.0426122
20 30 5 20-13,13-17,17-9,9-8,8-6,6-12,12-18,18-24,24-25,25-26,26-30 7760.13754487
16 22 0 16-17,17-13,13-20,20-19,19-18,18-12,12-10,10-11,11-31,31-22 4366.43762602
16 22 1 16-17,17-9,9-8,8-6,6-1,1-0,0-3,3-2,2-23,23-22 4790.38108995
16 22 2 16-15,15-14,14-21,21-20,20-19,19-18,18-12,12-10,10-11,11-31,31-22 5282.33082836
16 22 3 16-17,17-9,9-8,8-6,6-12,12-18,18-24,24-25,25-26,26-30,30-31,31-22 7417.38490338
16 22 4 16-17,17-13,13-20,20-19,19-18,18-24,24-25,25-26,26-27,27-28,28-29,29-31,31-22 13590.1014539
16 22 5 16-15,15-14,14-21,21-20,20-19,19-18,18-12,12-6,6-1,1-0,0-3,3-2,2-23,23-22 5921.12432968
6 25 0 6-1,1-0,0-3,3-2,2-23,23-22,22-31,31-30,30-26,26-25 3561.08165219
6 25 1 6-12,12-18,18-24,24-25 4321.98970106
6 25 2 6-12,12-10,10-11,11-31,31-30,30-26,26-25 4551.86338312
6 25 3 6-8,8-9,9-17,17-13,13-20,20-19,19-18,18-24,24-25 6146.64252217
6 25 4 6-12,12-10,10-11,11-31,31-29,29-28,28-27,27-26,26-25 13110.2214887
6 25 5 6-8,8-9,9-17,17-16,16-15,15-14,14-21,21-20,20-19,19-18,18-24,24-25 7176.93598838
21 31 0 21-20,20-19,19-18,18-12,12-10,10-11,11-31 4635.64209446
21 31 1 21-14,14-15,15-16,16-17,17-13,13-20,20-19,19-18,18-12,12-10,10-11,11-31 4879.22042357
21 31 2 21-14,14-15,15-16,16-17,17-9,9-8,8-6,6-1,1-0,0-3,3-2,2-23,23-22,22-31 5437.06982386
21 31 3 21-20,20-19,19-18,18-24,24-25,25-26,26-30,30-31 5300.94781672
21 31 4 21-20,20-19,19-18,18-24,24-25,25-26,26-27,27-28,28-29,29-31 13859.3059223
21 31 5 21-20,20-13,13-17,17-9,9-8,8-6,6-12,12-10,10-11,11-31 7166.40628482
19 3 0 19-18,18-12,12-6,6-1,1-0,0-3 3637.90696157
19 3 1 19-18,18-12,12-10,10-11,11-31,31-22,22-23,23-2,2-3 4347.12179733
19 3 2 19-20,20-13,13-17,17-9,9-8,8-6,6-1,1-0,0-3 4695.29665477
19 3 3 19-18,18-24,24-25,25-26,26-30,30-31,31-22,22-23,23-2,2-3 5012.42751959
19 3 4 19-20,20-21,21-14,14-15,15-16,16-17,17-9,9-8,8-6,6-1,1-0,0-3 5725.59012098
19 3 5 19-18,18-24,24-25,25-26,26-27,27-28,28-29,29-31,31-22,22-23,23-2,2-3 13570.7856252
17 23 0 17-9,9-8,8-6,6-1,1-0,0-3,3-2,2-23 4241.0097491
17 23 1 17-13,13-20,20-19,19-18,18-12,12-6,6-1,1-0,0-3,3-2,2-23 4455.85978649
17 23 2 17-13,13-20,20-19,19-18,18-12,12-10,10-11,11-31,31-22,22-23 4801.40870299
17 23 3 17-16,16-15,15-14,14-21,21-20,20-19,19-18,18-24,24-25,25-26,26-30,30-31,31-22,22-23 6497.00789147
17 23 4 17-9,9-8,8-6,6-12,12-10,10-11,11-31,31-22,22-23 6350.0398342
17 23 5 17-13,13-20,20-19,19-18,18-24,24-25,25-26,26-27,27-28,28-29,29-31,31-22,22-23 14025.0725309
7 28 0 7-6,6-1,1-0,0-3,3-2,2-23,23-22,22-31,31-30,30-26,26-27,27-28 3245.89520319
7 28 1 7-6,6-12,12-10,10-11,11-31,31-30,30-26,26-27,27-28 4236.67693411
7 28 2 7-4,4-5,5-6,6-1,1-0,0-3,3-2,2-23,23-22,22-31,31-29,29-28 11939.0762476
7 28 3 7-6,6-8,8-9,9-17,17-13,13-20,20-19,19-18,18-24,24-25,25-26,26-27,27-28 7406.65157272
7 28 4 7-6,6-12,12-18,18-24,24-25,25-26,26-27,27-28 5581.99875162
7 28 5 7-4,4-5,5-6,6-12,12-10,10-11,11-31,31-30,30-26,26-27,27-28 4729.33595076
22 28 0 22-31,31-30,30-26,26-27,27-28 324.368171415
22 28 1 22-23,23-2,2-3,3-0,0-1,1-6,6-12,12-10,10-11,11-31,31-30,30-26,26-27,27-28 6571.21744217
22 28 2 22-31,31-29,29-28 8524.89019919
22 28 3 22-31,31-11,11-10,10-12,12-18,18-24,24-25,25-26,26-27,27-28 7277.74575835
22 28 4 22-23,23-2,2-3,3-0,0-1,1-6,6-8,8-9,9-17,17-13,13-20,20-19,19-18,18-24,24-25,25-26,26-27,27-28 9741.19208077
22 28 5 22-23,23-2,2-3,3-0,0-1,1-6,6-12,12-10,10-11,11-31,31-29,29-28 14771.7394699
20 4 0 20-19,19-18,18-12,12-6,6-7,7-4 2240.86152377
20 4 1 20-19,19-18,18-12,12-6,6-5,5-4 2496.64540843
