s t k edges
0 11 1 0-4,4-6,6-15,15-7,7-11 9673.76101704
0 11 2 0-5,5-2,2-15,15-12,12-11 9936.43222134
0 11 3 0-4,4-6,6-13,13-10,10-11 10435.9585244
0 11 4 0-5,5-2,2-15,15-7,7-11 10054.1166638
0 11 5 0-3,3-2,2-15,15-12,12-11 10341.3677383
3 6 0 3-2,2-4,4-6 6291.37886646
3 6 1 3-0,0-4,4-6 6392.47512974
3 6 2 3-2,2-15,15-6 6921.44913317
3 6 3 3-0,0-5,5-2,2-15,15-13,13-6 9183.11919205
3 6 4 3-2,2-15,15-7,7-13,13-14,14-6 9626.93075428
3 6 5 3-0,0-5,5-2,2-4,4-6 6843.42457292
1 10 0 1-12,12-10 3777.85962615
1 10 1 1-12,12-11,11-10 3783.69515334
1 10 2 1-7,7-11,11-10 4105.46922118
1 10 3 1-7,7-13,13-10 4721.48531055
1 10 4 1-7,7-15,15-9,9-10 6166.20112954
1 10 5 1-12,12-13,13-10 5880.23056169
8 6 0 8-13,13-6 3934.49982878
8 6 1 8-13,13-14,14-6 4046.6306822
8 6 2 8-9,9-13,13-6 5244.67526194
8 6 3 8-9,9-15,15-6 5339.24905153
8 6 4 8-13,13-15,15-6 4053.11386671
8 6 5 8-9,9-10,10-13,13-6 5582.0600463
4 1 0 4-6,6-15,15-7,7-1 7747.83433012
4 1 1 4-2,2-15,15-7,7-1 8391.10180646
4 1 2 4-6,6-15,15-12,12-1 9576.64509822
4 1 3 4-6,6-13,13-12,12-1 9794.40549979
4 1 4 4-0,0-5,5-2,2-15,15-13,13-7,7-1 9822.17170689
4 1 5 4-6,6-14,14-13,13-12,12-1 9906.53635321
10 9 0 10-9 492.17120891
10 9 1 10-13,13-9 5758.53818848
10 9 2 10-12,12-13,13-9 6239.10298425
10 9 3 10-11,11-12,12-15,15-9 7712.76221393
10 9 4 10-13,13-8,8-9 6732.71428855
10 9 5 10-11,11-7,7-15,15-9 7830.44665639
9 7 0 9-10,10-11,11-7 3623.11418738
9 7 1 9-13,13-7 3901.74549238
9 7 2 9-10,10-13,13-7 4239.13027675
9 7 3 9-15,15-7 4699.50367792
9 7 4 9-13,13-15,15-7 4723.54392627
9 7 5 9-8,8-13,13-7 4875.92159246
6 4 0 6-4 5570.21363126
6 4 1 6-15,15-2,2-4 6914.14517074
6 4 2 6-15,15-2,2-5,5-0,0-4 7338.77511471
6 4 3 6-13,13-15,15-2,2-4 8623.76952315
6 4 4 6-14,14-13,13-15,15-2,2-3,3-0,0-4 9565.46583748
6 4 5 6-13,13-7,7-15,15-2,2-4 9507.49593843
5 4 0 5-2,2-4 530.411905546
5 4 1 5-0,0-4 608.079311184
5 4 2 5-2,2-3,3-0,0-4 1359.97736646
5 4 3 5-2,2-15,15-6,6-4 12300.9094348
5 4 4 5-0,0-3,3-2,2-4 1463.96427131
5 4 5 5-2,2-15,15-13,13-6,6-4 14010.5337872
11 4 0 11-12,12-15,15-6,6-4 9212.30568781
11 4 1 11-7,7-15,15-6,6-4 9329.99013027
11 4 2 11-12,12-15,15-2,2-4 9855.57316414
11 4 3 11-10,10-13,13-6,6-4 10092.1876377
11 4 4 11-7,7-15,15-2,2-4 9973.2576066
11 4 5 11-12,12-13,13-14,14-6,6-4 9542.1969428
10 4 0 10-13,13-6,6-4 9517.92670204
10 4 1 10-13,13-14,14-6,6-4 9630.05755546
10 4 2 10-12,12-15,15-2,2-4 10423.9985726
10 4 3 10-11,11-7,7-15,15-6,6-4 9904.25106588
10 4 4 10-9,9-13,13-6,6-4 10164.8843355
10 4 5 10-12,12-13,13-15,15-6,6-4 10117.1055357
7 1 0 7-1 974.52624271
7 1 1 7-13,13-12,12-1 4023.43786559
7 1 2 7-15,15-12,12-1 4508.86185997
7 1 3 7-11,11-12,12-1 5766.11626059
7 1 4 7-11,11-10,10-12,12-1 6908.80260462
7 1 5 7-15,15-13,13-12,12-1 4845.23629947
6 11 0 6-15,15-12,12-11 3642.09205655
6 11 1 6-15,15-7,7-11 3759.77649901
6 11 2 6-13,13-12,12-11 3859.85245812
6 11 3 6-14,14-13,13-10,10-11 4634.10485981
6 11 4 6-13,13-7,7-11 4647.60241754
6 11 5 6-13,13-10,10-11 4521.97400639
12 7 0 12-13,13-7 2236.55105152
12 7 1 12-15,15-7 2721.9750459
12 7 2 12-1,1-7 2761.41305678
12 7 3 12-11,11-7 3979.22944652
12 7 4 12-10,10-11,11-7 5121.91579055
12 7 5 12-13,13-15,15-7 3058.3494854
11 9 0 11-10,10-9 1066.43214452
11 9 1 11-12,12-10,10-9 3905.69142465
11 9 2 11-12,12-13,13-9 5670.67757582
11 9 3 11-7,7-15,15-9 7256.18572078
11 9 4 11-10,10-13,13-8,8-9 7306.97522416
11 9 5 11-7,7-13,13-9 6458.42753524
15 10 0 15-13,13-10 3715.99507714
15 10 1 15-12,12-10 3860.1854334
15 10 2 15-12,12-11,11-10 3866.02096059
15 10 3 15-9,9-10 4338.91246225
15 10 4 15-7,7-11,11-10 3983.70540305
15 10 5 15-6,6-13,13-10 4298.04510235
14 6 0 14-6 555.50333556
14 6 1 14-13,13-6 1848.30189548
14 6 2 14-13,13-15,15-6 1966.91593341
14 6 3 14-13,13-7,7-15,15-6 2850.64234869
14 6 4 14-13,13-12,12-15,15-6 4213.47722521
14 6 5 14-13,13-9,9-15,15-6 7856.2002981
13 6 0 13-6 1145.83718881
13 6 1 13-14,14-6 1257.96804223
13 6 2 13-15,15-6 1264.45122674
13 6 3 13-7,7-15,15-6 2148.17764202
13 6 4 13-12,12-15,15-6 3511.01251854
13 6 5 13-9,9-15,15-6 7153.73559143
0 5 0 0-5 264.30842441
0 5 1 0-4,4-2,2-5 874.18279232
0 5 2 0-3,3-2,2-5 1016.20647969
0 5 3 0-4,4-6,6-15,15-2,2-5 12644.6803216
0 5 4 0-4,4-6,6-13,13-15,15-2,2-5 14354.304674
0 5 5 0-4,4-6,6-14,14-13,13-7,7-15,15-2,2-5 15350.1619427
15 7 0 15-7 852.762424581
15 7 1 15-13,13-7 1859.20238104
15 7 2 15-6,6-13,13-7 2441.25240625
15 7 3 15-12,12-1,1-7 4630.62567809
15 7 4 15-12,12-11,11-7 5848.44206783
15 7 5 15-13,13-10,10-11,11-7 6846.93805561
1 0 0 1-7,7-15,15-6,6-4,4-0 8091.6052169
1 0 1 1-7,7-15,15-2,2-5,5-0 8471.96086365
1 0 2 1-12,12-13,13-6,6-4,4-0 10138.1763866
1 0 3 1-7,7-15,15-2,2-3,3-0 8876.8963806
1 0 4 1-7,7-13,13-14,14-6,6-4,4-0 9091.56198885
1 0 5 1-7,7-13,13-15,15-2,2-5,5-0 9478.40082011
0 8 0 0-4,4-6,6-13,13-8 9848.48434682
0 8 1 0-4,4-6,6-14,14-13,13-8 9960.61520024
0 8 2 0-3,3-2,2-15,15-9,9-8 12038.5247333
0 8 3 0-5,5-2,2-15,15-13,13-8 10347.4540315
0 8 4 0-4,4-6,6-15,15-7,7-13,13-8 10850.8248
0 8 5 0-3,3-2,2-15,15-13,13-8 10752.3895485
4 11 0 4-6,6-15,15-12,12-11 9212.30568781
4 11 1 4-6,6-15,15-7,7-11 9329.99013027
4 11 2 4-2,2-15,15-12,12-11 9855.57316414
4 11 3 4-6,6-13,13-10,10-11 10092.1876377
4 11 4 4-2,2-15,15-7,7-11 9973.2576066
4 11 5 4-6,6-14,14-13,13-12,12-11 9542.1969428
3 5 0 3-2,2-5 537.715867979
3 5 1 3-0,0-5 742.799036117
3 5 2 3-2,2-4,4-0,0-5 1329.24454638
3 5 3 3-0,0-4,4-6,6-15,15-2,2-5 13123.1709333
3 5 4 3-0,0-4,4-2,2-5 1352.67340403
3 5 5 3-2,2-15,15-13,13-6,6-4,4-0,0-5 14809.366428
2 7 0 2-15,15-7 7059.64492737
2 7 1 2-4,4-6,6-15,15-7 7130.23872379
2 7 2 2-4,4-6,6-13,13-7 8018.06464232
2 7 3 2-15,15-13,13-7 8066.08488383
2 7 4 2-5,5-0,0-4,4-6,6-14,14-13,13-7 8554.82543971
2 7 5 2-3,3-0,0-4,4-6,6-15,15-7 7959.80418471
9 13 0 9-13 2956.66230651
9 13 1 9-10,10-13 3294.04709088
9 13 2 9-10,10-12,12-13 3774.61188664
9 13 3 9-8,8-13 3930.83840658
9 13 4 9-15,15-13 4760.86044851
9 13 5 9-15,15-6,6-13 5342.91047373
8 3 0 8-13,13-6,6-4,4-2,2-3 10225.8786952
8 3 1 8-13,13-6,6-4,4-0,0-3 10326.9749585
8 3 2 8-9,9-15,15-2,2-3 11560.0341216
8 3 3 8-13,13-15,15-2,2-5,5-0,0-3 10825.9446432
8 3 4 8-13,13-15,15-2,2-3 10273.8989367
8 3 5 8-13,13-14,14-6,6-4,4-0,0-3 10439.1058119
5 10 0 5-2,2-4,4-6,6-13,13-10 10048.3386076
5 10 1 5-0,0-4,4-6,6-13,13-10 10126.0060132
5 10 2 5-2,2-15,15-12,12-10 10240.5492053
5 10 3 5-2,2-15,15-7,7-11,11-10 10364.069175
5 10 4 5-0,0-4,4-6,6-14,14-13,13-10 10238.1368666
5 10 5 5-2,2-15,15-12,12-11,11-10 10246.3847325
4 6 0 4-6 5570.21363126
4 6 1 4-2,2-15,15-6 6914.14517074
4 6 2 4-0,0-5,5-2,2-15,15-6 7338.77511471
4 6 3 4-2,2-15,15-13,13-6 8623.76952315
4 6 4 4-0,0-3,3-2,2-15,15-13,13-14,14-6 9565.46583748
4 6 5 4-2,2-15,15-7,7-13,13-6 9507.49593843
9 2 0 9-13,13-6,6-4,4-2 10029.643763
9 2 1 9-15,15-2 10053.6237561
9 2 2 9-13,13-15,15-2 10077.6640045
9 2 3 9-10,10-13,13-14,14-6,6-4,4-2 10479.1594008
9 2 4 9-15,15-6,6-4,4-0,0-5,5-2 10548.8474965
9 2 5 9-10,10-12,12-15,15-2 10559.2391451
6 1 0 6-15,15-7,7-1 2177.62069886
6 1 1 6-13,13-7,7-1 3065.44661739
6 1 2 6-15,15-12,12-1 4006.43146696
6 1 3 6-14,14-13,13-12,12-1 4336.32272195
6 1 4 6-13,13-15,15-7,7-1 3887.24505127
6 1 5 6-13,13-12,12-1 4224.19186853
5 7 0 5-2,2-15,15-7 7233.12619653
5 7 1 5-0,0-4,4-6,6-15,15-7 7381.3873986
5 7 2 5-2,2-4,4-6,6-13,13-7 8191.54591149
5 7 3 5-0,0-3,3-2,2-15,15-7 8166.6785623
5 7 4 5-2,2-15,15-13,13-7 8239.56615299
5 7 5 5-0,0-4,4-6,6-14,14-13,13-7 8381.34417055
11 3 0 11-12,12-15,15-2,2-3 9862.87712658
11 3 1 11-7,7-15,15-2,2-3 9980.56156904
11 3 2 11-12,12-15,15-6,6-4,4-0,0-3 10034.5671863
11 3 3 11-12,12-13,13-6,6-4,4-2,2-3 10151.2313246
11 3 4 11-7,7-15,15-6,6-4,4-0,0-3 10152.2516287
11 3 5 11-12,12-13,13-15,15-2,2-3 10199.2515661
7 4 0 7-15,15-6,6-4 6773.30808741
7 4 1 7-15,15-2,2-4 7416.57556375
7 4 2 7-13,13-6,6-4 7661.13400594
7 4 3 7-13,13-15,15-2,2-5,5-0,0-4 8847.64546418
7 4 4 7-13,13-14,14-6,6-4 7773.26485936
7 4 5 7-15,15-2,2-3,3-0,0-4 8246.14102466
14 12 0 14-13,13-12 1993.93257232
14 12 1 14-6,6-15,15-12 2775.04798845
14 12 2 14-6,6-13,13-12 2992.80839002
14 12 3 14-13,13-7,7-1,1-12 4408.96094932
14 12 4 14-13,13-10,10-12 5495.31340072
14 12 5 14-13,13-15,15-12 3485.79652316
12 4 0 12-15,15-6,6-4 7789.75828415
12 4 1 12-13,13-6,6-4 8007.51868572
12 4 2 12-15,15-2,2-4 8433.02576048
12 4 3 12-13,13-15,15-2,2-5,5-0,0-4 9194.03014396
12 4 4 12-1,1-7,7-15,15-6,6-4 9534.72114419
12 4 5 12-13,13-14,14-6,6-4 8119.64953914
15 9 0 15-9 3846.74125334
15 9 1 15-13,13-9 3870.78150168
15 9 2 15-13,13-10,10-9 4208.16628605
15 9 3 15-12,12-10,10-9 4352.35664231
15 9 4 15-6,6-13,13-9 4452.8315269
15 9 5 15-7,7-11,11-10,10-9 4475.87661196
14 3 0 14-6,6-4,4-0,0-3 6947.9784653
14 3 1 14-6,6-15,15-2,2-3 7476.95246873
14 3 2 14-13,13-6,6-4,4-2,2-3 8139.68076194
14 3 3 14-13,13-15,15-2,2-3 8187.70100344
14 3 4 14-6,6-4,4-2,2-5,5-0,0-3 7398.92790848
14 3 5 14-13,13-6,6-4,4-0,0-3 8240.77702522
13 9 0 13-9 2956.66230651
13 9 1 13-10,10-9 3294.04709088
13 9 2 13-12,12-10,10-9 3774.61188664
13 9 3 13-8,8-9 3930.83840658
13 9 4 13-15,15-9 4760.86044851
13 9 5 13-6,6-15,15-9 5342.91047373
0 2 0 0-5,5-2 437.789693574
0 2 1 0-4,4-2 700.701523156
0 2 2 0-3,3-2 842.725210521
0 2 3 0-4,4-6,6-15,15-2 12471.1990524
0 2 4 0-4,4-6,6-13,13-15,15-2 14180.8234048
0 2 5 0-4,4-6,6-14,14-13,13-7,7-15,15-2 15176.6806735
3 15 0 3-2,2-15 6571.1171016
3 15 1 3-2,2-4,4-6,6-15 6641.71089803
3 15 2 3-0,0-4,4-6,6-15 6742.80716131
3 15 3 3-0,0-5,5-2,2-15 7123.16280807
3 15 4 3-2,2-4,4-6,6-13,13-15 8351.33525044
3 15 5 3-0,0-4,4-2,2-15 7386.07463765
1 3 0 1-7,7-15,15-2,2-3 8398.40576889
1 3 1 1-7,7-15,15-6,6-4,4-2,2-3 8468.99956532
1 3 2 1-12,12-13,13-6,6-4,4-0,0-3 10616.6669983
1 3 3 1-7,7-13,13-15,15-2,2-3 9404.84572535
1 3 4 1-7,7-15,15-2,2-5,5-0,0-3 8950.45147536
1 3 5 1-7,7-13,13-14,14-6,6-4,4-0,0-3 9570.05260055
8 13 0 8-13 2788.66263997
8 13 1 8-9,9-13 4098.83807313
8 13 2 8-9,9-10,10-13 4436.22285749
8 13 3 8-9,9-15,15-13 5903.03621513
8 13 4 8-9,9-10,10-12,12-13 4916.78765326
8 13 5 8-9,9-15,15-6,6-13 6485.08624034
4 8 0 4-6,6-13,13-8 9504.71346004
4 8 1 4-2,2-15,15-13,13-8 10266.5949743
4 8 2 4-6,6-13,13-9,9-8 10814.8888932
4 8 3 4-6,6-15,15-9,9-8 10909.4626828
4 8 4 4-0,0-5,5-2,2-15,15-13,13-8 10691.2249183
4 8 5 4-6,6-14,14-13,13-8 9616.84431346
3 0 0 3-0 478.490611707
3 0 1 3-2,2-5,5-0 802.024292389
3 0 2 3-2,2-4,4-0 1064.93612197
3 0 3 3-2,2-15,15-6,6-4,4-0 12835.4336512
3 0 4 3-2,2-15,15-13,13-6,6-4,4-0 14545.0580036
3 0 5 3-2,2-15,15-7,7-13,13-14,14-6,6-4,4-0 15540.9152723
2 8 0 2-4,4-6,6-13,13-8 9861.64409643
2 8 1 2-15,15-13,13-8 9909.66433793
2 8 2 2-4,4-6,6-13,13-9,9-8 11171.8195296
2 8 3 2-15,15-9,9-8 11195.7995227
2 8 4 2-5,5-0,0-4,4-6,6-14,14-13,13-8 10398.4048938
2 8 5 2-15,15-7,7-13,13-8 10793.3907532
9 8 0 9-8 1142.17576661
9 8 1 9-13,13-8 5745.32494649
9 8 2 9-10,10-13,13-8 6082.70973085
9 8 3 9-15,15-13,13-8 7549.52308849
9 8 4 9-10,10-12,12-13,13-8 6563.27452661
9 8 5 9-15,15-6,6-13,13-8 8131.5731137
8 0 0 8-13,13-14,14-6,6-4,4-0 9960.61520024
8 0 1 8-13,13-6,6-15,15-2,2-5,5-0 10929.5040567
8 0 2 8-9,9-13,13-6,6-4,4-0 11158.65978
8 0 3 8-9,9-15,15-2,2-5,5-0 11633.5892163
8 0 4 8-13,13-15,15-6,6-4,4-2,2-3,3-0 10822.9833449
8 0 5 8-13,13-7,7-15,15-2,2-5,5-0 11231.1804468
5 13 0 5-2,2-4,4-6,6-13 7246.46272562
5 13 1 5-2,2-15,15-13 7294.48296712
5 13 2 5-0,0-4,4-6,6-13 7324.13013126
5 13 3 5-2,2-15,15-6,6-14,14-13 7988.66384575
5 13 4 5-2,2-15,15-7,7-13 8178.2093824
5 13 5 5-0,0-4,4-6,6-14,14-13 7436.26098468
10 15 0 10-13,13-15 3715.99507714
10 15 1 10-12,12-15 3860.1854334
10 15 2 10-11,11-12,12-15 3866.02096059
10 15 3 10-9,9-15 4338.91246225
10 15 4 10-11,11-7,7-15 3983.70540305
10 15 5 10-13,13-6,6-15 4298.04510235
6 2 0 6-4,4-2 5927.14426764
6 2 1 6-4,4-0,0-5,5-2 6351.77421161
6 2 2 6-15,15-2 6557.21453436
6 2 3 6-13,13-15,15-2 8266.83888677
6 2 4 6-14,14-13,13-7,7-15,15-2 9262.69615547
6 2 5 6-4,4-0,0-3,3-2 6756.70972856
11 14 0 11-12,12-13,13-14 3416.47997598
11 14 1 11-10,10-13,13-14 4078.60152425
11 14 2 11-12,12-15,15-6,6-14 4197.59539211
11 14 3 11-7,7-13,13-6,6-14 5203.1057531
11 14 4 11-10,10-9,9-13,13-14 4725.55915771
11 14 5 11-7,7-15,15-6,6-14 4315.27983457
7 11 0 7-11 2556.68204285
7 11 1 7-13,13-12,12-11 3659.09845518
7 11 2 7-15,15-12,12-11 4144.52244956
7 11 3 7-1,1-12,12-10,10-11 5326.64680448
7 11 4 7-13,13-10,10-11 4321.22000345
7 11 5 7-1,1-12,12-11 4183.96046044
14 9 0 14-13,13-9 3659.12701318
14 9 1 14-13,13-10,10-9 3996.51179755
14 9 2 14-6,6-13,13-9 4658.00283089
14 9 3 14-6,6-15,15-9 4752.57662047
14 9 4 14-13,13-8,8-9 4633.30311326
14 9 5 14-13,13-12,12-10,10-9 4477.07659331
12 9 0 12-10,10-9 2483.14402099
12 9 1 12-11,11-10,10-9 2488.97954818
12 9 2 12-13,13-9 4248.13017216
12 9 3 12-15,15-9 5715.95387466
12 9 4 12-13,13-8,8-9 5222.30627223
12 9 5 12-15,15-13,13-9 5739.994123
15 12 0 15-12 1869.21262131
15 12 1 15-13,13-12 2205.58706082
15 12 2 15-6,6-13,13-12 2787.63708603
15 12 3 15-7,7-1,1-12 3614.17548136
15 12 4 15-7,7-11,11-12 4831.9918711
15 12 5 15-13,13-10,10-12 5706.96788922
13 12 0 13-12 1291.46786565
13 12 1 13-15,15-12 2783.33181649
13 12 2 13-6,6-15,15-12 3365.3818417
13 12 3 13-7,7-1,1-12 3706.49624265
13 12 4 13-10,10-12 4792.84869405
13 12 5 13-9,9-10,10-11,11-12 5445.6418547
0 15 0 0-4,4-6,6-15 6264.31654961
0 15 1 0-5,5-2,2-15 6644.67219636
0 15 2 0-5,5-2,2-4,4-6,6-15 6715.26599279
0 15 3 0-3,3-2,2-15 7049.60771331
0 15 4 0-4,4-6,6-13,13-15 7973.94090202
0 15 5 0-4,4-2,2-15 6907.58402594
3 10 0 3-2,2-4,4-6,6-13,13-10 10239.0919372
3 10 1 3-0,0-4,4-6,6-13,13-10 10340.1882005
3 10 2 3-2,2-15,15-12,12-10 10431.302535
3 10 3 3-2,2-15,15-7,7-11,11-10 10554.8225046
3 10 4 3-0,0-4,4-6,6-14,14-13,13-10 10452.3190539
3 10 5 3-2,2-15,15-12,12-11,11-10 10437.1380622
1 14 0 1-7,7-13,13-14 2622.07413525
1 14 1 1-7,7-15,15-6,6-14 2733.12403442
1 14 2 1-12,12-13,13-14 3780.81938639
1 14 3 1-12,12-15,15-6,6-14 4561.93480252
1 14 4 1-7,7-15,15-13,13-14 3443.87256913
1 14 5 1-12,12-13,13-6,6-14 4779.69520409
8 10 0 8-9,9-10 1634.34697552
8 10 1 8-13,13-10 5590.53852194
8 10 2 8-13,13-12,12-10 6071.1033177
8 10 3 8-13,13-7,7-11,11-10 6864.68880431
8 10 4 8-9,9-13,13-10 6900.71395509
8 10 5 8-13,13-15,15-12,12-10 7562.96726854
4 13 0 4-6,6-13 6716.05082007
4 13 1 4-6,6-14,14-13 6828.18167349
4 13 2 4-2,2-15,15-13 7477.93233434
4 13 3 4-0,0-5,5-2,2-15,15-7,7-13 8786.28869359
4 13 4 4-6,6-15,15-13 6834.664858
4 13 5 4-2,2-15,15-6,6-13 8059.98235955
2 13 0 2-4,4-6,6-13 7072.98145645
2 13 1 2-15,15-13 7121.00169796
2 13 2 2-4,4-6,6-14,14-13 7185.11230987
2 13 3 2-15,15-7,7-13 8004.72811324
2 13 4 2-5,5-0,0-4,4-6,6-13 7497.61140042
2 13 5 2-15,15-6,6-13 7703.05172317
9 11 0 9-10,10-11 1066.43214452
9 11 1 9-10,10-12,12-11 3905.69142465
9 11 2 9-13,13-12,12-11 5670.67757582
9 11 3 9-15,15-7,7-11 7256.18572078
9 11 4 9-8,8-13,13-10,10-11 7306.97522416
9 11 5 9-13,13-7,7-11 6458.42753524
5 0 0 5-0 264.30842441
5 0 1 5-2,2-4,4-0 874.18279232
5 0 2 5-2,2-3,3-0 1016.20647969
5 0 3 5-2,2-15,15-6,6-4,4-0 12644.6803216
5 0 4 5-2,2-15,15-13,13-6,6-4,4-0 14354.304674
5 0 5 5-2,2-15,15-7,7-13,13-14,14-6,6-4,4-0 15350.1619427
10 0 0 10-13,13-6,6-4,4-0 9861.69758881
10 0 1 10-13,13-14,14-6,6-4,4-0 9973.82844223
10 0 2 10-12,12-15,15-2,2-5,5-0 10504.8576298
10 0 3 10-11,11-7,7-15,15-6,6-4,4-0 10248.0219527
10 0 4 10-13,13-6,6-4,4-2,2-5,5-0 10312.647032
10 0 5 10-12,12-13,13-15,15-6,6-4,4-0 10460.8764225
6 15 0 6-15 350.332031571
6 15 1 6-13,13-15 2059.95638398
6 15 2 6-14,14-13,13-15 2172.0872374
6 15 3 6-13,13-7,7-15 2943.68279926
6 15 4 6-13,13-12,12-15 4306.51767578
6 15 5 6-14,14-13,13-7,7-15 3055.81365268
12 3 0 12-15,15-2,2-3 8440.32972291
12 3 1 12-15,15-6,6-4,4-0,0-3 8612.01978263
12 3 2 12-13,13-6,6-4,4-2,2-3 8728.68392092
12 3 3 12-13,13-15,15-2,2-3 8776.70416242
12 3 4 12-15,15-2,2-5,5-0,0-3 8992.37542938
12 3 5 12-13,13-14,14-6,6-4,4-0,0-3 8941.91103762
11 13 0 11-12,12-13 2714.01526931
11 13 1 11-10,10-13 3376.13681758
11 13 2 11-7,7-13 3501.76522873
11 13 3 11-10,10-9,9-13 4023.09445104
11 13 4 11-12,12-15,15-13 4205.87922015
11 13 5 11-7,7-15,15-6,6-13 4905.61368782
7 14 0 7-13,13-14 1647.54789254
7 14 1 7-15,15-6,6-14 1758.59779171
7 14 2 7-15,15-13,13-14 2469.34632642
7 14 3 7-1,1-12,12-13,13-6,6-14 5754.2214468
7 14 4 7-11,11-12,12-13,13-14 5973.16201884
7 14 5 7-13,13-6,6-14 2646.42371024
14 10 0 14-13,13-10 3504.34058864
14 10 1 14-13,13-12,12-10 3984.9053844
14 10 2 14-6,6-13,13-10 4503.21640634
14 10 3 14-6,6-15,15-12,12-11,11-10 4771.85632772
14 10 4 14-13,13-9,9-10 4151.2982221
14 10 5 14-13,13-7,7-11,11-10 4778.49087101
13 2 0 13-6,6-4,4-2 7072.98145645
13 2 1 13-15,15-2 7121.00169796
13 2 2 13-14,14-6,6-4,4-2 7185.11230987
13 2 3 13-7,7-15,15-2 8004.72811324
13 2 4 13-6,6-4,4-0,0-5,5-2 7497.61140042
13 2 5 13-6,6-15,15-2 7703.05172317
12 14 0 12-13,13-14 1993.93257232
12 14 1 12-15,15-6,6-14 2775.04798845
12 14 2 12-13,13-6,6-14 2992.80839002
12 14 3 12-1,1-7,7-13,13-14 4408.96094932
12 14 4 12-10,10-13,13-14 5495.31340072
12 14 5 12-15,15-13,13-14 3485.79652316
15 3 0 15-2,2-3 6571.1171016
15 3 1 15-6,6-4,4-2,2-3 6641.71089803
15 3 2 15-6,6-4,4-0,0-3 6742.80716131
15 3 3 15-2,2-5,5-0,0-3 7123.16280807
15 3 4 15-13,13-6,6-4,4-2,2-3 8351.33525044
15 3 5 15-2,2-4,4-0,0-3 7386.07463765
13 15 0 13-15 914.119195171
13 15 1 13-6,6-15 1496.16922038
13 15 2 13-14,14-6,6-15 1608.3000738
13 15 3 13-7,7-15 1797.84561045
13 15 4 13-12,12-15 3160.68048696
13 15 5 13-9,9-15 6803.40355986
1 4 0 1-7,7-15,15-6,6-4 7747.83433012
1 4 1 1-7,7-15,15-2,2-4 8391.10180646
1 4 2 1-12,12-15,15-6,6-4 9576.64509822
1 4 3 1-12,12-13,13-6,6-4 9794.40549979
1 4 4 1-7,7-13,13-15,15-2,2-5,5-0,0-4 9822.17170689
1 4 5 1-12,12-13,13-14,14-6,6-4 9906.53635321
0 12 0 0-4,4-6,6-15,15-12 8133.52917092
0 12 1 0-4,4-6,6-13,13-12 8351.2895725
0 12 2 0-5,5-2,2-15,15-12 8513.88481767
0 12 3 0-3,3-2,2-15,15-12 8918.82033462
0 12 4 0-4,4-6,6-14,14-13,13-12 8463.42042592
0 12 5 0-5,5-2,2-15,15-13,13-12 8850.25925718
3 9 0 3-2,2-4,4-6,6-13,13-9 10393.8783618
3 9 1 3-2,2-15,15-9 10417.8583549
3 9 2 3-0,0-4,4-6,6-13,13-9 10494.9746251
3 9 3 3-2,2-15,15-13,13-10,10-9 10779.2833876
3 9 4 3-0,0-4,4-6,6-15,15-9 10589.5484147
3 9 5 3-2,2-15,15-13,13-9 10441.8986033
2 3 0 2-3 364.234598814
2 3 1 2-5,5-0,0-3 916.280305281
2 3 2 2-4,4-0,0-3 1179.19213486
2 3 3 2-15,15-6,6-4,4-0,0-3 12949.6896641
2 3 4 2-15,15-13,13-6,6-4,4-0,0-3 14659.3140165
2 3 5 2-15,15-7,7-13,13-14,14-6,6-4,4-0,0-3 15655.1712852
1 9 0 1-12,12-10,10-9 4270.03083506
1 9 1 1-12,12-11,11-10,10-9 4275.86636226
1 9 2 1-7,7-13,13-9 4876.27173509
1 9 3 1-7,7-15,15-9 5674.02992063
1 9 4 1-7,7-13,13-8,8-9 5850.44783517
1 9 5 1-12,12-13,13-9 6035.01698623
8 7 0 8-13,13-7 3733.74582584
8 7 1 8-13,13-15,15-7 4555.54425972
8 7 2 8-9,9-10,10-11,11-7 4765.28995399
8 7 3 8-9,9-13,13-7 5043.921259
8 7 4 8-13,13-6,6-15,15-7 5137.59428494
8 7 5 8-9,9-10,10-12,12-1,1-7 6386.73284439
4 2 0 4-2 356.930636381
4 2 1 4-0,0-5,5-2 781.560580348
4 2 2 4-0,0-3,3-2 1186.4960973
4 2 3 4-6,6-15,15-2 12127.4281656
4 2 4 4-6,6-13,13-15,15-2 13837.052518
4 2 5 4-6,6-14,14-13,13-7,7-15,15-2 14832.9097867
2 14 0 2-4,4-6,6-14 6482.6476032
2 14 1 2-15,15-6,6-14 7112.71786992
2 14 2 2-4,4-6,6-13,13-14 7775.44616312
2 14 3 2-15,15-13,13-14 7823.46640463
2 14 4 2-5,5-0,0-4,4-6,6-14 6907.27754717
2 14 5 2-15,15-7,7-13,13-14 8707.19281991
9 6 0 9-13,13-6 4102.49949533
9 6 1 9-15,15-6 4197.07328491
9 6 2 9-13,13-14,14-6 4214.63034874
9 6 3 9-10,10-13,13-6 4439.88427969
9 6 4 9-10,10-12,12-15,15-6 4702.68867388
9 6 5 9-13,13-15,15-6 4221.11353326
6 5 0 6-4,4-2,2-5 6100.62553681
6 5 1 6-4,4-0,0-5 6178.29294244
6 5 2 6-15,15-2,2-5 6730.69580352
6 5 3 6-13,13-15,15-2,2-3,3-0,0-5 9373.8725217
