s t k edges
17 8 5 17-16,16-15,15-14,14-3,3-2,2-10,10-9,9-8 4570.72997629
15 13 0 15-13 1173.86336744
15 13 1 15-14,14-13 1227.00394217
15 13 2 15-3,3-14,14-13 2286.89824468
15 13 3 15-8,8-13 4186.48110992
15 13 4 15-9,9-8,8-13 4241.88574674
15 13 5 15-3,3-7,7-12,12-13 4688.9379372
0 14 0 0-3,3-14 1096.3442277
0 14 1 0-3,3-15,15-14 1322.43576076
0 14 2 0-1,1-2,2-3,3-14 4362.54118488
0 14 3 0-3,3-15,15-13,13-14 3089.84019667
0 14 4 0-1,1-2,2-9,9-15,15-14 5018.12370816
0 14 5 0-3,3-2,2-10,10-9,9-8,8-15,15-14 4628.31744979
3 11 0 3-14,14-13,13-11 3285.02134645
3 11 1 3-15,15-13,13-11 3457.97230477
3 11 2 3-7,7-12,12-11 3614.17431831
3 11 3 3-2,2-7,7-6,6-12,12-11 5875.66064989
3 11 4 3-15,15-14,14-13,13-11 3511.11287951
3 11 5 3-7,7-6,6-12,12-11 3643.39273076
2 1 0 2-1 947.280588105
2 1 1 2-3,3-0,0-1 3044.33918133
2 1 2 2-9,9-15,15-3,3-0,0-1 4759.81600712
2 1 3 2-10,10-9,9-8,8-15,15-14,14-3,3-0,0-1 5770.79046557
2 1 4 2-9,9-4,4-15,15-3,3-0,0-1 5796.63422381
2 1 5 2-10,10-9,9-15,15-3,3-0,0-1 4780.65720777
1 15 0 1-0,0-3,3-15 2550.93830862
1 15 1 1-2,2-3,3-15 2726.66729639
1 15 2 1-0,0-3,3-14,14-15 2958.30964926
1 15 3 1-2,2-9,9-15 3156.15828661
1 15 4 1-2,2-10,10-9,9-8,8-15 3759.76140442
1 15 5 1-2,2-9,9-4,4-15 4192.9765033
8 9 0 8-9 319.083276995
8 9 1 8-4,4-9 799.998073515
8 9 2 8-5,5-4,4-9 813.191892744
8 9 3 8-15,15-9 2913.56948958
8 9 4 8-17,17-16,16-15,15-3,3-2,2-9 4453.49076298
8 9 5 8-4,4-15,15-9 3367.68780959
4 12 0 4-8,8-13,13-12 4363.32772105
4 12 1 4-5,5-8,8-13,13-12 4376.52154028
4 12 2 4-9,9-2,2-7,7-12 5060.27881934
4 12 3 4-15,15-13,13-12 4501.09961133
4 12 4 4-15,15-14,14-13,13-12 4554.24018607
4 12 5 4-8,8-15,15-13,13-12 4527.95810832
2 12 0 2-7,7-12 3616.83688053
2 12 1 2-7,7-6,6-12 3646.05529298
2 12 2 2-3,3-7,7-12 3657.3565424
2 12 3 2-9,9-15,15-13,13-12 4907.72333344
2 12 4 2-10,10-9,9-8,8-13,13-12 5346.69606399
2 12 5 2-3,3-14,14-13,13-12 4305.2813849
9 4 0 9-4 559.509665009
9 4 1 9-8,8-4 559.571685502
9 4 2 9-8,8-5,5-4 572.765504731
9 4 3 9-15,15-4 3127.19940109
9 4 4 9-2,2-3,3-15,15-4 4465.57295847
9 4 5 9-15,15-8,8-4 3154.05789808
16 14 0 16-15,15-14 951.023128302
16 14 1 16-15,15-3,3-14 2010.91743081
16 14 2 16-17,17-8,8-15,15-14 3061.23559117
16 14 3 16-15,15-13,13-14 2718.42756421
16 14 4 16-17,17-8,8-9,9-2,2-3,3-14 4228.92225231
16 14 5 16-17,17-8,8-13,13-14 4664.00963981
16 13 0 16-15,15-13 1808.15505889
16 13 1 16-15,15-14,14-13 1861.29563362
16 13 2 16-17,17-8,8-13 3753.73713449
16 13 3 16-15,15-3,3-14,14-13 2921.18993613
16 13 4 16-17,17-8,8-15,15-13 3918.36752176
16 13 5 16-17,17-8,8-9,9-15,15-13 3973.77215858
5 1 0 5-8,8-9,9-2,2-1 2172.05725241
5 1 1 5-4,4-9,9-2,2-1 2622.64364114
5 1 2 5-8,8-15,15-3,3-0,0-1 4161.323487
5 1 3 5-4,4-9,9-10,10-2,2-1 2643.48484179
5 1 4 5-8,8-17,17-16,16-15,15-3,3-0,0-1 4362.87120302
5 1 5 5-4,4-8,8-9,9-2,2-1 2622.70566164
3 17 0 3-15,15-16,16-17 1803.10809371
3 17 1 3-14,14-15,15-16,16-17 2210.47943435
3 17 2 3-15,15-8,8-17 2861.67358763
3 17 3 3-2,2-9,9-8,8-17 2969.46594627
3 17 4 3-2,2-10,10-9,9-4,4-8,8-17 3471.22194344
3 17 5 3-14,14-13,13-8,8-17 4871.81897691
10 3 0 10-2,2-3 1644.20392941
10 3 1 10-9,9-15,15-3 2364.90167802
10 3 2 10-9,9-2,2-3 2417.28939984
10 3 3 10-2,2-1,1-0,0-3 3363.03611785
10 3 4 10-9,9-8,8-15,15-14,14-3 3355.03493583
10 3 5 10-9,9-4,4-15,15-3 3401.71989472
14 9 0 14-15,15-9 1641.67686155
14 9 1 14-15,15-8,8-9 2224.43877872
14 9 2 14-3,3-15,15-9 2701.57116406
14 9 3 14-3,3-2,2-9 2753.95888587
14 9 4 14-15,15-4,4-9 2678.49507825
14 9 5 14-3,3-2,2-10,10-9 2774.80008652
7 2 0 7-2 3006.27218409
7 2 1 7-3,3-2 3046.79184596
7 2 2 7-3,3-15,15-9,9-2 4762.26867174
7 2 3 7-12,12-13,13-14,14-3,3-2 4915.84608135
7 2 4 7-3,3-0,0-1,1-2 4765.6240344
7 2 5 7-6,6-12,12-13,13-15,15-3,3-2 5118.01545212
6 14 0 6-7,7-3,3-14 2724.69108497
6 14 1 6-7,7-3,3-15,15-14 2950.78261804
6 14 2 6-12,12-13,13-14 2994.37767378
6 14 3 6-12,12-11,11-13,13-14 4203.72299223
6 14 4 6-12,12-13,13-15,15-14 3574.69997275
6 14 5 6-7,7-12,12-13,13-14 3126.47967722
12 2 0 12-7,7-2 3616.83688053
12 2 1 12-6,6-7,7-2 3646.05529298
12 2 2 12-7,7-3,3-2 3657.3565424
12 2 3 12-13,13-15,15-9,9-2 4907.72333344
12 2 4 12-13,13-8,8-9,9-10,10-2 5346.69606399
12 2 5 12-13,13-14,14-3,3-2 4305.2813849
11 10 0 11-13,13-15,15-9,9-10 4536.88814722
11 10 1 11-13,13-14,14-15,15-9,9-10 4590.02872196
11 10 2 11-12,12-7,7-2,2-10 5217.85858585
11 10 3 11-12,12-6,6-7,7-3,3-2,2-10 5287.59666017
11 10 4 11-13,13-8,8-9,9-10 4955.01967713
11 10 5 11-13,13-14,14-3,3-2,2-10 4929.22527585
17 6 0 17-16,16-15,15-3,3-7,7-6 3794.16635711
17 6 1 17-16,16-15,15-13,13-12,12-6 4418.08371182
17 6 2 17-8,8-15,15-3,3-7,7-6 4852.73185103
17 6 3 17-8,8-9,9-2,2-7,7-6 4920.0045478
17 6 4 17-8,8-13,13-12,12-6 5312.01881848
17 6 5 17-16,16-15,15-14,14-13,13-12,12-6 4471.22428656
7 15 0 7-3,3-15 2553.39097324
7 15 1 7-3,3-14,14-15 2960.76231388
7 15 2 7-12,12-13,13-15 3309.41033139
7 15 3 7-2,2-9,9-15 5215.14988259
7 15 4 7-6,6-12,12-11,11-13,13-15 4547.97406229
7 15 5 7-2,2-3,3-15 4785.65889237
14 5 0 14-15,15-8,8-5 1927.11661523
14 5 1 14-15,15-4,4-5 2350.90652747
14 5 2 14-3,3-15,15-8,8-5 2987.01091774
14 5 3 14-13,13-8,8-5 3529.89066387
14 5 4 14-15,15-9,9-4,4-5 2433.10764079
14 5 5 14-3,3-2,2-9,9-8,8-5 3094.80327637
13 3 0 13-14,14-3 1643.9053269
13 3 1 13-15,15-3 1816.85628522
13 3 2 13-14,14-15,15-3 1869.99685996
13 3 3 13-12,12-7,7-3 4045.94501941
13 3 4 13-8,8-9,9-2,2-3 4937.26638634
13 3 5 13-12,12-6,6-7,7-3 4075.16343186
12 13 0 12-13 1524.98226751
12 13 1 12-11,11-13 2734.32758596
12 13 2 12-7,7-3,3-14,14-13 4164.8680788
12 13 3 12-6,6-7,7-2,2-3,3-15,15-13 6599.3053687
12 13 4 12-7,7-3,3-15,15-13 4337.81903713
12 13 5 12-6,6-7,7-3,3-14,14-13 4194.08649125
1 16 0 1-0,0-3,3-15,15-16 3185.23000007
1 16 1 1-2,2-9,9-8,8-17,17-16 3306.17622835
1 16 2 1-2,2-10,10-9,9-8,8-17,17-16 3327.01742899
1 16 3 1-0,0-3,3-14,14-15,15-16 3592.60134071
1 16 4 1-2,2-3,3-15,15-16 3360.95898784
1 16 5 1-2,2-9,9-15,15-16 3790.44997806
16 4 0 16-17,17-8,8-4 1396.36849795
16 4 1 16-17,17-8,8-5,5-4 1409.56231718
16 4 2 16-15,15-4 2436.54566784
16 4 3 16-15,15-9,9-4 2518.74678116
16 4 4 16-15,15-8,8-4 2463.40416483
16 4 5 16-15,15-3,3-2,2-9,9-4 3857.12033855
15 0 0 15-3,3-0 1005.70432391
15 0 1 15-14,14-3,3-0 1413.07566455
15 0 2 15-3,3-2,2-1,1-0 4271.9012811
15 0 3 15-9,9-2,2-1,1-0 4701.39227131
15 0 4 15-13,13-14,14-3,3-0 3180.48010046
15 0 5 15-8,8-9,9-10,10-2,2-3,3-0 4311.58601294
13 16 0 13-15,15-16 1808.15505889
13 16 1 13-14,14-15,15-16 1861.29563362
13 16 2 13-8,8-17,17-16 3753.73713449
13 16 3 13-14,14-3,3-15,15-16 2921.18993613
13 16 4 13-15,15-8,8-17,17-16 3918.36752176
13 16 5 13-15,15-9,9-8,8-17,17-16 3973.77215858
1 5 0 1-2,2-9,9-8,8-5 2172.05725241
1 5 1 1-2,2-9,9-4,4-5 2622.64364114
1 5 2 1-0,0-3,3-15,15-8,8-5 4161.323487
1 5 3 1-2,2-10,10-9,9-4,4-5 2643.48484179
1 5 4 1-0,0-3,3-15,15-16,16-17,17-8,8-5 4362.87120302
1 5 5 1-2,2-9,9-8,8-4,4-5 2622.70566164
0 11 0 0-3,3-14,14-13,13-11 3647.73275257
0 11 1 0-3,3-15,15-13,13-11 3820.6837109
0 11 2 0-1,1-2,2-7,7-12,12-11 7202.56301975
0 11 3 0-3,3-7,7-6,6-12,12-11 4006.10413689
0 11 4 0-3,3-2,2-9,9-15,15-13,13-11 6522.96228211
0 11 5 0-3,3-7,7-12,12-11 3976.88572444
3 6 0 3-7,7-6 1991.0582634
3 6 1 3-7,7-12,12-6 3080.08565286
3 6 2 3-14,14-13,13-12,12-6 3728.01049535
3 6 3 3-2,2-7,7-6 4223.32618253
3 6 4 3-15,15-13,13-11,11-12,12-6 5110.30677213
3 6 5 3-14,14-13,13-12,12-7,7-6 3860.11249879
1 10 0 1-2,2-10 1455.09072701
1 10 1 1-2,2-9,9-10 2228.17619744
1 10 2 1-0,0-3,3-2,2-10 3552.14932024
1 10 3 1-0,0-3,3-15,15-9,9-10 4272.84706886
1 10 4 1-2,2-3,3-14,14-15,15-9,9-10 4855.94739727
1 10 5 1-0,0-3,3-15,15-8,8-9,9-10 4855.60898603
8 6 0 8-15,15-3,3-7,7-6 4222.67524606
8 6 1 8-9,9-15,15-3,3-7,7-6 4278.07988288
8 6 2 8-13,13-12,12-6 4681.9622135
8 6 3 8-4,4-9,9-2,2-7,7-6 4770.86273934
8 6 4 8-9,9-10,10-2,2-7,7-6 4310.78914347
8 6 5 8-15,15-14,14-3,3-7,7-6 4630.0465867
4 1 0 4-9,9-2,2-1 2390.72252691
4 1 1 4-8,8-9,9-2,2-1 2390.78454741
4 1 2 4-15,15-3,3-0,0-1 4353.192285
4 1 3 4-9,9-10,10-2,2-1 2411.56372756
4 1 4 4-5,5-8,8-15,15-3,3-0,0-1 4393.24460123
4 1 5 4-8,8-9,9-10,10-2,2-1 2411.62574805
10 9 0 10-9 396.963335537
10 9 1 10-2,2-9 1391.74241271
10 9 2 10-2,2-3,3-15,15-9 3612.14227189
10 9 3 10-2,2-3,3-14,14-15,15-8,8-9 4602.2755297
10 9 4 10-2,2-3,3-15,15-4,4-9 4648.96048859
10 9 5 10-2,2-3,3-14,14-15,15-9 4019.51361253
9 7 0 9-15,15-3,3-7 3878.33639794
9 7 1 9-2,2-7 3890.20445789
9 7 2 9-10,10-2,2-7 3911.04565853
9 7 3 9-15,15-13,13-12,12-7 4634.35575609
9 7 4 9-8,8-15,15-14,14-3,3-7 4868.46965575
9 7 5 9-2,2-3,3-7 3930.72411976
6 4 0 6-7,7-3,3-15,15-4 4436.30515757
6 4 1 6-7,7-3,3-15,15-8,8-4 4463.16365457
6 4 2 6-12,12-13,13-8,8-4 4922.45062201
6 4 3 6-7,7-2,2-9,9-4 4530.37433084
6 4 4 6-7,7-2,2-10,10-9,9-8,8-5,5-4 4564.47137121
6 4 5 6-7,7-3,3-2,2-9,9-4 4570.89399271
5 4 0 5-4 231.921114229
5 4 1 5-8,8-4 262.249522012
5 4 2 5-8,8-9,9-4 900.35405551
5 4 3 5-8,8-15,15-4 3412.63915477
5 4 4 5-8,8-17,17-16,16-15,15-4 3614.18687079
5 4 5 5-8,8-15,15-9,9-4 3494.84026809
11 4 0 11-13,13-8,8-4 4479.4614731
11 4 1 11-13,13-8,8-5,5-4 4492.65529233
11 4 2 11-12,12-13,13-15,15-4 5594.31117773
11 4 3 11-13,13-14,14-15,15-9,9-4 4752.57505143
11 4 4 11-13,13-15,15-4 4617.23336337
11 4 5 11-13,13-15,15-8,8-4 4644.09186037
10 4 0 10-9,9-4 956.473000546
10 4 1 10-9,9-8,8-4 956.535021039
10 4 2 10-2,2-9,9-4 1951.25207772
10 4 3 10-2,2-3,3-15,15-4 4089.45082358
10 4 4 10-9,9-15,15-8,8-5,5-4 3564.21505285
10 4 5 10-2,2-9,9-8,8-4 1951.31409821
7 1 0 7-3,3-0,0-1 3818.34344629
7 1 1 7-2,2-1 3953.55277219
7 1 2 7-3,3-2,2-1 3994.07243406
7 1 3 7-12,12-13,13-14,14-3,3-0,0-1 5687.39768168
7 1 4 7-3,3-15,15-9,9-2,2-1 5709.54925985
7 1 5 7-6,6-12,12-13,13-15,15-3,3-0,0-1 5889.56705246
6 11 0 6-12,12-11 1652.33446736
6 11 1 6-7,7-12,12-11 1784.4364708
6 11 2 6-12,12-13,13-11 3725.22118801
6 11 3 6-7,7-3,3-14,14-13,13-11 5276.07960984
6 11 4 6-7,7-3,3-15,15-13,13-11 5449.03056817
6 11 5 6-7,7-12,12-13,13-11 3857.32319144
5 17 0 5-8,8-17 651.81771848
5 17 1 5-4,4-8,8-17 1102.46612771
5 17 2 5-8,8-15,15-16,16-17 2770.5003543
5 17 3 5-4,4-9,9-8,8-17 1740.57066121
5 17 4 5-4,4-15,15-16,16-17 3194.29026654
5 17 5 5-8,8-9,9-15,15-16,16-17 2825.90499112
12 7 0 12-7 610.564696446
12 7 1 12-6,6-7 639.783108896
12 7 2 12-13,13-14,14-3,3-7 5079.28564986
12 7 3 12-11,11-13,13-15,15-3,3-7 6461.58192664
12 7 4 12-13,13-15,15-9,9-2,2-7 7913.99551753
12 7 5 12-13,13-14,14-3,3-2,2-7 7311.55356899
11 9 0 11-13,13-15,15-9 4139.92481169
11 9 1 11-13,13-8,8-9 4558.05634159
11 9 2 11-12,12-13,13-15,15-9 5117.00262605
11 9 3 11-13,13-14,14-15,15-8,8-9 4775.82730359
11 9 4 11-13,13-8,8-4,4-9 5038.97113811
11 9 5 11-12,12-13,13-14,14-15,15-9 5170.14320079
17 1 0 17-8,8-9,9-2,2-1 2780.35274388
17 1 1 17-8,8-9,9-10,10-2,2-1 2801.19394452
17 1 2 17-16,16-15,15-3,3-0,0-1 3711.05348454
17 1 3 17-16,16-15,15-14,14-3,3-0,0-1 4118.42482518
17 1 4 17-8,8-4,4-9,9-2,2-1 3261.26754039
17 1 5 17-16,16-15,15-3,3-2,2-1 3886.78247231
15 10 0 15-9,9-10 1721.90876024
15 10 1 15-3,3-2,2-10 2287.19684719
15 10 2 15-8,8-9,9-10 2304.67067741
15 10 3 15-14,14-3,3-2,2-10 2694.56818783
15 10 4 15-4,4-9,9-10 2758.72697693
15 10 5 15-9,9-2,2-10 2716.68783741
14 6 0 14-3,3-7,7-6 2724.69108497
14 6 1 14-15,15-3,3-7,7-6 2950.78261804
14 6 2 14-13,13-12,12-6 2994.37767378
14 6 3 14-13,13-11,11-12,12-6 4203.72299223
14 6 4 14-15,15-13,13-12,12-6 3574.69997275
14 6 5 14-13,13-12,12-7,7-6 3126.47967722
13 6 0 13-12,12-6 2084.10516846
13 6 1 13-12,12-7,7-6 2216.20717189
13 6 2 13-11,11-12,12-6 3293.45048691
13 6 3 13-14,14-3,3-7,7-6 3634.96359029
13 6 4 13-15,15-3,3-2,2-7,7-6 6040.18246775
13 6 5 13-11,11-12,12-7,7-6 3425.55249035
0 5 0 0-3,3-15,15-8,8-5 2616.08950229
0 5 1 0-3,3-15,15-9,9-8,8-5 2671.49413911
0 5 2 0-1,1-2,2-9,9-4,4-5 4167.87762585
0 5 3 0-3,3-2,2-10,10-9,9-8,8-5 2744.72306157
0 5 4 0-3,3-15,15-4,4-5 3039.87941453
0 5 5 0-3,3-14,14-15,15-8,8-5 3023.46084293
15 7 0 15-3,3-7 2553.39097324
15 7 1 15-14,14-3,3-7 2960.76231388
15 7 2 15-13,13-12,12-7 3309.41033139
15 7 3 15-9,9-2,2-7 5215.14988259
15 7 4 15-13,13-11,11-12,12-6,6-7 4547.97406229
15 7 5 15-3,3-2,2-7 4785.65889237
1 0 0 1-0 1545.23398471
1 0 1 1-2,2-3,3-0 2446.38578473
1 0 2 1-2,2-9,9-15,15-3,3-0 4161.86261052
1 0 3 1-2,2-10,10-9,9-8,8-15,15-14,14-3,3-0 5172.83706897
1 0 4 1-2,2-9,9-4,4-15,15-3,3-0 5198.68082721
1 0 5 1-2,2-10,10-9,9-15,15-3,3-0 4182.70381116
0 8 0 0-3,3-15,15-8 2594.32838879
0 8 1 0-3,3-15,15-9,9-8 2649.73302561
0 8 2 0-1,1-2,2-9,9-8 3695.53012361
0 8 3 0-3,3-14,14-15,15-16,16-17,17-8 3203.24744545
0 8 4 0-3,3-2,2-10,10-9,9-4,4-8 3203.87674459
0 8 5 0-3,3-15,15-4,4-5,5-8 3061.64052803
4 11 0 4-8,8-13,13-11 4479.4614731
4 11 1 4-5,5-8,8-13,13-11 4492.65529233
4 11 2 4-15,15-13,13-12,12-11 5594.31117773
4 11 3 4-9,9-15,15-14,14-13,13-11 4752.57505143
4 11 4 4-15,15-13,13-11 4617.23336337
4 11 5 4-8,8-15,15-13,13-11 4644.09186037
3 5 0 3-15,15-8,8-5 2253.37809617
3 5 1 3-2,2-9,9-8,8-5 2361.1704548
3 5 2 3-15,15-4,4-5 2677.1680084
3 5 3 3-14,14-15,15-8,8-5 2660.7494368
3 5 4 3-15,15-9,9-4,4-5 2759.36912172
3 5 5 3-2,2-10,10-9,9-8,8-5 2382.01165545
2 7 0 2-7 3006.27218409
2 7 1 2-3,3-7 3046.79184596
2 7 2 2-9,9-15,15-3,3-7 4762.26867174
2 7 3 2-3,3-14,14-13,13-12,12-7 4915.84608135
2 7 4 2-1,1-0,0-3,3-7 4765.6240344
2 7 5 2-3,3-15,15-13,13-12,12-6,6-7 5118.01545212
9 13 0 9-15,15-13 2498.80879214
9 13 1 9-15,15-14,14-13 2551.94936687
9 13 2 9-8,8-13 2916.94032204
9 13 3 9-4,4-8,8-13 3397.85511856
9 13 4 9-8,8-15,15-13 3081.57070931
9 13 5 9-4,4-5,5-8,8-13 3411.04893779
8 3 0 8-15,15-3 2231.61698266
8 3 1 8-9,9-15,15-3 2287.02161948
8 3 2 8-9,9-2,2-3 2339.4093413
8 3 3 8-17,17-16,16-15,15-14,14-3 2840.53603932
8 3 4 8-4,4-9,9-10,10-2,2-3 2841.16533846
8 3 5 8-5,5-4,4-15,15-3 2698.92912191
5 10 0 5-8,8-9,9-10 737.807726039
5 10 1 5-4,4-9,9-10 1188.39411478
5 10 2 5-8,8-9,9-2,2-10 1732.58680321
5 10 3 5-4,4-15,15-9,9-10 3756.08385085
5 10 4 5-8,8-15,15-3,3-2,2-10 3897.58202558
5 10 5 5-4,4-9,9-2,2-10 2183.17319195
4 6 0 4-15,15-3,3-7,7-6 4436.30515757
4 6 1 4-8,8-15,15-3,3-7,7-6 4463.16365457
4 6 2 4-15,15-13,13-12,12-6 5060.22251228
4 6 3 4-9,9-2,2-7,7-6 4530.37433084
4 6 4 4-5,5-8,8-9,9-10,10-2,2-7,7-6 4564.47137121
4 6 5 4-9,9-2,2-3,3-7,7-6 4570.89399271
9 2 0 9-2 883.932273801
9 2 1 9-10,10-2 904.773474447
9 2 2 9-15,15-3,3-2 3104.33213299
9 2 3 9-8,8-15,15-14,14-3,3-2 4094.46539079
9 2 4 9-4,4-15,15-3,3-2 4141.15034968
9 2 5 9-15,15-14,14-3,3-2 3511.70347362
15 16 0 15-16 634.291691451
15 16 1 15-8,8-17,17-16 2744.50415432
15 16 2 15-9,9-8,8-17,17-16 2799.90879114
15 16 3 15-4,4-8,8-17,17-16 3198.62247434
15 16 4 15-3,3-2,2-9,9-4,4-5,5-8,8-17,17-16 4632.39096428
15 16 5 15-14,14-3,3-2,2-10,10-9,9-8,8-17,17-16 4566.49488981
6 1 0 6-7,7-3,3-0,0-1 3899.00365423
6 1 1 6-7,7-2,2-1 4034.21298013
6 1 2 6-12,12-7,7-3,3-0,0-1 4988.03104369
6 1 3 6-12,12-13,13-14,14-3,3-2,2-1 5811.68487396
6 1 4 6-12,12-7,7-2,2-1 5123.24036959
6 1 5 6-7,7-3,3-15,15-9,9-2,2-1 5790.20946779
5 7 0 5-8,8-15,15-3,3-7 4163.77615162
5 7 1 5-8,8-9,9-2,2-7 4231.04884839
5 7 2 5-4,4-15,15-3,3-7 4587.56606386
5 7 3 5-8,8-13,13-12,12-7 4755.1651225
5 7 4 5-4,4-9,9-2,2-7 4681.63523713
5 7 5 5-8,8-9,9-10,10-2,2-7 4251.89004903
4 17 0 4-8,8-17 870.54501348
4 17 1 4-5,5-8,8-17 883.738832709
4 17 2 4-15,15-16,16-17 2962.36915231
4 17 3 4-9,9-8,8-17 1508.64954698
4 17 4 4-8,8-15,15-16,16-17 2989.2276493
4 17 5 4-9,9-15,15-16,16-17 3044.57026563
11 3 0 11-13,13-14,14-3 3285.02134645
11 3 1 11-13,13-15,15-3 3457.97230477
11 3 2 11-12,12-7,7-3 3614.17431831
11 3 3 11-12,12-6,6-7,7-2,2-3 5875.66064989
11 3 4 11-13,13-14,14-15,15-3 3511.11287951
11 3 5 11-12,12-6,6-7,7-3 3643.39273076
14 8 0 14-15,15-8 1905.35550173
14 8 1 14-15,15-9,9-8 1960.76013855
14 8 2 14-3,3-15,15-8 2965.24980423
14 8 3 14-13,13-8 3508.12955037
14 8 4 14-15,15-16,16-17,17-8 2106.90321775
14 8 5 14-3,3-2,2-9,9-8 3073.04216287
7 4 0 7-3,3-15,15-4 4355.64494963
7 4 1 7-3,3-15,15-8,8-4 4382.50344662
7 4 2 7-2,2-9,9-4 4449.7141229
7 4 3 7-2,2-10,10-9,9-8,8-5,5-4 4483.81116326
7 4 4 7-3,3-2,2-9,9-4 4490.23378477
7 4 5 7-2,2-9,9-8,8-4 4449.77614339
14 12 0 14-13,13-12 2435.25477283
14 12 1 14-15,15-13,13-12 3015.57707179
14 12 2 14-3,3-7,7-12 3254.59557348
14 12 3 14-13,13-11,11-12 3644.60009128
14 12 4 14-3,3-2,2-7,7-6,6-12 5516.08190505
14 12 5 14-15,15-3,3-7,7-12 3480.68710654
12 4 0 12-13,13-8,8-4 4363.32772105
12 4 1 12-13,13-8,8-5,5-4 4376.52154028
12 4 2 12-11,11-13,13-15,15-4 5710.44492978
12 4 3 12-13,13-14,14-15,15-9,9-4 4636.44129939
12 4 4 12-13,13-15,15-4 4501.09961133
12 4 5 12-13,13-15,15-8,8-4 4527.95810832
17 12 0 17-16,16-15,15-13,13-12 3858.96081086
17 12 1 17-16,16-15,15-3,3-7,7-12 4324.07084561
17 12 2 17-8,8-13,13-12 4752.89591752
17 12 3 17-8,8-15,15-14,14-13,13-12 4970.66687953
17 12 4 17-16,16-15,15-13,13-11,11-12 5068.30612932
17 12 5 17-8,8-9,9-15,15-13,13-12 4972.93094161
7 17 0 7-3,3-15,15-16,16-17 3713.50614916
7 17 1 7-12,12-13,13-15,15-16,16-17 4469.52550731
7 17 2 7-3,3-15,15-8,8-17 4772.07164309
7 17 3 7-2,2-9,9-8,8-17 4839.34433986
7 17 4 7-2,2-10,10-9,9-8,8-17 4860.1855405
7 17 5 7-6,6-12,12-13,13-14,14-15,15-16,16-17 4551.8844945
14 3 0 14-3 733.632821572
14 3 1 14-15,15-3 959.724354637
14 3 2 14-13,13-15,15-3 2727.12879054
14 3 3 14-15,15-9,9-2,2-3 3662.00292585
14 3 4 14-15,15-8,8-9,9-10,10-2,2-3 4265.60604367
14 3 5 14-15,15-4,4-9,9-2,2-3 4698.82114255
13 9 0 13-15,15-9 2498.80879214
13 9 1 13-14,14-15,15-9 2551.94936687
13 9 2 13-8,8-9 2916.94032204
13 9 3 13-8,8-4,4-9 3397.85511856
13 9 4 13-15,15-8,8-9 3081.57070931
13 9 5 13-8,8-5,5-4,4-9 3411.04893779
0 2 0 0-3,3-2 1499.10519663
0 2 1 0-1,1-2 2492.51457281
0 2 2 0-3,3-15,15-9,9-2 3214.58202241
0 2 3 0-3,3-14,14-15,15-8,8-9,9-10,10-2 4225.55648087
0 2 4 0-3,3-15,15-4,4-9,9-2 4251.40023911
0 2 5 0-3,3-15,15-9,9-10,10-2 3235.42322306
17 7 0 17-16,16-15,15-3,3-7 3713.50614916
17 7 1 17-16,16-15,15-13,13-12,12-7 4469.52550731
17 7 2 17-8,8-15,15-3,3-7 4772.07164309
17 7 3 17-8,8-9,9-2,2-7 4839.34433986
17 7 4 17-8,8-9,9-10,10-2,2-7 4860.1855405
17 7 5 17-16,16-15,15-14,14-13,13-12,12-6,6-7 4551.8844945
3 15 0 3-15 642.992917786
3 15 1 3-14,14-15 1050.36425842
3 15 2 3-14,14-13,13-15 2817.76869433
3 15 3 3-2,2-9,9-15 3345.271489
3 15 4 3-2,2-10,10-9,9-8,8-15 3948.87460682
3 15 5 3-2,2-9,9-4,4-15 4382.08970569
1 3 0 1-0,0-3 1907.94539083
1 3 1 1-2,2-3 2083.6743786
1 3 2 1-2,2-9,9-15,15-3 3799.15120439
1 3 3 1-2,2-10,10-9,9-8,8-15,15-14,14-3 4810.12566285
1 3 4 1-2,2-9,9-4,4-15,15-3 4835.96942109
1 3 5 1-2,2-10,10-9,9-15,15-3 3819.99240504
8 13 0 8-13 2597.85704504
8 13 1 8-15,15-13 2762.48743231
8 13 2 8-15,15-14,14-13 2815.62800705
8 13 3 8-9,9-15,15-13 2817.89206913
8 13 4 8-17,17-16,16-15,15-13 2964.03514833
8 13 5 8-4,4-15,15-14,14-13 3269.74632707
4 8 0 4-8 240.488408506
4 8 1 4-5,5-8 253.682227735
4 8 2 4-9,9-8 878.592942004
4 8 3 4-15,15-8 3390.87804126
4 8 4 4-15,15-16,16-17,17-8 3592.42575728
4 8 5 4-9,9-15,15-8 3473.07915458
3 0 0 3-0 362.711406127
3 0 1 3-2,2-1,1-0 3628.90836331
3 0 2 3-15,15-9,9-2,2-1,1-0 5344.3851891
3 0 3 3-14,14-15,15-8,8-9,9-10,10-2,2-1,1-0 6355.35964755
3 0 4 3-15,15-4,4-9,9-2,2-1,1-0 6381.20340579
3 0 5 3-15,15-9,9-10,10-2,2-1,1-0 5365.22638974
2 8 0 2-9,9-8 1203.0155508
2 8 1 2-10,10-9,9-8 1223.85675144
2 8 2 2-9,9-4,4-8 1683.93034732
2 8 3 2-3,3-15,15-8 3368.01077316
2 8 4 2-3,3-15,15-16,16-17,17-8 3569.55848918
2 8 5 2-9,9-4,4-5,5-8 1697.12416654
9 8 0 9-8 319.083276995
9 8 1 9-4,4-8 799.998073515
9 8 2 9-4,4-5,5-8 813.191892744
