s t k edges
2 16 3 2-1,1-6,6-13,13-16 17381.8319211
2 16 4 2-14,14-13,13-12,12-8,8-16 11232.6871081
2 16 5 2-14,14-17,17-16 12583.342355
3 13 0 3-0,0-11,11-2,2-14,14-13 9984.66940865
3 13 1 3-7,7-6,6-13 13277.455746
3 13 2 3-0,0-11,11-2,2-14,14-15,15-8,8-12,12-13 13829.4937876
3 13 3 3-0,0-11,11-2,2-10,10-18,18-17,17-16,16-13 14976.2819013
3 13 4 3-0,0-11,11-2,2-14,14-9,9-16,16-13 14132.9527722
3 13 5 3-0,0-11,11-2,2-14,14-15,15-16,16-13 14132.9527722
1 13 0 1-2,2-14,14-13 11019.885047
1 13 1 1-6,6-13 11300.793209
1 13 2 1-6,6-14,14-13 13746.8448007
1 13 3 1-2,2-14,14-15,15-8,8-12,12-13 14864.709426
1 13 4 1-2,2-14,14-9,9-16,16-13 15168.1684106
1 13 5 1-2,2-14,14-15,15-16,16-13 15168.1684106
4 14 0 4-6,6-14 10082.138288
4 14 1 4-13,13-14 10807.3653877
4 14 2 4-5,5-7,7-6,6-14 10824.8866215
4 14 3 4-13,13-12,12-8,8-15,15-14 14652.1897667
4 14 4 4-6,6-13,13-14 12681.8257487
4 14 5 4-13,13-16,16-9,9-14 14955.6487513
2 10 0 2-10 713.364967112
2 10 1 2-14,14-17,17-18,18-10 16643.2223805
2 10 2 2-14,14-9,9-16,16-17,17-18,18-10 18304.223559
2 10 3 2-1,1-6,6-14,14-17,17-18,18-10 25753.5479282
2 10 4 2-14,14-15,15-16,16-17,17-18,18-10 18304.223559
2 10 5 2-14,14-13,13-16,16-17,17-18,18-10 19934.6518256
5 15 0 5-7,7-6,6-14,14-15 12704.0147829
5 15 1 5-7,7-6,6-14,14-9,9-15 12704.0147829
5 15 2 5-4,4-13,13-12,12-8,8-15 12773.0616053
5 15 3 5-4,4-13,13-16,16-15 13076.52059
5 15 4 5-4,4-6,6-14,14-15 13124.6339358
5 15 5 5-7,7-6,6-13,13-16,16-15 14530.3617979
6 12 0 6-13,13-12 7306.44994546
6 12 1 6-14,14-13,13-12 9752.50153713
6 12 2 6-14,14-15,15-8,8-12 11384.6033367
6 12 3 6-13,13-16,16-8,8-12 11387.5681392
6 12 4 6-4,4-13,13-12 13349.724718
6 12 5 6-14,14-9,9-15,15-8,8-12 11384.6033367
17 4 0 17-16,16-13,13-4 13752.4585941
17 4 1 17-16,16-8,8-12,12-13,13-4 14267.5877371
17 4 2 17-14,14-6,6-4 14781.5411016
17 4 3 17-14,14-6,6-7,7-5,5-4 15524.2894351
17 4 4 17-14,14-13,13-4 15506.7682014
17 4 5 17-16,16-13,13-6,6-4 15626.9189551
7 9 0 7-6,6-14,14-9 8584.08262588
7 9 1 7-6,6-14,14-15,15-9 8584.08262588
7 9 2 7-5,5-4,4-13,13-16,16-9 17196.452747
7 9 3 7-6,6-13,13-12,12-8,8-15,15-9 10106.9706563
7 9 4 7-6,6-13,13-14,14-9 11183.7700865
7 9 5 7-6,6-13,13-16,16-9 10410.4296409
18 3 0 18-10,10-2,2-11,11-0,0-3 5594.47479488
18 3 1 18-17,17-14,14-2,2-11,11-0,0-3 16075.0470699
18 3 2 18-10,10-2,2-1,1-6,6-7,7-3 18807.7620768
18 3 3 18-17,17-14,14-6,6-7,7-3 21813.884999
18 3 4 18-17,17-16,16-15,15-14,14-2,2-11,11-0,0-3 17736.0482485
18 3 5 18-10,10-2,2-14,14-6,6-7,7-3 21943.9779716
11 6 0 11-2,2-1,1-6 8292.38745028
11 6 1 11-0,0-3,3-7,7-6 9233.83434885
11 6 2 11-2,2-14,14-6 11428.6033452
11 6 3 11-2,2-14,14-13,13-6 14028.2908058
11 6 4 11-0,0-3,3-7,7-5,5-4,4-6 17894.3178158
11 6 5 11-2,2-10,10-18,18-17,17-14,14-6 18174.525445
14 17 0 14-17 4699.40281362
14 17 1 14-9,9-16,16-17 6360.40399221
14 17 2 14-15,15-16,16-17 6360.40399221
14 17 3 14-2,2-10,10-18,18-17 12657.1845339
14 17 4 14-13,13-16,16-17 7990.83225873
14 17 5 14-9,9-15,15-8,8-16,16-17 6992.34697357
12 1 0 12-13,13-14,14-2,2-1 12126.2463367
12 1 1 12-13,13-6,6-1 12407.1544987
12 1 2 12-8,8-15,15-14,14-2,2-1 13758.3481363
12 1 3 12-8,8-16,16-17,17-18,18-10,10-2,2-1 15420.265393
12 1 4 12-13,13-14,14-6,6-1 14853.2060904
12 1 5 12-8,8-15,15-9,9-14,14-2,2-1 13758.3481363
10 17 0 10-18,18-17 6638.48694297
10 17 1 10-2,2-14,14-17 10718.1004046
10 17 2 10-2,2-14,14-9,9-16,16-17 12379.1015832
10 17 3 10-2,2-1,1-6,6-14,14-17 19828.4259523
10 17 4 10-2,2-14,14-15,15-16,16-17 12379.1015832
10 17 5 10-2,2-14,14-13,13-16,16-17 14009.5298497
13 4 0 13-4 8284.49586159
13 4 1 13-6,6-4 10158.9562225
13 4 2 13-6,6-7,7-5,5-4 10901.704556
13 4 3 13-14,14-6,6-4 12605.0078142
13 4 4 13-12,12-8,8-15,15-14,14-6,6-4 16449.8321931
13 4 5 13-16,16-9,9-14,14-6,6-4 16753.2911777
0 7 0 0-3,3-7 7077.36709023
0 7 1 0-11,11-2,2-1,1-6,6-7 10448.8547089
0 7 2 0-11,11-2,2-14,14-6,6-7 13585.0706038
0 7 3 0-11,11-2,2-1,1-6,6-4,4-5,5-7 19109.3381758
0 7 4 0-11,11-2,2-14,14-13,13-6,6-7 16184.7580644
0 7 5 0-11,11-2,2-10,10-18,18-17,17-14,14-6,6-7 20330.9927036
1 6 0 1-6 5100.70455327
1 6 1 1-2,2-11,11-0,0-3,3-7,7-6 12425.5172459
1 6 2 1-2,2-14,14-6 14620.2862422
1 6 3 1-2,2-14,14-13,13-6 17219.9737028
1 6 4 1-2,2-10,10-18,18-17,17-14,14-6 21366.208342
1 6 5 1-2,2-14,14-15,15-8,8-12,12-13,13-6 21064.7980817
2 5 0 2-1,1-6,6-7,7-5 12412.3196073
2 5 1 2-1,1-6,6-4,4-5 12832.9387602
2 5 2 2-11,11-0,0-3,3-7,7-5 13353.7665059
2 5 3 2-14,14-13,13-4,4-5 16694.3817548
2 5 4 2-14,14-6,6-7,7-5 15548.5355022
2 5 5 2-14,14-15,15-8,8-12,12-13,13-4,4-5 20539.2061338
5 8 0 5-4,4-13,13-12,12-8 11545.3990083
5 8 1 5-4,4-13,13-16,16-8 12480.8009743
5 8 2 5-7,7-6,6-13,13-12,12-8 12999.2402163
5 8 3 5-7,7-6,6-14,14-15,15-8 13931.6773798
5 8 4 5-4,4-6,6-14,14-9,9-15,15-8 14352.2965328
5 8 5 5-7,7-6,6-13,13-16,16-8 13934.6421823
6 7 0 6-7 0.0
6 7 1 6-4,4-5,5-7 8660.48346694
6 7 2 6-1,1-2,2-11,11-0,0-3,3-7 17526.2217991
6 7 3 6-13,13-4,4-5,5-7 19186.2004176
6 7 4 6-14,14-2,2-11,11-0,0-3,3-7 20662.437694
6 7 5 6-14,14-13,13-4,4-5,5-7 21632.2520093
7 6 0 7-6 0.0
7 6 1 7-5,5-4,4-6 8660.48346694
7 6 2 7-3,3-0,0-11,11-2,2-1,1-6 17526.2217991
7 6 3 7-5,5-4,4-13,13-6 19186.2004176
7 6 4 7-3,3-0,0-11,11-2,2-14,14-6 20662.437694
7 6 5 7-5,5-4,4-13,13-14,14-6 21632.2520093
5 18 0 5-7,7-6,6-1,1-2,2-10,10-18 15850.3271435
5 18 1 5-4,4-6,6-1,1-2,2-10,10-18 16270.9462965
5 18 2 5-4,4-13,13-16,16-17,17-18 18247.9867112
5 18 3 5-7,7-6,6-14,14-17,17-18 18856.4500657
5 18 4 5-7,7-3,3-0,0-11,11-2,2-10,10-18 16791.7740421
5 18 5 5-4,4-13,13-12,12-8,8-16,16-17,17-18 18763.1158542
8 2 0 8-15,15-14,14-2 8993.80712541
8 2 1 8-15,15-9,9-14,14-2 8993.80712541
8 2 2 8-16,16-17,17-18,18-10,10-2 10655.7243821
8 2 3 8-12,12-13,13-14,14-2 10507.4215536
8 2 4 8-16,16-15,15-14,14-2 9812.39525305
8 2 5 8-16,16-9,9-14,14-2 9812.39525305
9 3 0 9-14,14-2,2-11,11-0,0-3 9922.61178707
9 3 1 9-15,15-14,14-2,2-11,11-0,0-3 9922.61178707
9 3 2 9-14,14-6,6-7,7-3 15661.4497161
9 3 3 9-15,15-14,14-6,6-7,7-3 15661.4497161
9 3 4 9-16,16-17,17-18,18-10,10-2,2-11,11-0,0-3 13407.9112563
9 3 5 9-16,16-13,13-14,14-2,2-11,11-0,0-3 14195.0103938
14 2 0 14-2 5305.33262386
14 2 1 14-17,17-18,18-10,10-2 12051.2547237
14 2 2 14-9,9-16,16-17,17-18,18-10,10-2 13712.2559023
14 2 3 14-6,6-1,1-2 14415.6581716
14 2 4 14-6,6-7,7-3,3-0,0-11,11-2 15357.1050701
14 2 5 14-13,13-6,6-1,1-2 17015.3456322
3 1 0 3-0,0-11,11-2,2-1 5348.15015563
3 1 1 3-7,7-6,6-1 12178.0716435
3 1 2 3-0,0-11,11-2,2-14,14-6,6-1 18685.775157
3 1 3 3-7,7-5,5-4,4-6,6-1 20838.5551104
3 1 4 3-7,7-6,6-13,13-14,14-2,2-1 24297.340793
3 1 5 3-7,7-6,6-14,14-2,2-1 21697.6533324
16 13 0 16-13 2889.35581504
16 13 1 16-8,8-12,12-13 3404.48495803
16 13 2 16-15,15-8,8-12,12-13 5227.8671706
16 13 3 16-9,9-14,14-13 6304.66660085
16 13 4 16-17,17-14,14-13 9800.8792573
16 13 5 16-15,15-14,14-6,6-13 16105.1564518
6 16 0 6-13,13-16 9089.44447082
6 16 1 6-13,13-12,12-8,8-16 9604.57361381
6 16 2 6-14,14-15,15-16 9905.06779598
6 16 3 6-14,14-9,9-16 9905.06779598
6 16 4 6-14,14-13,13-16 11535.4960625
6 16 5 6-14,14-15,15-9,9-16 9905.06779598
17 8 0 17-16,16-8 3303.87247202
17 8 1 17-16,16-15,15-8 5127.25468459
17 8 2 17-14,14-15,15-8 8387.87731517
17 8 3 17-14,14-13,13-12,12-8 9901.49174332
17 8 4 17-14,14-9,9-16,16-8 9206.46544281
17 8 5 17-16,16-13,13-12,12-8 8147.1821361
18 15 0 18-17,17-16,16-15 7813.43646146
18 15 1 18-17,17-16,16-9,9-15 7813.43646146
18 15 2 18-10,10-2,2-14,14-15 11204.1520647
18 15 3 18-17,17-14,14-15 11074.059092
18 15 4 18-10,10-2,2-14,14-9,9-15 11204.1520647
18 15 5 18-17,17-16,16-8,8-15 8445.37944281
8 9 0 8-15,15-9 1227.66259696
8 9 1 8-16,16-9 2046.2507246
8 9 2 8-16,16-15,15-9 2046.2507246
8 9 3 8-12,12-13,13-14,14-9 7662.90083428
8 9 4 8-15,15-14,14-9 6149.28640613
8 9 5 8-12,12-13,13-16,16-9 6889.56038868
9 4 0 9-15,15-8,8-12,12-13,13-4 12191.3778621
9 4 1 9-16,16-13,13-4 12494.8368467
9 4 2 9-14,14-6,6-4 12542.9501926
9 4 3 9-14,14-6,6-7,7-5,5-4 13285.6985261
9 4 4 9-15,15-14,14-13,13-4 13268.1772923
9 4 5 9-16,16-13,13-6,6-4 14369.2972076
10 3 0 10-2,2-11,11-0,0-3 2869.83222573
10 3 1 10-2,2-1,1-6,6-7,7-3 16083.1195076
10 3 2 10-18,18-17,17-14,14-2,2-11,11-0,0-3 18799.6896391
10 3 3 10-2,2-14,14-6,6-7,7-3 19219.3354025
10 3 4 10-18,18-17,17-14,14-6,6-7,7-3 24538.5275681
10 3 5 10-2,2-14,14-13,13-6,6-7,7-3 21819.0228631
11 10 0 11-2,2-10 713.364967112
11 10 1 11-2,2-14,14-17,17-18,18-10 16643.2223805
11 10 2 11-0,0-3,3-7,7-6,6-1,1-2,2-10 18239.5867662
11 10 3 11-2,2-14,14-9,9-16,16-17,17-18,18-10 18304.223559
11 10 4 11-0,0-3,3-7,7-6,6-14,14-2,2-10 21375.8026611
11 10 5 11-2,2-14,14-15,15-16,16-17,17-18,18-10 18304.223559
14 5 0 14-6,6-7,7-5 10243.2028783
14 5 1 14-6,6-4,4-5 10663.8220312
14 5 2 14-13,13-4,4-5 11389.049131
14 5 3 14-13,13-6,6-7,7-5 12842.8903389
14 5 4 14-15,15-8,8-12,12-13,13-4,4-5 15233.8735099
14 5 5 14-9,9-15,15-16,16-13,13-4,4-5 15537.3324945
12 13 0 12-13 1106.36128968
12 13 1 12-8,8-16,16-13 5187.4794834
12 13 2 12-8,8-15,15-16,16-13 7010.86169596
12 13 3 12-8,8-15,15-14,14-13 7784.20214157
12 13 4 12-8,8-16,16-9,9-14,14-13 8602.79026921
12 13 5 12-8,8-16,16-17,17-14,14-13 12099.0029257
1 16 0 1-2,2-14,14-15,15-16 12278.8125956
1 16 1 1-2,2-14,14-9,9-16 12278.8125956
1 16 2 1-6,6-13,13-16 14190.1490241
1 16 3 1-2,2-10,10-18,18-17,17-16 13122.1417246
1 16 4 1-6,6-13,13-12,12-8,8-16 14705.2781671
1 16 5 1-6,6-14,14-15,15-16 15005.7723492
15 0 0 15-14,14-2,2-11,11-0 9922.61178707
15 0 1 15-9,9-14,14-2,2-11,11-0 9922.61178707
15 0 2 15-14,14-6,6-7,7-3,3-0 15661.4497161
15 0 3 15-16,16-17,17-18,18-10,10-2,2-11,11-0 13407.9112563
15 0 4 15-9,9-14,14-6,6-7,7-3,3-0 15661.4497161
15 0 5 15-8,8-12,12-13,13-14,14-2,2-11,11-0 13891.5514091
13 16 0 13-16 2889.35581504
13 16 1 13-12,12-8,8-16 3404.48495803
13 16 2 13-12,12-8,8-15,15-16 5227.8671706
13 16 3 13-14,14-9,9-16 6304.66660085
13 16 4 13-14,14-17,17-16 9800.8792573
13 16 5 13-6,6-14,14-15,15-16 16105.1564518
0 11 0 0-11 2156.46725862
0 11 1 0-3,3-7,7-6,6-1,1-2,2-11 15369.7545405
0 11 2 0-3,3-7,7-6,6-14,14-2,2-11 18505.9704354
0 11 3 0-3,3-7,7-5,5-4,4-6,6-1,1-2,2-11 24030.2380075
0 11 4 0-3,3-7,7-6,6-13,13-14,14-2,2-11 21105.657896
0 11 5 0-3,3-7,7-6,6-14,14-17,17-18,18-10,10-2,2-11 25251.8925352
3 6 0 3-7,7-6 7077.36709023
3 6 1 3-0,0-11,11-2,2-1,1-6 10448.8547089
3 6 2 3-0,0-11,11-2,2-14,14-6 13585.0706038
3 6 3 3-7,7-5,5-4,4-6 15737.8505572
3 6 4 3-0,0-11,11-2,2-14,14-13,13-6 16184.7580644
3 6 5 3-0,0-11,11-2,2-10,10-18,18-17,17-14,14-6 20330.9927036
1 10 0 1-2,2-10 3905.04786412
1 10 1 1-6,6-7,7-3,3-0,0-11,11-2,2-10 15047.9038692
1 10 2 1-2,2-14,14-17,17-18,18-10 19834.9052775
1 10 3 1-6,6-13,13-16,16-17,17-18,18-10 23407.2428846
1 10 4 1-6,6-14,14-2,2-10 17242.6728655
1 10 5 1-6,6-13,13-14,14-2,2-10 19842.3603262
4 1 0 4-6,6-1 9059.57211998
4 1 1 4-5,5-7,7-6,6-1 9802.3204535
4 1 2 4-6,6-7,7-3,3-0,0-11,11-2,2-1 16384.3848126
4 1 3 4-13,13-14,14-2,2-1 19304.3809086
4 1 4 4-13,13-6,6-1 19585.2890706
4 1 5 4-6,6-14,14-2,2-1 18579.1538089
5 4 0 5-4 581.683743224
5 4 1 5-7,7-6,6-4 8078.79972372
5 4 2 5-7,7-6,6-13,13-4 18604.5166744
5 4 3 5-7,7-3,3-0,0-11,11-2,2-1,1-6,6-4 25605.0215228
5 4 4 5-7,7-6,6-14,14-13,13-4 21050.568266
5 4 5 5-7,7-6,6-14,14-15,15-8,8-12,12-13,13-4 24895.392645
16 4 0 16-13,13-4 11173.8516766
16 4 1 16-8,8-12,12-13,13-4 11688.9808196
16 4 2 16-13,13-6,6-4 13048.3120375
16 4 3 16-15,15-14,14-6,6-4 13863.9353627
16 4 4 16-13,13-6,6-7,7-5,5-4 13791.060371
16 4 5 16-9,9-14,14-6,6-4 13863.9353627
6 11 0 6-1,1-2,2-11 8292.38745028
6 11 1 6-7,7-3,3-0,0-11 9233.83434885
6 11 2 6-14,14-2,2-11 11428.6033452
6 11 3 6-13,13-14,14-2,2-11 14028.2908058
6 11 4 6-4,4-5,5-7,7-3,3-0,0-11 17894.3178158
6 11 5 6-14,14-17,17-18,18-10,10-2,2-11 18174.525445
17 1 0 17-18,18-10,10-2,2-1 10543.5348071
17 1 1 17-14,14-2,2-1 13196.4183345
17 1 2 17-14,14-6,6-1 15923.3780882
17 1 3 17-16,16-13,13-6,6-1 16768.7559416
17 1 4 17-16,16-15,15-14,14-2,2-1 14857.4195131
17 1 5 17-16,16-8,8-12,12-13,13-6,6-1 17283.8850846
7 18 0 7-6,6-1,1-2,2-10,10-18 11730.3949865
7 18 1 7-3,3-0,0-11,11-2,2-10,10-18 12671.8418851
7 18 2 7-6,6-14,14-17,17-18 14736.5179087
7 18 3 7-6,6-13,13-16,16-17,17-18 15581.8957622
7 18 4 7-6,6-13,13-12,12-8,8-16,16-17,17-18 16097.0249052
7 18 5 7-6,6-14,14-2,2-10,10-18 14866.6108814
18 6 0 18-10,10-2,2-1,1-6 11730.3949865
18 6 1 18-10,10-2,2-11,11-0,0-3,3-7,7-6 12671.8418851
18 6 2 18-17,17-14,14-6 14736.5179087
18 6 3 18-17,17-16,16-13,13-6 15581.8957622
18 6 4 18-17,17-16,16-8,8-12,12-13,13-6 16097.0249052
18 6 5 18-10,10-2,2-14,14-6 14866.6108814
9 13 0 9-15,15-8,8-12,12-13 3906.8820005
9 13 1 9-16,16-13 4210.34098514
9 13 2 9-15,15-16,16-13 4210.34098514
9 13 3 9-14,14-13 4983.68143075
9 13 4 9-16,16-8,8-12,12-13 4725.47012814
9 13 5 9-15,15-14,14-13 4983.68143075
11 3 0 11-0,0-3 2156.46725862
11 3 1 11-2,2-1,1-6,6-7,7-3 15369.7545405
11 3 2 11-2,2-14,14-6,6-7,7-3 18505.9704354
11 3 3 11-2,2-1,1-6,6-4,4-5,5-7,7-3 24030.2380075
11 3 4 11-2,2-14,14-13,13-6,6-7,7-3 21105.657896
11 3 5 11-2,2-10,10-18,18-17,17-14,14-6,6-7,7-3 25251.8925352
14 12 0 14-13,13-12 3629.23081584
14 12 1 14-15,15-8,8-12 5261.3326154
14 12 2 14-9,9-15,15-8,8-12 5261.3326154
14 12 3 14-15,15-16,16-13,13-12 7777.51417941
14 12 4 14-9,9-16,16-8,8-12 6079.92074304
14 12 5 14-13,13-16,16-8,8-12 7710.34900956
12 4 0 12-13,13-4 9390.85715127
12 4 1 12-13,13-6,6-4 11265.3175122
12 4 2 12-8,8-16,16-13,13-4 13471.975345
12 4 3 12-8,8-15,15-14,14-6,6-7,7-5,5-4 16086.2192369
12 4 4 12-13,13-14,14-6,6-4 13711.3691038
12 4 5 12-8,8-15,15-16,16-13,13-4 15295.3575575
15 9 0 15-9 0.0
15 9 1 15-16,16-9 2641.97034021
15 9 2 15-8,8-16,16-9 3273.91332156
15 9 3 15-14,14-9 4921.62380917
15 9 4 15-8,8-12,12-13,13-14,14-9 8890.56343125
15 9 5 15-14,14-17,17-16,16-9 11059.8068058
13 9 0 13-12,12-8,8-15,15-9 3906.8820005
13 9 1 13-16,16-9 4210.34098514
13 9 2 13-16,16-15,15-9 4210.34098514
13 9 3 13-14,14-9 4983.68143075
13 9 4 13-12,12-8,8-16,16-9 4725.47012814
13 9 5 13-14,14-15,15-9 4983.68143075
0 2 0 0-11,11-2 2156.46725862
0 2 1 0-3,3-7,7-6,6-1,1-2 15369.7545405
0 2 2 0-3,3-7,7-6,6-14,14-2 18505.9704354
0 2 3 0-3,3-7,7-5,5-4,4-6,6-1,1-2 24030.2380075
0 2 4 0-3,3-7,7-6,6-13,13-14,14-2 21105.657896
0 2 5 0-3,3-7,7-6,6-14,14-17,17-18,18-10,10-2 25251.8925352
3 15 0 3-0,0-11,11-2,2-14,14-15 9922.61178707
3 15 1 3-0,0-11,11-2,2-14,14-9,9-15 9922.61178707
3 15 2 3-7,7-6,6-14,14-15 15661.4497161
3 15 3 3-7,7-6,6-14,14-9,9-15 15661.4497161
3 15 4 3-0,0-11,11-2,2-10,10-18,18-17,17-16,16-15 13407.9112563
3 15 5 3-0,0-11,11-2,2-14,14-13,13-12,12-8,8-15 13891.5514091
1 3 0 1-2,2-11,11-0,0-3 5348.15015563
1 3 1 1-6,6-7,7-3 12178.0716435
1 3 2 1-6,6-14,14-2,2-11,11-0,0-3 18685.775157
1 3 3 1-6,6-4,4-5,5-7,7-3 20838.5551104
1 3 4 1-2,2-14,14-13,13-6,6-7,7-3 24297.340793
1 3 5 1-2,2-14,14-6,6-7,7-3 21697.6533324
4 8 0 4-13,13-12,12-8 10963.7152651
4 8 1 4-13,13-16,16-8 11899.1172311
4 8 2 4-6,6-13,13-12,12-8 12838.175626
4 8 3 4-5,5-7,7-6,6-14,14-15,15-8 14513.3611231
4 8 4 4-6,6-14,14-9,9-15,15-8 13770.6127896
4 8 5 4-13,13-16,16-15,15-8 13722.4994437
2 8 0 2-14,14-15,15-8 8993.80712541
2 8 1 2-14,14-9,9-15,15-8 8993.80712541
2 8 2 2-10,10-18,18-17,17-16,16-8 10655.7243821
2 8 3 2-1,1-6,6-13,13-12,12-8 17171.6955096
2 8 4 2-14,14-13,13-16,16-8 11442.8235196
2 8 5 2-14,14-15,15-16,16-8 9812.39525305
5 13 0 5-4,4-13 8866.17960481
5 13 1 5-7,7-6,6-13 10320.0208128
5 13 2 5-4,4-6,6-13 10740.6399657
5 13 3 5-7,7-6,6-14,14-13 12766.0724045
5 13 4 5-4,4-6,6-14,14-15,15-8,8-12,12-13 17031.5159363
5 13 5 5-7,7-6,6-14,14-9,9-16,16-13 16914.355768
6 2 0 6-1,1-2 8292.38745028
6 2 1 6-7,7-3,3-0,0-11,11-2 9233.83434885
6 2 2 6-14,14-2 11428.6033452
6 2 3 6-13,13-14,14-2 14028.2908058
6 2 4 6-14,14-17,17-18,18-10,10-2 18174.525445
6 2 5 6-13,13-12,12-8,8-15,15-14,14-2 17873.1151847
7 11 0 7-6,6-1,1-2,2-11 8292.38745028
7 11 1 7-3,3-0,0-11 9233.83434885
7 11 2 7-6,6-14,14-2,2-11 11428.6033452
7 11 3 7-5,5-4,4-6,6-1,1-2,2-11 16952.8709172
7 11 4 7-6,6-13,13-14,14-2,2-11 14028.2908058
7 11 5 7-6,6-14,14-17,17-18,18-10,10-2,2-11 18174.525445
18 1 0 18-10,10-2,2-1 6629.69043327
18 1 1 18-17,17-14,14-2,2-1 17110.2627083
18 1 2 18-10,10-2,2-11,11-0,0-3,3-7,7-6,6-1 17772.5464384
18 1 3 18-17,17-16,16-13,13-6,6-1 20682.6003154
18 1 4 18-17,17-14,14-6,6-1 19837.222462
18 1 5 18-17,17-16,16-15,15-14,14-2,2-1 18771.2638869
16 17 0 16-17 2578.60691752
16 17 1 16-15,15-14,14-17 8481.19988831
16 17 2 16-9,9-14,14-17 8481.19988831
16 17 3 16-13,13-14,14-17 10111.6281548
16 17 4 16-15,15-14,14-2,2-10,10-18,18-17 16438.9816086
16 17 5 16-8,8-15,15-9,9-14,14-17 9113.14286967
12 3 0 12-13,13-14,14-2,2-11,11-0,0-3 11091.0306983
12 3 1 12-8,8-15,15-14,14-2,2-11,11-0,0-3 12723.1324979
12 3 2 12-13,13-6,6-7,7-3 14383.8170357
12 3 3 12-8,8-16,16-17,17-18,18-10,10-2,2-11,11-0,0-3 14385.0497546
12 3 4 12-13,13-16,16-9,9-14,14-2,2-11,11-0,0-3 15239.3140619
12 3 5 12-8,8-15,15-9,9-14,14-2,2-11,11-0,0-3 12723.1324979
13 2 0 13-14,14-2 7828.20215002
13 2 1 13-12,12-8,8-15,15-14,14-2 11673.0265289
13 2 2 13-16,16-17,17-18,18-10,10-2 12819.8146426
13 2 3 13-6,6-1,1-2 14492.4761061
13 2 4 13-16,16-9,9-14,14-2 11976.4855136
13 2 5 13-16,16-15,15-14,14-2 11976.4855136
1 4 0 1-6,6-4 9059.57211998
1 4 1 1-6,6-7,7-5,5-4 9802.3204535
1 4 2 1-2,2-11,11-0,0-3,3-7,7-6,6-4 16384.3848126
1 4 3 1-2,2-14,14-13,13-4 19304.3809086
1 4 4 1-6,6-13,13-4 19585.2890706
1 4 5 1-2,2-14,14-6,6-4 18579.1538089
2 3 0 2-11,11-0,0-3 2156.46725862
2 3 1 2-1,1-6,6-7,7-3 15369.7545405
2 3 2 2-14,14-6,6-7,7-3 18505.9704354
2 3 3 2-1,1-6,6-4,4-5,5-7,7-3 24030.2380075
2 3 4 2-14,14-13,13-6,6-7,7-3 21105.657896
2 3 5 2-10,10-18,18-17,17-14,14-6,6-7,7-3 25251.8925352
6 5 0 6-7,7-5 4119.93215701
6 5 1 6-4,4-5 4540.55130994
6 5 2 6-13,13-4,4-5 15066.2682606
6 5 3 6-1,1-2,2-11,11-0,0-3,3-7,7-5 21646.1539561
6 5 4 6-14,14-13,13-4,4-5 17512.3198523
6 5 5 6-14,14-15,15-8,8-12,12-13,13-4,4-5 21357.1442312
7 0 0 7-3,3-0 7077.36709023
7 0 1 7-6,6-1,1-2,2-11,11-0 10448.8547089
7 0 2 7-6,6-14,14-2,2-11,11-0 13585.0706038
7 0 3 7-5,5-4,4-6,6-1,1-2,2-11,11-0 19109.3381758
7 0 4 7-6,6-13,13-14,14-2,2-11,11-0 16184.7580644
7 0 5 7-6,6-14,14-17,17-18,18-10,10-2,2-11,11-0 20330.9927036
5 16 0 5-4,4-13,13-16 11755.5354199
5 16 1 5-4,4-13,13-12,12-8,8-16 12270.6645628
5 16 2 5-7,7-6,6-13,13-16 13209.3766278
5 16 3 5-7,7-6,6-14,14-15,15-16 14024.999953
5 16 4 5-4,4-6,6-14,14-9,9-16 14445.6191059
5 16 5 5-4,4-6,6-13,13-16 13629.9957808
16 8 0 16-8 725.265554499
16 8 1 16-15,15-8 2548.64776707
16 8 2 16-9,9-15,15-8 2548.64776707
16 8 3 16-13,13-12,12-8 5568.57521858
16 8 4 16-17,17-14,14-15,15-8 10966.4842327
16 8 5 16-9,9-14,14-13,13-12,12-8 8983.88600439
8 4 0 8-12,12-13,13-4 10963.7152651
8 4 1 8-16,16-13,13-4 11899.1172311
8 4 2 8-12,12-13,13-6,6-4 12838.175626
8 4 3 8-15,15-14,14-6,6-7,7-5,5-4 14513.3611231
8 4 4 8-15,15-9,9-14,14-6,6-4 13770.6127896
8 4 5 8-15,15-16,16-13,13-4 13722.4994437
9 1 0 9-14,14-2,2-1 10957.8274255
9 1 1 9-15,15-14,14-2,2-1 10957.8274255
9 1 2 9-14,14-6,6-1 13684.7871791
9 1 3 9-16,16-13,13-6,6-1 15511.1341942
9 1 4 9-15,15-16,16-17,17-18,18-10,10-2,2-1 14443.1268947
9 1 5 9-15,15-8,8-12,12-13,13-6,6-1 15207.6752095
10 6 0 10-2,2-1,1-6 9005.75241739
10 6 1 10-2,2-11,11-0,0-3,3-7,7-6 9947.19931596
10 6 2 10-18,18-17,17-14,14-6 17461.1604779
10 6 3 10-2,2-14,14-13,13-6 14741.6557729
10 6 4 10-18,18-17,17-16,16-13,13-6 18306.5383313
10 6 5 10-2,2-14,14-6 12141.9683123
0 16 0 0-11,11-2,2-14,14-15,15-16 11243.5969572
0 16 1 0-11,11-2,2-14,14-9,9-16 11243.5969572
0 16 2 0-3,3-7,7-6,6-13,13-16 16166.811561
0 16 3 0-11,11-2,2-10,10-18,18-17,17-16 12086.9260862
0 16 4 0-3,3-7,7-6,6-13,13-12,12-8,8-16 16681.940704
