s t k edges
5 10 1 5-4,4-6,6-19,19-10 2134.98068003
5 10 2 5-8,8-21,21-20,20-19,19-10 2638.2556294
5 10 3 5-4,4-7,7-1,1-16,16-17,17-19,19-10 4910.97848106
5 10 4 5-4,4-7,7-6,6-19,19-10 2753.51551586
5 10 5 5-8,8-21,21-22,22-13,13-15,15-16,16-17,17-18,18-19,19-10 4423.07392747
3 22 0 3-22 2239.01506385
3 22 1 3-0,0-16,16-15,15-13,13-22 3856.11523203
3 22 2 3-0,0-16,16-17,17-19,19-20,20-21,21-22 3976.17043669
3 22 3 3-0,0-16,16-17,17-18,18-19,19-10,10-8,8-21,21-9,9-22 5061.83431556
3 22 4 3-0,0-16,16-17,17-19,19-6,6-4,4-5,5-8,8-21,21-22 5313.61274363
3 22 5 3-0,0-16,16-17,17-18,18-19,19-20,20-21,21-22 4084.12048251
6 1 0 6-7,7-1 1834.95855591
6 1 1 6-19,19-17,17-16,16-1 2313.09915606
6 1 2 6-4,4-7,7-1 2364.9455913
6 1 3 6-19,19-20,20-21,21-22,22-13,13-15,15-16,16-1 4721.1208356
6 1 4 6-4,4-5,5-8,8-10,10-19,19-18,18-17,17-16,16-1 3711.95545613
6 1 5 6-19,19-18,18-17,17-16,16-1 2421.04920188
4 17 0 4-6,6-19,19-17 1002.88745321
4 17 1 4-6,6-19,19-18,18-17 1110.83749903
4 17 2 4-5,5-8,8-10,10-19,19-17 1557.51920341
4 17 3 4-7,7-1,1-16,16-17 3675.15729415
4 17 4 4-5,5-8,8-21,21-22,22-13,13-15,15-16,16-17 4073.3374605
4 17 5 4-7,7-6,6-19,19-17 1621.42228904
7 4 0 7-4 574.260935613
7 4 1 7-6,6-4 780.54840427
7 4 2 7-6,6-19,19-10,10-8,8-5,5-4 2500.95259674
7 4 3 7-1,1-16,16-17,17-19,19-6,6-4 4103.78381174
7 4 4 7-1,1-16,16-15,15-13,13-22,22-21,21-8,8-5,5-4 5947.20085191
7 4 5 7-6,6-19,19-20,20-21,21-8,8-5,5-4 3443.63056167
5 20 0 5-8,8-21,21-20 1475.14120876
5 20 1 5-8,8-10,10-19,19-20 1484.81243714
5 20 2 5-4,4-6,6-19,19-20 1924.21545269
5 20 3 5-4,4-7,7-1,1-16,16-17,17-19,19-20 4700.21325373
5 20 4 5-8,8-10,10-19,19-18,18-17,17-16,16-15,15-13,13-22,22-21,21-20 4379.19589641
5 20 5 5-4,4-7,7-6,6-19,19-20 2542.75028853
16 20 0 16-17,17-19,19-20 1141.55506026
16 20 1 16-17,17-18,18-19,19-20 1249.50510608
16 20 2 16-15,15-13,13-22,22-21,21-20 2597.2275465
16 20 3 16-1,1-7,7-6,6-19,19-20 3958.85184501
16 20 4 16-0,0-3,3-22,22-21,21-20 5073.63044028
16 20 5 16-17,17-19,19-10,10-8,8-21,21-20 2864.48010303
21 17 0 21-20,20-19,19-17 1082.8211573
21 17 1 21-20,20-19,19-18,18-17 1190.77120312
21 17 2 21-8,8-10,10-19,19-17 1696.18103886
21 17 3 21-22,22-13,13-15,15-16,16-17 2655.96144946
21 17 4 21-9,9-22,22-3,3-0,0-16,16-17 5496.71829472
21 17 5 21-8,8-5,5-4,4-6,6-19,19-17 2420.26346424
19 1 0 19-17,17-16,16-1 1730.21293492
19 1 1 19-18,18-17,17-16,16-1 1838.16298074
19 1 2 19-6,6-7,7-1 2417.84477704
19 1 3 19-10,10-8,8-5,5-4,4-7,7-1 3502.46356264
19 1 4 19-20,20-21,21-22,22-13,13-15,15-16,16-1 4138.23461447
19 1 5 19-6,6-4,4-7,7-1 2947.83181244
18 22 0 18-17,17-19,19-20,20-21,21-22 1421.530323
18 22 1 18-19,19-20,20-21,21-9,9-22 1682.5785186
18 22 2 18-19,19-10,10-8,8-21,21-22 1931.58444868
18 22 3 18-17,17-16,16-15,15-13,13-22 2528.50808547
18 22 4 18-17,17-16,16-0,0-3,3-22 5004.91097924
18 22 5 18-19,19-6,6-4,4-5,5-8,8-21,21-22 2655.66687406
8 0 0 8-10,10-19,19-17,17-16,16-0 3007.06049864
8 0 1 8-10,10-19,19-18,18-17,17-16,16-0 3115.01054446
8 0 2 8-21,21-22,22-3,3-0 3821.48488346
8 0 3 8-5,5-4,4-7,7-1,1-16,16-0 5176.37979784
8 0 4 8-21,21-9,9-22,22-3,3-0 4185.83883495
8 0 5 8-21,21-22,22-13,13-15,15-16,16-0 4295.8457886
15 19 0 15-16,16-17,17-19 1395.99339464
15 19 1 15-16,16-17,17-18,18-19 1503.94344046
15 19 2 15-13,13-22,22-21,21-20,20-19 2342.78921212
15 19 3 15-13,13-22,22-9,9-21,21-8,8-10,10-19 3320.50304517
15 19 4 15-16,16-1,1-7,7-6,6-19 4213.29017939
15 19 5 15-16,16-1,1-7,7-4,4-6,6-19 4743.27721478
11 19 0 11-12,12-0,0-16,16-17,17-19 3405.21358981
11 19 1 11-12,12-0,0-16,16-17,17-18,18-19 3513.16363563
11 19 2 11-3,3-22,22-21,21-20,20-19 5138.600684
11 19 3 11-3,3-22,22-9,9-21,21-8,8-10,10-19 6116.31451705
11 19 4 11-12,12-0,0-16,16-1,1-7,7-6,6-19 6222.51037455
11 19 5 11-3,3-0,0-16,16-17,17-19 4347.67917264
12 20 0 12-0,0-16,16-17,17-19,19-20 3531.05615489
12 20 1 12-0,0-16,16-17,17-18,18-19,19-20 3639.00620071
12 20 2 12-11,11-3,3-22,22-21,21-20 5012.75811892
12 20 3 12-0,0-3,3-22,22-9,9-21,21-20 4876.72168747
12 20 4 12-0,0-16,16-15,15-13,13-22,22-21,21-20 4986.72864113
12 20 5 12-11,11-3,3-22,22-9,9-21,21-20 5377.11207041
16 11 0 16-0,0-12,12-11 2739.8331262
16 11 1 16-0,0-3,3-11 3682.29870903
16 11 2 16-15,15-13,13-22,22-3,3-11 5683.92594295
16 11 3 16-17,17-19,19-20,20-21,21-22,22-3,3-11 5803.98114761
16 11 4 16-17,17-18,18-19,19-10,10-8,8-21,21-9,9-22,22-3,3-11 6889.64502648
16 11 5 16-17,17-19,19-6,6-4,4-5,5-8,8-21,21-22,22-3,3-11 7141.42345456
6 18 0 6-19,19-18 637.072346144
6 18 1 6-19,19-17,17-18 740.378102036
6 18 2 6-4,4-5,5-8,8-10,10-19,19-18 1927.9786004
6 18 3 6-7,7-1,1-16,16-17,17-18 3618.93541164
6 18 4 6-4,4-5,5-8,8-21,21-20,20-19,19-18 2870.65656532
6 18 5 6-4,4-7,7-1,1-16,16-17,17-18 4148.92244703
19 6 0 19-6 582.886221135
19 6 1 19-10,10-8,8-5,5-4,4-6 1873.79247539
19 6 2 19-10,10-8,8-5,5-4,4-7,7-6 2492.32731122
19 6 3 19-17,17-16,16-1,1-7,7-6 3565.17149083
19 6 4 19-20,20-21,21-8,8-5,5-4,4-6 2816.47044032
19 6 5 19-18,18-17,17-16,16-1,1-7,7-6 3673.12153665
17 10 0 17-19,19-10 738.80380403
17 10 1 17-18,18-19,19-10 846.75384985
17 10 2 17-19,19-6,6-4,4-5,5-8,8-10 1821.60285258
17 10 3 17-16,16-15,15-13,13-22,22-21,21-8,8-10 3613.3386843
17 10 4 17-16,16-1,1-7,7-6,6-19,19-10 4783.1335559
17 10 5 17-19,19-20,20-21,21-8,8-10 2040.19839213
22 17 0 22-21,21-20,20-19,19-18,18-17 1423.85246797
22 17 1 22-9,9-21,21-20,20-19,19-17 1680.25637363
22 17 2 22-21,21-8,8-10,10-19,19-17 1929.26230371
22 17 3 22-13,13-15,15-16,16-17 2422.88018461
22 17 4 22-21,21-8,8-5,5-4,4-6,6-19,19-17 2653.34472909
22 17 5 22-9,9-21,21-20,20-19,19-18,18-17 1788.20641945
20 1 0 20-19,19-17,17-16,16-1 2206.38753158
20 1 1 20-19,19-6,6-7,7-1 2894.01937369
20 1 2 20-21,21-22,22-13,13-15,15-16,16-1 3662.06001781
20 1 3 20-21,21-8,8-5,5-4,4-7,7-1 3968.96693091
20 1 4 20-19,19-18,18-17,17-16,16-1 2314.3375774
20 1 5 20-19,19-6,6-4,4-7,7-1 3424.00640909
18 17 0 18-17 105.627900856
18 17 1 18-19,19-17 106.050105053
18 17 2 18-19,19-20,20-21,21-22,22-13,13-15,15-16,16-17 3741.10475173
18 17 3 18-19,19-6,6-7,7-1,1-16,16-17 4150.37985693
18 17 4 18-19,19-10,10-8,8-5,5-4,4-7,7-1,1-16,16-17 5234.99864253
18 17 5 18-19,19-20,20-21,21-9,9-22,22-13,13-15,15-16,16-17 4105.45870321
21 4 0 21-8,8-5,5-4 1417.37601104
21 4 1 21-20,20-19,19-6,6-4 1981.98065042
21 4 2 21-20,20-19,19-10,10-8,8-5,5-4 2536.61240062
21 4 3 21-22,22-13,13-15,15-16,16-17,17-19,19-6,6-7,7-4 4277.3837385
21 4 4 21-8,8-10,10-19,19-6,6-4 2595.34053198
21 4 5 21-20,20-19,19-6,6-7,7-4 2600.51548625
8 7 0 8-5,5-4,4-7 1213.6180234
8 7 1 8-5,5-4,4-6,6-7 1419.90549206
8 7 2 8-10,10-19,19-6,6-7 1861.59550895
8 7 3 8-21,21-20,20-19,19-17,17-16,16-1,1-7 4961.73643908
8 7 4 8-10,10-19,19-6,6-4,4-7 2391.58254435
8 7 5 8-21,21-22,22-13,13-15,15-16,16-17,17-18,18-19,19-6,6-7 4589.09177195
22 11 0 22-3,3-11 3874.5622419
22 11 1 22-3,3-0,0-12,12-11 4074.83592211
22 11 2 22-13,13-15,15-16,16-0,0-12,12-11 4549.19682725
22 11 3 22-21,21-20,20-19,19-17,17-16,16-0,0-3,3-11 5611.71761474
22 11 4 22-9,9-21,21-8,8-10,10-19,19-18,18-17,17-16,16-0,0-12,12-11 5754.91591078
22 11 5 22-13,13-15,15-16,16-0,0-3,3-11 5491.66241008
9 6 0 9-21,21-20,20-19,19-6 1808.97731029
9 6 1 9-21,21-8,8-5,5-4,4-6 1980.64717497
9 6 2 9-22,22-21,21-20,20-19,19-6 2249.22596767
9 6 3 9-22,22-13,13-15,15-16,16-17,17-19,19-6 3459.93169022
9 6 4 9-21,21-8,8-5,5-4,4-7,7-6 2599.1820108
9 6 5 9-21,21-8,8-10,10-19,19-6 2422.33719186
10 5 0 10-8,8-5 321.6980165
10 5 1 10-19,19-6,6-4,4-5 2134.98068003
10 5 2 10-19,19-20,20-21,21-8,8-5 2638.2556294
10 5 3 10-19,19-17,17-16,16-1,1-7,7-4,4-5 4910.97848106
10 5 4 10-19,19-6,6-7,7-4,4-5 2753.51551586
10 5 5 10-19,19-18,18-17,17-16,16-15,15-13,13-22,22-21,21-8,8-5 4423.07392747
11 8 0 11-12,12-0,0-16,16-17,17-19,19-10,10-8 4271.51172538
11 8 1 11-12,12-0,0-16,16-17,17-18,18-19,19-10,10-8 4379.4617712
11 8 2 11-3,3-22,22-21,21-8 4885.66243
11 8 3 11-3,3-22,22-9,9-21,21-8 5250.01638148
11 8 4 11-12,12-0,0-16,16-17,17-19,19-6,6-4,4-5,5-8 4995.59415076
11 8 5 11-12,12-0,0-3,3-22,22-21,21-8 5085.93611021
0 19 0 0-16,16-17,17-19 2140.76236306
0 19 1 0-16,16-17,17-18,18-19 2248.71240888
0 19 2 0-3,3-22,22-21,21-20,20-19 4074.42313747
0 19 3 0-16,16-1,1-7,7-6,6-19 4958.05914781
0 19 4 0-3,3-22,22-9,9-21,21-8,8-10,10-19 5052.13697052
0 19 5 0-16,16-15,15-13,13-22,22-21,21-20,20-19 4548.78404261
14 7 0 14-3,3-0,0-16,16-17,17-19,19-6,6-7 4052.14974763
14 7 1 14-2,2-3,3-0,0-16,16-17,17-19,19-6,6-7 4052.45542038
14 7 2 14-3,3-22,22-21,21-8,8-5,5-4,4-7 4808.45365501
14 7 3 14-3,3-0,0-16,16-1,1-7 4878.85178562
14 7 4 14-2,2-3,3-22,22-21,21-8,8-5,5-4,4-7 4808.75932777
14 7 5 14-3,3-22,22-21,21-20,20-19,19-6,6-7 4843.071259
12 19 0 12-0,0-16,16-17,17-19 3054.88155824
12 19 1 12-11,11-3,3-0,0-16,16-17,17-19 4698.01120421
12 19 2 12-0,0-3,3-22,22-21,21-20,20-19 4988.54233264
12 19 3 12-0,0-16,16-1,1-7,7-6,6-19 5872.17834298
12 19 4 12-11,11-3,3-22,22-21,21-8,8-10,10-19 6102.29259714
12 19 5 12-0,0-16,16-17,17-18,18-19 3162.83160406
1 18 0 1-16,16-17,17-18 1783.97685573
1 18 1 1-16,16-17,17-19,19-18 1784.39905993
1 18 2 1-7,7-6,6-19,19-18 2472.03090205
1 18 3 1-7,7-4,4-5,5-8,8-10,10-19,19-18 3556.64968765
1 18 4 1-16,16-15,15-13,13-22,22-21,21-20,20-19,19-17,17-18 4295.72649537
1 18 5 1-7,7-4,4-6,6-19,19-18 3002.01793744
15 6 0 15-16,16-17,17-19,19-6 1978.87961578
15 6 1 15-16,16-17,17-18,18-19,19-6 2086.8296616
15 6 2 15-13,13-22,22-21,21-8,8-5,5-4,4-6 3097.34529793
15 6 3 15-16,16-1,1-7,7-6 3630.40395825
15 6 4 15-13,13-22,22-9,9-21,21-20,20-19,19-6 3290.02938474
15 6 5 15-16,16-17,17-19,19-10,10-8,8-5,5-4,4-6 3269.78587003
13 18 0 13-22,22-21,21-20,20-19,19-18 1685.82962935
13 18 1 13-22,22-21,21-20,20-19,19-17,17-18 1789.13538525
13 18 2 13-15,15-16,16-17,17-18 2160.90302323
13 18 3 13-22,22-9,9-21,21-8,8-10,10-19,19-18 2663.5434624
13 18 4 13-15,15-16,16-17,17-19,19-18 2161.32522742
13 18 5 13-22,22-21,21-8,8-5,5-4,4-6,6-19,19-18 3023.2719363
0 9 0 0-3,3-22,22-9 3212.6859998
0 9 1 0-3,3-22,22-21,21-9 3238.59987212
0 9 2 0-16,16-17,17-19,19-20,20-21,21-9 3366.85345222
0 9 3 0-16,16-15,15-13,13-22,22-9 3687.04690493
0 9 4 0-16,16-17,17-18,18-19,19-10,10-8,8-21,21-9 4088.16337961
0 9 5 0-16,16-15,15-13,13-22,22-21,21-9 3712.96077726
3 4 0 3-0,0-16,16-17,17-19,19-6,6-4 3663.15546774
3 4 1 3-0,0-16,16-17,17-18,18-19,19-6,6-4 3771.10551357
3 4 2 3-22,22-21,21-8,8-5,5-4 3889.47233973
3 4 3 3-22,22-9,9-21,21-8,8-5,5-4 4253.82629122
3 4 4 3-0,0-16,16-1,1-7,7-4 5108.39234156
3 4 5 3-22,22-21,21-20,20-19,19-6,6-7,7-4 5072.61181495
4 7 0 4-7 574.260935613
4 7 1 4-6,6-7 780.54840427
4 7 2 4-5,5-8,8-10,10-19,19-6,6-7 2500.95259674
4 7 3 4-6,6-19,19-17,17-16,16-1,1-7 4103.78381174
4 7 4 4-5,5-8,8-21,21-22,22-13,13-15,15-16,16-1,1-7 5947.20085191
4 7 5 4-5,5-8,8-21,21-20,20-19,19-6,6-7 3443.63056167
5 6 0 5-4,4-6 865.154634905
5 6 1 5-4,4-7,7-6 1483.68947074
5 6 2 5-8,8-10,10-19,19-6 1591.52406162
5 6 3 5-8,8-21,21-20,20-19,19-6 2534.20202655
5 6 4 5-8,8-21,21-22,22-13,13-15,15-16,16-17,17-19,19-6 4211.0702788
5 6 5 5-8,8-10,10-19,19-18,18-17,17-16,16-1,1-7,7-6 4681.75937713
16 2 0 16-0,0-3,3-2 2142.23168222
16 2 1 16-0,0-3,3-14,14-2 2641.01781182
16 2 2 16-15,15-13,13-22,22-3,3-2 4143.85891614
16 2 3 16-17,17-19,19-20,20-21,21-22,22-3,3-2 4263.9141208
16 2 4 16-0,0-12,12-11,11-3,3-14,14-2 4969.64658509
16 2 5 16-17,17-18,18-19,19-10,10-8,8-21,21-22,22-3,3-2 4985.22404819
6 21 0 6-19,19-20,20-21 1613.84339839
6 21 1 6-4,4-5,5-8,8-21 1785.51326306
6 21 2 6-19,19-10,10-8,8-21 2227.20327995
6 21 3 6-7,7-1,1-16,16-15,15-13,13-22,22-21 4942.23599312
6 21 4 6-7,7-4,4-5,5-8,8-21 2404.04809889
6 21 5 6-19,19-17,17-16,16-15,15-13,13-22,22-9,9-21 3655.06560213
19 15 0 19-17,17-16,16-15 1395.99339464
19 15 1 19-18,18-17,17-16,16-15 1503.94344046
19 15 2 19-20,20-21,21-22,22-13,13-15 2342.78921212
19 15 3 19-10,10-8,8-21,21-9,9-22,22-13,13-15 3320.50304517
19 15 4 19-6,6-7,7-1,1-16,16-15 4213.29017939
19 15 5 19-6,6-4,4-7,7-1,1-16,16-15 4743.27721478
17 3 0 17-16,16-0,0-3 2660.26801454
17 3 1 17-19,19-20,20-21,21-22,22-3 3554.917486
17 3 2 17-18,18-19,19-20,20-21,21-22,22-3 3662.86753182
17 3 3 17-16,16-0,0-12,12-11,11-3 4988.89678781
17 3 4 17-19,19-10,10-8,8-21,21-9,9-22,22-3 4532.63131905
17 3 5 17-16,16-15,15-13,13-22,22-3 4661.89524846
7 16 0 7-6,6-19,19-17,17-16 1660.67783699
7 16 1 7-6,6-19,19-18,18-17,17-16 1768.62788281
7 16 2 7-1,1-16 2487.37987498
7 16 3 7-4,4-5,5-8,8-21,21-22,22-13,13-15,15-16 4034.08191255
7 16 4 7-4,4-6,6-19,19-17,17-16 2190.66487238
7 16 5 7-4,4-5,5-8,8-10,10-19,19-17,17-16 2745.29662259
20 8 0 20-21,21-8 1332.80150385
20 8 1 20-19,19-10,10-8 1342.47273223
20 8 2 20-19,19-6,6-4,4-5,5-8 2066.5551576
20 8 3 20-19,19-17,17-16,16-15,15-13,13-22,22-21,21-8 3962.01894941
20 8 4 20-19,19-6,6-7,7-4,4-5,5-8 2685.08999344
20 8 5 20-21,21-9,9-22,22-13,13-15,15-16,16-17,17-18,18-19,19-10,10-8 4601.21014299
18 8 0 18-19,19-10,10-8 920.484260582
18 8 1 18-17,17-19,19-10,10-8 1023.79001647
18 8 2 18-19,19-6,6-4,4-5,5-8 1644.56668596
18 8 3 18-17,17-16,16-15,15-13,13-22,22-21,21-8 3539.60827356
18 8 4 18-19,19-20,20-21,21-8 1863.16222551
18 8 5 18-17,17-16,16-1,1-7,7-4,4-5,5-8 4420.1422828
21 13 0 21-22,22-13 600.686327092
21 13 1 21-9,9-22,22-13 965.040278576
21 13 2 21-20,20-19,19-17,17-16,16-15,15-13 3138.09627967
21 13 3 21-8,8-5,5-4,4-7,7-1,1-16,16-15,15-13 5920.77546043
21 13 4 21-22,22-3,3-0,0-16,16-15,15-13 5960.60649848
21 13 5 21-8,8-10,10-19,19-18,18-17,17-16,16-15,15-13 3859.40620705
8 14 0 8-21,21-22,22-3,3-14 3594.83563161
8 14 1 8-21,21-22,22-3,3-2,2-14 3595.14130436
8 14 2 8-10,10-19,19-17,17-16,16-0,0-3,3-14 3923.15050982
8 14 3 8-5,5-4,4-6,6-19,19-18,18-17,17-16,16-0,0-3,3-14 4755.18298102
8 14 4 8-21,21-9,9-22,22-3,3-2,2-14 3959.49525585
8 14 5 8-10,10-19,19-20,20-21,21-22,22-3,3-14 4714.07202119
22 2 0 22-3,3-2 2334.49521509
22 2 1 22-3,3-14,14-2 2833.28134469
22 2 2 22-13,13-15,15-16,16-0,0-3,3-2 3951.59538327
22 2 3 22-21,21-20,20-19,19-17,17-16,16-0,0-3,3-2 4071.65058793
22 2 4 22-13,13-15,15-16,16-0,0-3,3-14,14-2 4450.38151287
22 2 5 22-21,21-8,8-10,10-19,19-18,18-17,17-16,16-0,0-3,3-2 4792.96051531
9 15 0 9-22,22-13,13-15 1481.05207445
9 15 1 9-21,21-22,22-13,13-15 1506.96594677
9 15 2 9-21,21-20,20-19,19-17,17-16,16-15 2622.0844838
9 15 3 9-21,21-8,8-10,10-19,19-18,18-17,17-16,16-15 3343.39441118
9 15 4 9-21,21-22,22-3,3-0,0-16,16-15 5444.59470261
9 15 5 9-22,22-21,21-8,8-5,5-4,4-6,6-19,19-17,17-16,16-15 4399.77544812
10 12 0 10-19,19-17,17-16,16-0,0-12 3741.82138222
10 12 1 10-8,8-21,21-22,22-3,3-0,0-12 4914.96239022
10 12 2 10-19,19-17,17-16,16-0,0-3,3-11,11-12 5384.95102819
10 12 3 10-8,8-21,21-22,22-3,3-11,11-12 5415.35277316
10 12 4 10-19,19-18,18-17,17-16,16-0,0-12 3849.77142804
10 12 5 10-8,8-21,21-9,9-22,22-3,3-0,0-12 5279.31634171
8 20 0 8-21,21-20 1332.80150385
8 20 1 8-10,10-19,19-20 1342.47273223
8 20 2 8-5,5-4,4-6,6-19,19-20 2066.5551576
8 20 3 8-21,21-22,22-13,13-15,15-16,16-17,17-19,19-20 3962.01894941
8 20 4 8-5,5-4,4-7,7-6,6-19,19-20 2685.08999344
8 20 5 8-10,10-19,19-18,18-17,17-16,16-15,15-13,13-22,22-9,9-21,21-20 4601.21014299
11 1 0 11-12,12-0,0-16,16-1 3804.66559751
11 1 1 11-12,12-0,0-16,16-17,17-19,19-6,6-7,7-1 5823.05836685
11 1 2 11-3,3-22,22-13,13-15,15-16,16-1 6748.75841426
11 1 3 11-3,3-0,0-16,16-1 4747.13118034
11 1 4 11-3,3-22,22-21,21-20,20-19,19-6,6-7,7-1 7556.44546105
11 1 5 11-12,12-0,0-16,16-17,17-18,18-19,19-10,10-8,8-5,5-4,4-7,7-1 7015.62719827
9 17 0 9-21,21-20,20-19,19-18,18-17 1385.90511502
9 17 1 9-22,22-21,21-20,20-19,19-17 1718.20372658
9 17 2 9-21,21-8,8-10,10-19,19-17 1891.31495077
9 17 3 9-22,22-13,13-15,15-16,16-17 2825.18148904
9 17 4 9-22,22-3,3-0,0-16,16-17 5301.58438282
9 17 5 9-21,21-8,8-5,5-4,4-6,6-19,19-17 2615.39737615
12 10 0 12-0,0-16,16-17,17-19,19-10 3741.82138222
12 10 1 12-0,0-3,3-22,22-21,21-8,8-10 4914.96239022
12 10 2 12-11,11-3,3-0,0-16,16-17,17-19,19-10 5384.95102819
12 10 3 12-11,11-3,3-22,22-21,21-8,8-10 5415.35277316
12 10 4 12-0,0-16,16-17,17-18,18-19,19-10 3849.77142804
12 10 5 12-0,0-3,3-22,22-9,9-21,21-8,8-10 5279.31634171
10 22 0 10-8,8-21,21-22 1190.45849968
10 22 1 10-8,8-21,21-9,9-22 1554.81245117
10 22 2 10-19,19-20,20-21,21-22 1950.97826609
10 22 3 10-19,19-17,17-16,16-15,15-13,13-22 3161.68398864
10 22 4 10-19,19-20,20-21,21-9,9-22 2315.33221757
10 22 5 10-19,19-18,18-17,17-16,16-15,15-13,13-22 3269.63403446
13 11 0 13-15,15-16,16-0,0-12,12-11 4181.59176501
13 11 1 13-22,22-3,3-11 4242.16730414
13 11 2 13-22,22-3,3-0,0-12,12-11 4442.44098435
13 11 3 13-15,15-16,16-0,0-3,3-11 5124.05734784
13 11 4 13-22,22-21,21-20,20-19,19-17,17-16,16-0,0-12,12-11 5036.85709415
13 11 5 13-22,22-9,9-21,21-8,8-10,10-19,19-18,18-17,17-16,16-0,0-12,12-11 6122.52097302
2 16 0 2-3,3-0,0-16 2142.23168222
2 16 1 2-14,14-3,3-0,0-16 2641.01781182
2 16 2 2-3,3-22,22-13,13-15,15-16 4143.85891614
2 16 3 2-3,3-22,22-21,21-20,20-19,19-17,17-16 4263.9141208
2 16 4 2-14,14-3,3-11,11-12,12-0,0-16 4969.64658509
2 16 5 2-3,3-22,22-21,21-8,8-10,10-19,19-18,18-17,17-16 4985.22404819
3 13 0 3-22,22-13 2606.62012609
3 13 1 3-0,0-16,16-15,15-13 3488.51016978
3 13 2 3-0,0-16,16-17,17-19,19-20,20-21,21-22,22-13 4343.77549893
3 13 3 3-11,11-12,12-0,0-16,16-15,15-13 5817.13894306
3 13 4 3-0,0-16,16-17,17-18,18-19,19-10,10-8,8-21,21-9,9-22,22-13 5429.4393778
3 13 5 3-22,22-21,21-20,20-19,19-17,17-16,16-15,15-13 5610.19260837
1 13 0 1-16,16-15,15-13 2506.59111012
1 13 1 1-16,16-17,17-19,19-20,20-21,21-22,22-13 3361.85643927
1 13 2 1-7,7-4,4-5,5-8,8-21,21-22,22-13 4014.8706774
1 13 3 1-7,7-6,6-19,19-20,20-21,21-9,9-22,22-13 4413.84223287
1 13 4 1-7,7-6,6-19,19-17,17-16,16-15,15-13 4524.98387946
1 13 5 1-16,16-17,17-18,18-19,19-10,10-8,8-21,21-22,22-13 4083.16636665
4 14 0 4-6,6-19,19-17,17-16,16-0,0-3,3-14 4007.87584741
4 14 1 4-6,6-19,19-17,17-16,16-0,0-3,3-2,2-14 4008.18152016
4 14 2 4-5,5-8,8-21,21-22,22-3,3-14 4234.1927194
4 14 3 4-5,5-8,8-21,21-9,9-22,22-3,3-14 4598.54667088
4 14 4 4-7,7-1,1-16,16-0,0-3,3-2,2-14 5453.41839398
4 14 5 4-5,5-8,8-21,21-22,22-3,3-2,2-14 4234.49839215
2 10 0 2-3,3-0,0-16,16-17,17-19,19-10 3494.55196981
2 10 1 2-3,3-22,22-21,21-8,8-10 3524.95371477
2 10 2 2-14,14-3,3-0,0-16,16-17,17-19,19-10 3993.33809941
2 10 3 2-3,3-22,22-9,9-21,21-8,8-10 3889.30766626
2 10 4 2-14,14-3,3-22,22-21,21-20,20-19,19-10 4784.25961078
2 10 5 2-3,3-0,0-16,16-17,17-18,18-19,19-6,6-4,4-5,5-8,8-10 4685.30106418
5 15 0 5-8,8-21,21-22,22-13,13-15 2232.19066302
5 15 1 5-8,8-10,10-19,19-17,17-16,16-15 2404.63123513
5 15 2 5-4,4-6,6-19,19-17,17-16,16-15 2844.03425068
5 15 3 5-4,4-7,7-1,1-16,16-15 4289.2711245
5 15 4 5-8,8-21,21-9,9-22,22-13,13-15 2596.54461451
5 15 5 5-4,4-6,6-19,19-18,18-17,17-16,16-15 2951.9842965
3 19 0 3-0,0-16,16-17,17-19 2712.13199458
3 19 1 3-0,0-16,16-17,17-18,18-19 2820.0820404
3 19 2 3-22,22-21,21-20,20-19 3503.05350595
3 19 3 3-22,22-9,9-21,21-8,8-10,10-19 4480.767339
3 19 4 3-22,22-21,21-8,8-5,5-4,4-6,6-19 4840.4958129
3 19 5 3-11,11-12,12-0,0-16,16-17,17-19 5040.76076786
6 12 0 6-4,4-5,5-8,8-10,10-19,19-17,17-16,16-0,0-12 4928.67403363
6 12 1 6-19,19-17,17-16,16-0,0-3,3-11,11-12 5280.89742534
6 12 2 6-19,19-20,20-21,21-22,22-3,3-0,0-12 5571.42855378
6 12 3 6-7,7-1,1-16,16-0,0-12 5289.29212185
6 12 4 6-19,19-20,20-21,21-22,22-3,3-11,11-12 6071.81893671
6 12 5 6-4,4-7,7-1,1-16,16-0,0-12 5819.27915724
4 20 0 4-6,6-19,19-20 1427.19806981
4 20 1 4-5,5-8,8-21,21-20 1972.15859164
4 20 2 4-5,5-8,8-10,10-19,19-20 1981.82982002
4 20 3 4-7,7-1,1-16,16-17,17-19,19-20 4203.19587085
4 20 4 4-6,6-19,19-18,18-17,17-16,16-15,15-13,13-22,22-21,21-20 4321.58152909
4 20 5 4-7,7-6,6-19,19-20 2045.73290565
19 20 0 19-20 476.174596653
19 20 1 19-10,10-8,8-21,21-20 2199.09963942
19 20 2 19-6,6-4,4-5,5-8,8-21,21-20 2923.1820648
19 20 3 19-17,17-16,16-15,15-13,13-22,22-21,21-20 3262.60801011
19 20 4 19-18,18-17,17-16,16-0,0-3,3-22,22-21,21-20 5846.9609497
19 20 5 19-6,6-7,7-4,4-5,5-8,8-21,21-20 3541.71690063
17 4 0 17-19,19-6,6-4 1002.88745321
17 4 1 17-18,18-19,19-6,6-4 1110.83749903
17 4 2 17-19,19-10,10-8,8-5,5-4 1557.51920341
17 4 3 17-16,16-1,1-7,7-4 3675.15729415
