s t k edges
12 10 1 12-15,15-16,16-17,17-10 819.933990563
12 10 2 12-13,13-1,1-0,0-3,3-6,6-7,7-4,4-5,5-8,8-9,9-16,16-17,17-10 5312.00711869
12 10 3 12-13,13-1,1-25,25-14,14-26,26-19,19-2,2-6,6-7,7-4,4-5,5-8,8-9,9-16,16-17,17-10 7193.94010831
12 10 4 12-13,13-1,1-25,25-24,24-23,23-20,20-21,21-22,22-18,18-27,27-19,19-2,2-6,6-7,7-4,4-5,5-8,8-9,9-16,16-17,17-10 10720.0746487
10 22 0 10-11,11-12,12-13,13-1,1-25,25-14,14-26,26-19,19-27,27-18,18-22 5459.55784368
10 22 1 10-11,11-12,12-13,13-1,1-25,25-24,24-23,23-20,20-21,21-22 5718.92645627
10 22 2 10-17,17-16,16-9,9-8,8-5,5-4,4-7,7-6,6-2,2-19,19-27,27-18,18-22 5803.16364182
10 22 3 10-17,17-16,16-15,15-12,12-13,13-1,1-25,25-24,24-23,23-20,20-21,21-22 5736.84499747
10 22 4 10-11,11-12,12-13,13-1,1-0,0-3,3-6,6-2,2-19,19-27,27-18,18-22 5803.01680807
10 22 5 10-17,17-16,16-9,9-8,8-5,5-4,4-7,7-6,6-3,3-0,0-1,1-25,25-24,24-23,23-20,20-21,21-22 7909.68158187
25 22 0 25-14,14-26,26-19,19-27,27-18,18-22 2606.11925436
25 22 1 25-24,24-23,23-20,20-21,21-22 2865.48786695
25 22 2 25-1,1-0,0-3,3-6,6-2,2-19,19-27,27-18,18-22 4733.18795494
25 22 3 25-1,1-13,13-12,12-15,15-16,16-9,9-8,8-5,5-4,4-7,7-6,6-2,2-19,19-27,27-18,18-22 8016.78585037
25 22 4 25-1,1-13,13-12,12-11,11-10,10-17,17-16,16-9,9-8,8-5,5-4,4-7,7-6,6-2,2-19,19-27,27-18,18-22 8656.60223115
13 11 0 13-12,12-11 983.74850573
13 11 1 13-12,12-15,15-16,16-17,17-10,10-11 1630.19117496
13 11 2 13-1,1-0,0-3,3-6,6-7,7-4,4-5,5-8,8-9,9-16,16-17,17-10,10-11 5130.27406233
13 11 3 13-1,1-25,25-14,14-26,26-19,19-2,2-6,6-7,7-4,4-5,5-8,8-9,9-16,16-15,15-12,12-11 7347.89744187
13 11 4 13-1,1-0,0-3,3-6,6-7,7-4,4-5,5-8,8-9,9-16,16-15,15-12,12-11 5465.96445225
13 11 5 13-1,1-25,25-24,24-23,23-20,20-21,21-22,22-18,18-27,27-19,19-2,2-6,6-7,7-4,4-5,5-8,8-9,9-16,16-17,17-10,10-11 10538.3415924
2 16 0 2-6,6-7,7-4,4-5,5-8,8-9,9-16 3033.2205463
2 16 1 2-6,6-3,3-0,0-1,1-13,13-12,12-15,15-16 3050.99225375
2 16 2 2-19,19-26,26-14,14-25,25-1,1-13,13-12,12-15,15-16 4322.91863059
2 16 3 2-19,19-27,27-18,18-22,22-21,21-20,20-23,23-24,24-25,25-1,1-13,13-12,12-11,11-10,10-17,17-16 8488.86955179
2 16 4 2-6,6-3,3-0,0-1,1-13,13-12,12-11,11-10,10-17,17-16 3690.80863453
2 16 5 2-19,19-26,26-14,14-25,25-1,1-0,0-3,3-6,6-7,7-4,4-5,5-8,8-9,9-16 6495.75521499
26 21 0 26-14,14-25,25-24,24-23,23-20,20-21 2559.79115192
26 21 1 26-19,19-27,27-18,18-22,22-21 2911.81596939
26 21 2 26-19,19-2,2-6,6-3,3-0,0-1,1-25,25-24,24-23,23-20,20-21 5427.10472661
26 21 3 26-14,14-25,25-1,1-13,13-12,12-15,15-16,16-9,9-8,8-5,5-4,4-7,7-6,6-2,2-19,19-27,27-18,18-22,22-21 9527.71027217
26 21 4 26-14,14-25,25-1,1-0,0-3,3-6,6-2,2-19,19-27,27-18,18-22,22-21 6244.11237674
26 21 5 26-19,19-2,2-6,6-7,7-4,4-5,5-8,8-9,9-16,16-17,17-10,10-11,11-12,12-13,13-1,1-25,25-24,24-23,23-20,20-21 9350.51900282
3 13 0 3-0,0-1,1-13 1396.21589128
3 13 1 3-6,6-2,2-19,19-26,26-14,14-25,25-1,1-13 4003.57169316
3 13 2 3-6,6-7,7-4,4-5,5-8,8-9,9-16,16-15,15-12,12-13 4077.990296
3 13 3 3-6,6-2,2-19,19-27,27-18,18-22,22-21,21-20,20-23,23-24,24-25,25-1,1-13 7529.70623357
3 13 4 3-6,6-7,7-4,4-5,5-8,8-9,9-16,16-17,17-10,10-11,11-12,12-13 4717.80667677
3 13 5 3-0,0-1,1-25,25-14,14-26,26-19,19-2,2-6,6-7,7-4,4-5,5-8,8-9,9-16,16-15,15-12,12-13 7425.10876521
27 24 0 27-19,19-26,26-14,14-25,25-24 2125.56502087
27 24 1 27-18,18-22,22-21,21-20,20-23,23-24 3346.04210043
27 24 2 27-19,19-2,2-6,6-3,3-0,0-1,1-25,25-24 4252.63372145
27 24 3 27-19,19-2,2-6,6-7,7-4,4-5,5-8,8-9,9-16,16-15,15-12,12-13,13-1,1-25,25-24 7536.23161688
27 24 4 27-19,19-2,2-6,6-7,7-4,4-5,5-8,8-9,9-16,16-17,17-10,10-11,11-12,12-13,13-1,1-25,25-24 8176.04799766
1 13 0 1-13 663.623151486
1 13 1 1-0,0-3,3-6,6-7,7-4,4-5,5-8,8-9,9-16,16-15,15-12,12-13 4810.58303579
1 13 2 1-0,0-3,3-6,6-7,7-4,4-5,5-8,8-9,9-16,16-17,17-10,10-11,11-12,12-13 5450.39941657
1 13 3 1-25,25-14,14-26,26-19,19-2,2-6,6-7,7-4,4-5,5-8,8-9,9-16,16-15,15-12,12-13 6692.51602541
1 13 4 1-25,25-24,24-23,23-20,20-21,21-22,22-18,18-27,27-19,19-2,2-6,6-7,7-4,4-5,5-8,8-9,9-16,16-15,15-12,12-13 10218.6505658
1 13 5 1-25,25-14,14-26,26-19,19-2,2-6,6-7,7-4,4-5,5-8,8-9,9-16,16-17,17-10,10-11,11-12,12-13 7332.33240619
4 14 0 4-7,7-6,6-2,2-19,19-26,26-14 2556.0194596
4 14 1 4-7,7-6,6-3,3-0,0-1,1-25,25-14 3095.48567958
4 14 2 4-5,5-8,8-9,9-16,16-15,15-12,12-13,13-1,1-25,25-14 4800.1197173
4 14 3 4-7,7-6,6-2,2-19,19-27,27-18,18-22,22-21,21-20,20-23,23-24,24-25,25-14 6719.94347342
4 14 4 4-5,5-8,8-9,9-16,16-17,17-10,10-11,11-12,12-13,13-1,1-25,25-14 5439.93609808
4 14 5 4-7,7-6,6-3,3-0,0-1,1-25,25-24,24-23,23-20,20-21,21-22,22-18,18-27,27-19,19-26,26-14 7929.30332747
2 10 0 2-6,6-3,3-0,0-1,1-13,13-12,12-11,11-10 3361.94117354
2 10 1 2-6,6-7,7-4,4-5,5-8,8-9,9-16,16-17,17-10 3362.08800729
2 10 2 2-19,19-26,26-14,14-25,25-1,1-13,13-12,12-11,11-10 4633.86755038
2 10 3 2-19,19-27,27-18,18-22,22-21,21-20,20-23,23-24,24-25,25-1,1-13,13-12,12-15,15-16,16-17,17-10 8177.920632
2 10 4 2-6,6-7,7-4,4-5,5-8,8-9,9-16,16-15,15-12,12-11,11-10 4326.30252524
2 10 5 2-6,6-3,3-0,0-1,1-13,13-12,12-15,15-16,16-17,17-10 3379.85971474
5 15 0 5-8,8-9,9-16,16-15 1711.28381524
5 15 1 5-8,8-9,9-16,16-17,17-10,10-11,11-12,12-15 2721.07646549
5 15 2 5-4,4-7,7-6,6-3,3-0,0-1,1-13,13-12,12-15 3762.92237204
5 15 3 5-4,4-7,7-6,6-2,2-19,19-26,26-14,14-25,25-1,1-13,13-12,12-15 5644.85536166
5 15 4 5-4,4-7,7-6,6-2,2-19,19-27,27-18,18-22,22-21,21-20,20-23,23-24,24-25,25-1,1-13,13-12,12-15 9170.98990207
5 15 5 5-4,4-7,7-6,6-3,3-0,0-1,1-13,13-12,12-11,11-10,10-17,17-16,16-15 5014.8955425
3 19 0 3-6,6-2,2-19 1475.40738313
3 19 1 3-0,0-1,1-25,25-14,14-26,26-19 2597.13389834
3 19 2 3-0,0-1,1-25,25-24,24-23,23-20,20-21,21-22,22-18,18-27,27-19 6123.26843875
3 19 3 3-0,0-1,1-13,13-12,12-15,15-16,16-9,9-8,8-5,5-4,4-7,7-6,6-2,2-19 6224.19075816
3 19 4 3-6,6-7,7-4,4-5,5-8,8-9,9-16,16-17,17-10,10-11,11-12,12-13,13-1,1-25,25-14,14-26,26-19 7245.9709868
3 19 5 3-6,6-7,7-4,4-5,5-8,8-9,9-16,16-15,15-12,12-13,13-1,1-25,25-14,14-26,26-19 6606.15460602
6 12 0 6-3,3-0,0-1,1-13,13-12 2254.92241779
6 12 1 6-7,7-4,4-5,5-8,8-9,9-16,16-15,15-12 3219.28376949
6 12 2 6-7,7-4,4-5,5-8,8-9,9-16,16-17,17-10,10-11,11-12 3859.10015027
6 12 3 6-2,2-19,19-26,26-14,14-25,25-1,1-13,13-12 4136.85540741
6 12 4 6-2,2-19,19-27,27-18,18-22,22-21,21-20,20-23,23-24,24-25,25-1,1-13,13-12 7662.98994782
4 20 0 4-7,7-6,6-3,3-0,0-1,1-25,25-24,24-23,23-20 4500.68697655
4 20 1 4-7,7-6,6-2,2-19,19-27,27-18,18-22,22-21,21-20 4676.95270304
4 20 2 4-5,5-8,8-9,9-16,16-15,15-12,12-13,13-1,1-25,25-24,24-23,23-20 6205.32101428
4 20 3 4-7,7-6,6-2,2-19,19-26,26-14,14-25,25-24,24-23,23-20 4599.01022998
4 20 4 4-5,5-8,8-9,9-16,16-17,17-10,10-11,11-12,12-13,13-1,1-25,25-14,14-26,26-19,19-27,27-18,18-22,22-21,21-20 8868.552449
4 20 5 4-7,7-6,6-3,3-0,0-1,1-25,25-14,14-26,26-19,19-27,27-18,18-22,22-21,21-20 6524.10203049
19 20 0 19-26,26-14,14-25,25-24,24-23,23-20 2696.83232412
19 20 1 19-27,27-18,18-22,22-21,21-20 2774.77479718
19 20 2 19-2,2-6,6-3,3-0,0-1,1-25,25-24,24-23,23-20 4823.9010247
19 20 3 19-2,2-6,6-7,7-4,4-5,5-8,8-9,9-16,16-15,15-12,12-13,13-1,1-25,25-24,24-23,23-20 8107.49892013
19 20 4 19-2,2-6,6-7,7-4,4-5,5-8,8-9,9-16,16-17,17-10,10-11,11-12,12-13,13-1,1-25,25-24,24-23,23-20 8747.31530091
17 4 0 17-16,16-9,9-8,8-5,5-4 2137.95369706
17 4 1 17-10,10-11,11-12,12-15,15-16,16-9,9-8,8-5,5-4 3361.466365
17 4 2 17-16,16-15,15-12,12-13,13-1,1-0,0-3,3-6,6-7,7-4 3734.68926221
17 4 3 17-10,10-11,11-12,12-13,13-1,1-25,25-14,14-26,26-19,19-2,2-6,6-7,7-4 5858.00186062
17 4 4 17-10,10-11,11-12,12-13,13-1,1-0,0-3,3-6,6-7,7-4 3976.068871
17 4 5 17-16,16-15,15-12,12-13,13-1,1-25,25-24,24-23,23-20,20-21,21-22,22-18,18-27,27-19,19-2,2-6,6-7,7-4 9142.75679224
7 9 0 7-4,4-5,5-8,8-9 1941.21264168
7 9 1 7-6,6-3,3-0,0-1,1-13,13-12,12-15,15-16,16-9 3532.9935456
7 9 2 7-6,6-3,3-0,0-1,1-13,13-12,12-11,11-10,10-17,17-16,16-9 4172.80992638
7 9 3 7-6,6-2,2-19,19-26,26-14,14-25,25-1,1-13,13-12,12-15,15-16,16-9 5414.92653522
7 9 4 7-6,6-2,2-19,19-27,27-18,18-22,22-21,21-20,20-23,23-24,24-25,25-1,1-13,13-12,12-15,15-16,16-9 8941.06107564
7 9 5 7-6,6-2,2-19,19-26,26-14,14-25,25-1,1-13,13-12,12-11,11-10,10-17,17-16,16-9 6054.742916
20 23 0 20-23 651.058266085
20 23 1 20-21,21-22,22-18,18-27,27-19,19-26,26-14,14-25,25-24,24-23 4820.54885522
20 23 2 20-21,21-22,22-18,18-27,27-19,19-2,2-6,6-3,3-0,0-1,1-25,25-24,24-23 6947.6175558
20 23 3 20-21,21-22,22-18,18-27,27-19,19-2,2-6,6-7,7-4,4-5,5-8,8-9,9-16,16-15,15-12,12-13,13-1,1-25,25-24,24-23 10231.2154512
20 23 4 20-21,21-22,22-18,18-27,27-19,19-2,2-6,6-7,7-4,4-5,5-8,8-9,9-16,16-17,17-10,10-11,11-12,12-13,13-1,1-25,25-24,24-23 10871.031832
18 3 0 18-27,27-19,19-2,2-6,6-3 2605.63387823
18 3 1 18-27,27-19,19-26,26-14,14-25,25-1,1-0,0-3 3727.36039343
18 3 2 18-22,22-21,21-20,20-23,23-24,24-25,25-1,1-0,0-3 4993.04194366
18 3 3 18-22,22-21,21-20,20-23,23-24,24-25,25-1,1-13,13-12,12-15,15-16,16-9,9-8,8-5,5-4,4-7,7-6,6-3 9002.06265134
18 3 4 18-27,27-19,19-2,2-6,6-7,7-4,4-5,5-8,8-9,9-16,16-17,17-10,10-11,11-12,12-13,13-1,1-0,0-3 7994.23363403
18 3 5 18-22,22-21,21-20,20-23,23-24,24-25,25-14,14-26,26-19,19-2,2-6,6-3 5816.78800934
21 22 0 21-22 908.310568415
21 22 1 21-20,20-23,23-24,24-25,25-14,14-26,26-19,19-27,27-18,18-22 4563.29655289
21 22 2 21-20,20-23,23-24,24-25,25-1,1-0,0-3,3-6,6-2,2-19,19-27,27-18,18-22 6690.36525347
21 22 3 21-20,20-23,23-24,24-25,25-1,1-13,13-12,12-15,15-16,16-9,9-8,8-5,5-4,4-7,7-6,6-2,2-19,19-27,27-18,18-22 9973.9631489
21 22 4 21-20,20-23,23-24,24-25,25-1,1-13,13-12,12-11,11-10,10-17,17-16,16-9,9-8,8-5,5-4,4-7,7-6,6-2,2-19,19-27,27-18,18-22 10613.7795297
22 5 0 22-18,18-27,27-19,19-2,2-6,6-7,7-4,4-5 4069.09076043
22 5 1 22-21,21-20,20-23,23-24,24-25,25-1,1-0,0-3,3-6,6-7,7-4,4-5 6175.60870048
22 5 2 22-18,18-27,27-19,19-26,26-14,14-25,25-1,1-13,13-12,12-15,15-16,16-9,9-8,8-5 6553.81434429
22 5 3 22-21,21-20,20-23,23-24,24-25,25-1,1-13,13-12,12-11,11-10,10-17,17-16,16-9,9-8,8-5 7452.99933766
22 5 4 22-18,18-27,27-19,19-26,26-14,14-25,25-1,1-0,0-3,3-6,6-7,7-4,4-5 5916.24008789
22 5 5 22-21,21-20,20-23,23-24,24-25,25-1,1-13,13-12,12-15,15-16,16-9,9-8,8-5 6813.18295688
23 0 0 23-24,24-25,25-1,1-0 2315.25745249
23 0 1 23-24,24-25,25-14,14-26,26-19,19-2,2-6,6-3,3-0 3903.35936417
23 0 2 23-20,20-21,21-22,22-18,18-27,27-19,19-2,2-6,6-3,3-0 5283.41836939
23 0 3 23-24,24-25,25-1,1-13,13-12,12-15,15-16,16-9,9-8,8-5,5-4,4-7,7-6,6-3,3-0 7088.63400617
23 0 4 23-20,20-21,21-22,22-18,18-27,27-19,19-26,26-14,14-25,25-1,1-0 5640.7890386
23 0 5 23-24,24-25,25-1,1-13,13-12,12-11,11-10,10-17,17-16,16-9,9-8,8-5,5-4,4-7,7-6,6-3,3-0 7728.45038695
8 27 0 8-5,5-4,4-7,7-6,6-2,2-19,19-27 3450.61794174
8 27 1 8-9,9-16,16-15,15-12,12-13,13-1,1-25,25-14,14-26,26-19,19-27 5017.45235412
8 27 2 8-9,9-16,16-15,15-12,12-13,13-1,1-25,25-24,24-23,23-20,20-21,21-22,22-18,18-27 7431.65577557
8 27 3 8-5,5-4,4-7,7-6,6-3,3-0,0-1,1-25,25-14,14-26,26-19,19-27 5297.7672692
8 27 4 8-9,9-16,16-17,17-10,10-11,11-12,12-13,13-1,1-0,0-3,3-6,6-2,2-19,19-27 6000.72769929
8 27 5 8-5,5-4,4-7,7-6,6-3,3-0,0-1,1-25,25-24,24-23,23-20,20-21,21-22,22-18,18-27 7711.97069065
11 6 0 11-12,12-13,13-1,1-0,0-3,3-6 2742.67580314
11 6 1 11-10,10-17,17-16,16-9,9-8,8-5,5-4,4-7,7-6 3371.34676492
11 6 2 11-10,10-17,17-16,16-15,15-12,12-13,13-1,1-0,0-3,3-6 3389.11847237
11 6 3 11-12,12-13,13-1,1-25,25-14,14-26,26-19,19-2,2-6 4624.60879276
11 6 4 11-12,12-15,15-16,16-9,9-8,8-5,5-4,4-7,7-6 3707.03715484
11 6 5 11-12,12-13,13-1,1-25,25-24,24-23,23-20,20-21,21-22,22-18,18-27,27-19,19-2,2-6 8150.74333317
9 26 0 9-16,16-15,15-12,12-13,13-1,1-25,25-14,14-26 3520.12970996
9 26 1 9-8,8-5,5-4,4-7,7-6,6-2,2-19,19-26 3836.00946693
9 26 2 9-16,16-17,17-10,10-11,11-12,12-13,13-1,1-25,25-14,14-26 4159.94609074
9 26 3 9-8,8-5,5-4,4-7,7-6,6-3,3-0,0-1,1-25,25-24,24-23,23-20,20-21,21-22,22-18,18-27,27-19,19-26 9209.29333481
9 26 4 9-16,16-15,15-12,12-13,13-1,1-0,0-3,3-6,6-2,2-19,19-26 4603.83354847
9 26 5 9-8,8-5,5-4,4-7,7-6,6-3,3-0,0-1,1-25,25-14,14-26 4942.91392028
14 17 0 14-25,25-1,1-13,13-12,12-15,15-16,16-17 3060.60279223
14 17 1 14-25,25-1,1-13,13-12,12-11,11-10,10-17 3301.98240103
14 17 2 14-26,26-19,19-2,2-6,6-7,7-4,4-5,5-8,8-9,9-16,16-17 4693.97315665
14 17 3 14-26,26-19,19-2,2-6,6-3,3-0,0-1,1-13,13-12,12-11,11-10,10-17 4953.12447289
14 17 4 14-25,25-24,24-23,23-20,20-21,21-22,22-18,18-27,27-19,19-2,2-6,6-7,7-4,4-5,5-8,8-9,9-16,16-17 8857.89717048
14 17 5 14-25,25-1,1-0,0-3,3-6,6-7,7-4,4-5,5-8,8-9,9-16,16-17 5233.43937663
12 1 0 12-13,13-1 1159.61827187
12 1 1 12-15,15-16,16-9,9-8,8-5,5-4,4-7,7-6,6-3,3-0,0-1 4314.58791541
12 1 2 12-11,11-10,10-17,17-16,16-9,9-8,8-5,5-4,4-7,7-6,6-3,3-0,0-1 4954.40429619
12 1 3 12-15,15-16,16-9,9-8,8-5,5-4,4-7,7-6,6-2,2-19,19-26,26-14,14-25,25-1 6196.52090503
12 1 4 12-15,15-16,16-9,9-8,8-5,5-4,4-7,7-6,6-2,2-19,19-27,27-18,18-22,22-21,21-20,20-23,23-24,24-25,25-1 9722.65544545
12 1 5 12-11,11-10,10-17,17-16,16-9,9-8,8-5,5-4,4-7,7-6,6-2,2-19,19-26,26-14,14-25,25-1 6836.33728581
10 17 0 10-17 129.649074997
10 17 1 10-11,11-12,12-15,15-16,16-17 1492.30036493
10 17 2 10-11,11-12,12-13,13-1,1-0,0-3,3-6,6-7,7-4,4-5,5-8,8-9,9-16,16-17 5984.37349306
10 17 3 10-11,11-12,12-13,13-1,1-25,25-14,14-26,26-19,19-2,2-6,6-7,7-4,4-5,5-8,8-9,9-16,16-17 7866.30648268
10 17 4 10-11,11-12,12-13,13-1,1-25,25-24,24-23,23-20,20-21,21-22,22-18,18-27,27-19,19-2,2-6,6-7,7-4,4-5,5-8,8-9,9-16,16-17 11392.4410231
15 20 0 15-12,12-13,13-1,1-25,25-14,14-26,26-19,19-27,27-18,18-22,22-21,21-20 5983.92236232
15 20 1 15-12,12-13,13-1,1-0,0-3,3-6,6-2,2-19,19-26,26-14,14-25,25-24,24-23,23-20 6249.43885365
15 20 2 15-16,16-9,9-8,8-5,5-4,4-7,7-6,6-3,3-0,0-1,1-25,25-24,24-23,23-20 6745.50068245
15 20 3 15-16,16-17,17-10,10-11,11-12,12-13,13-1,1-25,25-24,24-23,23-20 5212.48047883
15 20 4 15-16,16-9,9-8,8-5,5-4,4-7,7-6,6-2,2-19,19-27,27-18,18-22,22-21,21-20 6921.76640894
15 20 5 15-12,12-13,13-1,1-25,25-24,24-23,23-20 3960.50730837
13 4 0 13-1,1-0,0-3,3-6,6-7,7-4 2548.40922626
13 4 1 13-12,12-15,15-16,16-9,9-8,8-5,5-4 2925.79696102
13 4 2 13-12,12-11,11-10,10-17,17-16,16-9,9-8,8-5,5-4 3565.6133418
13 4 3 13-1,1-25,25-14,14-26,26-19,19-2,2-6,6-7,7-4 4430.34221588
13 4 4 13-1,1-25,25-24,24-23,23-20,20-21,21-22,22-18,18-27,27-19,19-2,2-6,6-7,7-4 7956.4767563
0 7 0 0-3,3-6,6-7 1156.86774032
0 7 1 0-1,1-25,25-14,14-26,26-19,19-2,2-6,6-7 3739.63036354
0 7 2 0-1,1-13,13-12,12-15,15-16,16-9,9-8,8-5,5-4,4-7 4317.33844696
0 7 3 0-1,1-25,25-24,24-23,23-20,20-21,21-22,22-18,18-27,27-19,19-2,2-6,6-7 7265.76490395
0 7 4 0-1,1-13,13-12,12-11,11-10,10-17,17-16,16-9,9-8,8-5,5-4,4-7 4957.15482774
0 7 5 0-3,3-6,6-2,2-19,19-26,26-14,14-25,25-1,1-13,13-12,12-15,15-16,16-9,9-8,8-5,5-4,4-7 7689.05009483
24 4 0 24-25,25-1,1-0,0-3,3-6,6-7,7-4 3373.45411381
24 4 1 24-25,25-1,1-13,13-12,12-15,15-16,16-9,9-8,8-5,5-4 5078.08815154
24 4 2 24-23,23-20,20-21,21-22,22-18,18-27,27-19,19-2,2-6,6-7,7-4 5804.18556577
24 4 3 24-25,25-14,14-26,26-19,19-2,2-6,6-7,7-4 3471.77736724
24 4 4 24-25,25-1,1-13,13-12,12-11,11-10,10-17,17-16,16-9,9-8,8-5,5-4 5717.90453232
24 4 5 24-23,23-20,20-21,21-22,22-18,18-27,27-19,19-26,26-14,14-25,25-1,1-0,0-3,3-6,6-7,7-4 7651.33489323
27 17 0 27-19,19-26,26-14,14-25,25-1,1-13,13-12,12-11,11-10,10-17 4511.78951425
27 17 1 27-19,19-2,2-6,6-7,7-4,4-5,5-8,8-9,9-16,16-17 4596.09716239
27 17 2 27-18,18-22,22-21,21-20,20-23,23-24,24-25,25-1,1-13,13-12,12-15,15-16,16-17 6684.6133269
27 17 3 27-19,19-2,2-6,6-3,3-0,0-1,1-13,13-12,12-11,11-10,10-17 4855.24847864
27 17 4 27-19,19-26,26-14,14-25,25-1,1-13,13-12,12-15,15-16,16-17 4270.40990545
27 17 5 27-18,18-22,22-21,21-20,20-23,23-24,24-25,25-1,1-0,0-3,3-6,6-7,7-4,4-5,5-8,8-9,9-16,16-17 8857.4499113
1 6 0 1-0,0-3,3-6 1095.30414592
1 6 1 1-25,25-14,14-26,26-19,19-2,2-6 2977.23713554
1 6 2 1-13,13-12,12-15,15-16,16-9,9-8,8-5,5-4,4-7,7-6 4378.90204136
1 6 3 1-25,25-24,24-23,23-20,20-21,21-22,22-18,18-27,27-19,19-2,2-6 6503.37167596
1 6 4 1-13,13-12,12-11,11-10,10-17,17-16,16-9,9-8,8-5,5-4,4-7,7-6 5018.71842213
25 1 0 25-1 891.804868094
25 1 1 25-14,14-26,26-19,19-2,2-6,6-3,3-0,0-1 3180.73641337
25 1 2 25-14,14-26,26-19,19-2,2-6,6-7,7-4,4-5,5-8,8-9,9-16,16-15,15-12,12-13,13-1 6464.3343088
25 1 3 25-24,24-23,23-20,20-21,21-22,22-18,18-27,27-19,19-2,2-6,6-3,3-0,0-1 6706.87095379
25 1 4 25-14,14-26,26-19,19-2,2-6,6-7,7-4,4-5,5-8,8-9,9-16,16-17,17-10,10-11,11-12,12-13,13-1 7104.15068958
25 1 5 25-24,24-23,23-20,20-21,21-22,22-18,18-27,27-19,19-2,2-6,6-7,7-4,4-5,5-8,8-9,9-16,16-15,15-12,12-13,13-1 9990.46884922
2 5 0 2-6,6-7,7-4,4-5 1628.0151259
2 5 1 2-6,6-3,3-0,0-1,1-13,13-12,12-15,15-16,16-9,9-8,8-5 4456.19767416
2 5 2 2-19,19-26,26-14,14-25,25-1,1-0,0-3,3-6,6-7,7-4,4-5 5090.54979459
2 5 3 2-19,19-27,27-18,18-22,22-21,21-20,20-23,23-24,24-25,25-1,1-13,13-12,12-11,11-10,10-17,17-16,16-9,9-8,8-5 9894.07497219
2 5 4 2-19,19-26,26-14,14-25,25-1,1-13,13-12,12-15,15-16,16-9,9-8,8-5 5728.124051
2 5 5 2-19,19-27,27-18,18-22,22-21,21-20,20-23,23-24,24-25,25-1,1-0,0-3,3-6,6-7,7-4,4-5 8616.68433501
26 6 0 26-19,19-2,2-6 1482.81841406
26 6 1 26-14,14-25,25-1,1-0,0-3,3-6 2589.7228674
26 6 2 26-14,14-25,25-1,1-13,13-12,12-15,15-16,16-9,9-8,8-5,5-4,4-7,7-6 5873.32076283
26 6 3 26-14,14-25,25-24,24-23,23-20,20-21,21-22,22-18,18-27,27-19,19-2,2-6 6214.18066125
26 6 4 26-19,19-27,27-18,18-22,22-21,21-20,20-23,23-24,24-25,25-1,1-0,0-3,3-6 6856.10228194
26 6 5 26-14,14-25,25-1,1-13,13-12,12-11,11-10,10-17,17-16,16-9,9-8,8-5,5-4,4-7,7-6 6513.13714361
5 8 0 5-8 458.944585742
5 8 1 5-4,4-7,7-6,6-3,3-0,0-1,1-13,13-12,12-15,15-16,16-9,9-8 5015.26160154
5 8 2 5-4,4-7,7-6,6-3,3-0,0-1,1-13,13-12,12-11,11-10,10-17,17-16,16-9,9-8 5655.07798232
5 8 3 5-4,4-7,7-6,6-2,2-19,19-26,26-14,14-25,25-1,1-13,13-12,12-15,15-16,16-9,9-8 6897.19459116
5 8 4 5-4,4-7,7-6,6-2,2-19,19-27,27-18,18-22,22-21,21-20,20-23,23-24,24-25,25-1,1-13,13-12,12-15,15-16,16-9,9-8 10423.3291316
5 8 5 5-4,4-7,7-6,6-2,2-19,19-26,26-14,14-25,25-1,1-13,13-12,12-11,11-10,10-17,17-16,16-9,9-8 7537.01097193
3 24 0 3-0,0-1,1-25,25-24 2221.26077883
3 24 1 3-6,6-2,2-19,19-26,26-14,14-25,25-24 3045.00684452
3 24 2 3-6,6-2,2-19,19-27,27-18,18-22,22-21,21-20,20-23,23-24 5377.41504305
3 24 3 3-6,6-7,7-4,4-5,5-8,8-9,9-16,16-15,15-12,12-13,13-1,1-25,25-24 6230.28148652
3 24 4 3-0,0-1,1-25,25-14,14-26,26-19,19-27,27-18,18-22,22-21,21-20,20-23,23-24 6499.14155825
3 24 5 3-6,6-7,7-4,4-5,5-8,8-9,9-16,16-17,17-10,10-11,11-12,12-13,13-1,1-25,25-24 6870.0978673
6 7 0 6-7 411.978411195
6 7 1 6-3,3-0,0-1,1-13,13-12,12-15,15-16,16-9,9-8,8-5,5-4,4-7 5062.22777608
6 7 2 6-3,3-0,0-1,1-13,13-12,12-11,11-10,10-17,17-16,16-9,9-8,8-5,5-4,4-7 5702.04415686
6 7 3 6-2,2-19,19-26,26-14,14-25,25-1,1-13,13-12,12-15,15-16,16-9,9-8,8-5,5-4,4-7 6944.1607657
6 7 4 6-2,2-19,19-27,27-18,18-22,22-21,21-20,20-23,23-24,24-25,25-1,1-13,13-12,12-15,15-16,16-9,9-8,8-5,5-4,4-7 10470.2953061
6 7 5 6-2,2-19,19-26,26-14,14-25,25-1,1-13,13-12,12-11,11-10,10-17,17-16,16-9,9-8,8-5,5-4,4-7 7583.97714648
4 19 0 4-7,7-6,6-2,2-19 1902.17790586
4 19 1 4-7,7-6,6-3,3-0,0-1,1-25,25-14,14-26,26-19 3749.32723332
4 19 2 4-5,5-8,8-9,9-16,16-15,15-12,12-13,13-1,1-25,25-14,14-26,26-19 5453.96127104
4 19 3 4-5,5-8,8-9,9-16,16-17,17-10,10-11,11-12,12-13,13-1,1-25,25-24,24-23,23-20,20-21,21-22,22-18,18-27,27-19 9619.91219223
