s t k edges
35 23 5 35-27,27-13,13-16,16-23 2658.09179152
0 19 0 0-2,2-19 694.449207992
0 19 1 0-1,1-2,2-19 1730.08392421
0 19 2 0-2,2-21,21-20,20-19 1780.3129245
0 19 3 0-1,1-8,8-21,21-20,20-19 2782.73612064
0 19 4 0-1,1-28,28-2,2-19 3589.6998174
0 19 5 0-2,2-27,27-18,18-20,20-19 3611.31639353
24 16 0 24-13,13-16 1322.31973039
24 16 1 24-23,23-16 1542.75985349
24 16 2 24-23,23-13,13-16 1548.87136389
24 16 3 24-13,13-11,11-16 1973.18952963
24 16 4 24-23,23-22,22-17,17-16 2572.39145556
24 16 5 24-13,13-10,10-11,11-16 1977.827916
14 7 0 14-16,16-17,17-7 18653.4382915
14 7 1 14-10,10-17,17-7 18945.6632363
14 7 2 14-16,16-17,17-22,22-1,1-29,29-15,15-7 19015.789133
14 7 3 14-10,10-11,11-17,17-7 18974.1057879
14 7 4 14-16,16-13,13-22,22-1,1-6,6-7 19142.8527735
14 7 5 14-10,10-17,17-28,28-15,15-7 20263.6552281
12 19 0 12-10,10-27,27-2,2-19 3495.09352882
12 19 1 12-11,11-10,10-27,27-2,2-19 3499.5080718
12 19 2 12-11,11-10,10-25,25-18,18-20,20-19 4784.28234184
12 19 3 12-10,10-17,17-27,27-2,2-19 3540.75708863
12 19 4 12-11,11-17,17-22,22-27,27-2,2-19 3545.16886401
12 19 5 12-10,10-13,13-27,27-2,2-19 3581.33473496
1 18 0 1-2,2-27,27-18 2219.4051727
1 18 1 1-0,0-2,2-27,27-18 2374.08474024
1 18 2 1-2,2-19,19-20,20-18 2967.3155775
1 18 3 1-8,8-25,25-18 3501.69373276
1 18 4 1-28,28-8,8-21,21-20,20-18 3521.16020187
1 18 5 1-22,22-27,27-18 3416.09660188
25 13 0 25-13 1962.81954402
25 13 1 25-23,23-13 2002.5405535
25 13 2 25-23,23-16,16-13 2002.54085448
25 13 3 25-10,10-13 2584.97014564
25 13 4 25-24,24-13 2591.45552267
25 13 5 25-18,18-27,27-13 2613.41592543
15 6 0 15-7,7-6 383.246262915
15 6 1 15-29,29-1,1-6 1997.92572737
15 6 2 15-7,7-30,30-31,31-1,1-6 2595.52986969
15 6 3 15-28,28-1,1-6 2960.96765305
15 6 4 15-4,4-8,8-1,1-6 3342.80830206
15 6 5 15-28,28-2,2-1,1-6 4108.53890275
13 18 0 13-27,27-18 2250.7045193
13 18 1 13-25,25-18 2325.53095015
13 18 2 13-22,22-27,27-18 2352.22524265
13 18 3 13-23,23-25,25-18 2365.25195963
13 18 4 13-16,16-17,17-27,27-18 2353.8910744
13 18 5 13-10,10-27,27-18 2796.16473108
2 25 0 2-27,27-18,18-25 1985.25340788
2 25 1 2-19,19-20,20-18,18-25 2733.16381268
2 25 2 2-27,27-22,22-23,23-25 3628.06968688
2 25 3 2-1,1-8,8-25 3735.84549758
2 25 4 2-21,21-8,8-9,9-25 3746.59317379
2 25 5 2-28,28-25 4105.07283942
26 10 0 26-27,27-10 15682.1659147
26 10 1 26-27,27-17,17-10 15727.8294745
26 10 2 26-35,35-27,27-17,17-10 16219.7348485
26 10 3 26-27,27-22,22-17,17-11,11-10 15756.2720261
26 10 4 26-27,27-13,13-10 15768.4071208
26 10 5 26-27,27-13,13-11,11-10 15792.2140537
0 9 0 0-1,1-8,8-9 1535.34203787
0 9 1 0-2,2-1,1-8,8-9 1693.43366353
0 9 2 0-1,1-28,28-9 2051.19910339
0 9 3 0-2,2-28,28-9 2163.13563687
0 9 4 0-2,2-21,21-8,8-9 1696.21921731
0 9 5 0-1,1-28,28-8,8-9 2052.07086101
23 32 0 23-22,22-33,33-32 1861.17319705
23 32 1 23-22,22-27,27-35,35-34,34-32 2502.78922027
23 32 2 23-16,16-17,17-22,22-33,33-32 2744.4913621
23 32 3 23-25,25-18,18-27,27-33,33-32 3227.59317842
23 32 4 23-13,13-27,27-35,35-34,34-32 3289.03234062
23 32 5 23-13,13-22,22-33,33-32 2748.93704076
3 4 0 3-2,2-0,0-1,1-6,6-7,7-15,15-4 15755.5812327
3 4 1 3-2,2-1,1-29,29-15,15-5,5-4 15780.4302497
3 4 2 3-27,27-2,2-1,1-29,29-15,15-4 16386.1336237
3 4 3 3-2,2-21,21-8,8-4 16356.2581652
3 4 4 3-27,27-17,17-28,28-15,15-4 18538.4662033
3 4 5 3-2,2-28,28-8,8-4 16824.0463424
27 3 0 27-3 13564.6238375
27 3 1 27-2,2-3 14409.101553
27 3 2 27-18,18-20,20-19,19-2,2-3 16618.4862251
27 3 3 27-22,22-1,1-2,2-3 16799.519324
27 3 4 27-17,17-22,22-1,1-0,0-2,2-3 16954.1988916
27 3 5 27-18,18-20,20-21,21-2,2-3 16688.8135464
30 12 0 30-31,31-1,1-22,22-17,17-10,10-12 4377.76024027
30 12 1 30-31,31-1,1-22,22-17,17-11,11-12 4382.17201564
30 12 2 30-7,7-17,17-10,10-12 5022.76853744
30 12 3 30-31,31-1,1-2,2-27,27-10,10-11,11-12 4467.06609722
30 12 4 30-31,31-1,1-28,28-17,17-11,11-12 6280.54222574
30 12 5 30-31,31-1,1-22,22-13,13-10,10-12 4519.85860993
4 7 0 4-15,15-7 234.846983756
4 7 1 4-5,5-15,15-7 568.275630505
4 7 2 4-15,15-29,29-1,1-6,6-7 2584.7365727
4 7 3 4-8,8-21,21-7 3689.87110249
4 7 4 4-8,8-28,28-15,15-7 2942.58968377
4 7 5 4-15,15-29,29-1,1-31,31-30,30-7 3028.44065278
28 4 0 28-15,15-4 1342.9981801
28 4 1 28-15,15-5,5-4 1676.42682685
28 4 2 28-8,8-4 1803.15608608
28 4 3 28-9,9-8,8-4 1833.30935436
28 4 4 28-1,1-29,29-15,15-4 2285.7272398
28 4 5 28-1,1-6,6-7,7-15,15-4 2439.62730203
31 9 0 31-1,1-8,8-9 1562.32232325
31 9 1 31-1,1-28,28-9 2078.17938877
31 9 2 31-30,30-7,7-15,15-4,4-8,8-9 2638.4613477
31 9 3 31-1,1-2,2-28,28-9 3225.75063847
31 9 4 31-30,30-7,7-15,15-28,28-9 2716.05154491
31 9 5 31-1,1-0,0-2,2-21,21-8,8-9 2913.51378646
5 6 0 5-15,15-7,7-6 769.094368992
5 6 1 5-4,4-15,15-7,7-6 769.238369754
5 6 2 5-15,15-29,29-1,1-6 2383.77383345
5 6 3 5-4,4-8,8-1,1-6 3290.38884273
5 6 4 5-15,15-28,28-1,1-6 3346.81575913
5 6 5 5-15,15-29,29-1,1-31,31-30,30-7,7-6 3562.68803802
20 34 0 20-19,19-2,2-27,27-35,35-34 2344.02605763
20 34 1 20-18,18-27,27-35,35-34 2461.74711178
20 34 2 20-19,19-2,2-27,27-33,33-32,32-34 3431.91633664
20 34 3 20-21,21-2,2-27,27-22,22-33,33-32,32-34 4075.37066342
20 34 4 20-18,18-27,27-33,33-32,32-34 3549.63739079
20 34 5 20-21,21-8,8-1,1-2,2-27,27-35,35-34 3574.86820075
29 35 0 29-1,1-22,22-27,27-35 3424.6760977
29 35 1 29-1,1-2,2-27,27-33,33-32,32-34,34-35 3602.36964297
29 35 2 29-15,15-7,7-6,6-1,1-2,2-27,27-35 3656.8074655
29 35 3 29-15,15-28,28-13,13-27,27-26,26-35 35276.3765815
29 35 4 29-1,1-22,22-17,17-27,27-35 3424.6760977
29 35 5 29-1,1-0,0-2,2-27,27-35 2382.66423606
16 2 0 16-13,13-27,27-2 2414.82815942
16 2 1 16-17,17-27,27-2 2511.90290314
16 2 2 16-17,17-28,28-2 5427.28948915
16 2 3 16-11,11-10,10-27,27-2 2984.0951389
16 2 4 16-13,13-22,22-27,27-2 2516.34888277
16 2 5 16-11,11-17,17-27,27-2 3029.75593111
6 21 0 6-7,7-21 2161.18560435
6 21 1 6-1,1-8,8-21 2390.61233417
6 21 2 6-1,1-2,2-21 2423.82385425
6 21 3 6-7,7-15,15-4,4-8,8-21 2498.74260638
6 21 4 6-1,1-0,0-2,2-19,19-20,20-21 2855.15252115
6 21 5 6-7,7-15,15-28,28-8,8-21 2577.20456122
21 35 0 21-2,2-27,27-35 2097.61782089
21 35 1 21-20,20-18,18-27,27-35 2491.98797439
21 35 2 21-2,2-27,27-33,33-32,32-34,34-35 3472.00279534
21 35 3 21-20,20-18,18-27,27-26,26-35 30322.7873351
21 35 4 21-8,8-1,1-2,2-27,27-35 3258.1326427
21 35 5 21-8,8-28,28-2,2-27,27-35 3728.70637365
19 15 0 19-2,2-1,1-29,29-15 2248.56274636
19 15 1 19-2,2-1,1-6,6-7,7-15 2402.46280859
19 15 2 19-20,20-21,21-7,7-15 2490.47815071
19 15 3 19-20,20-21,21-8,8-4,4-15 2796.75275139
19 15 4 19-2,2-28,28-15 3165.44957985
19 15 5 19-2,2-0,0-1,1-29,29-15 2403.2423139
17 3 0 17-27,27-3 14228.246989
17 3 1 17-22,22-27,27-3 14228.246989
17 3 2 17-27,27-2,2-3 15072.7247044
17 3 3 17-28,28-2,2-3 17988.1112905
17 3 4 17-16,16-13,13-27,27-3 16044.1220124
17 3 5 17-22,22-1,1-2,2-3 16135.8961725
7 16 0 7-17,17-16 3745.13752353
7 16 1 7-17,17-22,22-13,13-16 3749.58350316
7 16 2 7-15,15-29,29-1,1-22,22-17,17-16 4107.48836499
7 16 3 7-17,17-11,11-16 4262.9905515
7 16 4 7-15,15-28,28-13,13-16 5043.70354131
7 16 5 7-6,6-1,1-22,22-13,13-16 4234.55200551
31 23 0 31-1,1-22,22-23 3588.95692987
31 23 1 31-1,1-2,2-27,27-22,22-23 3719.51180366
31 23 2 31-30,30-7,7-17,17-16,16-23 5690.52546929
31 23 3 31-1,1-22,22-13,13-23 4476.72077357
31 23 4 31-1,1-0,0-2,2-27,27-18,18-25,25-23 4486.49205507
31 23 5 31-1,1-22,22-17,17-16,16-23 4472.27509492
5 32 0 5-15,15-29,29-1,1-2,2-27,27-35,35-34,34-32 3882.23499205
5 32 1 5-4,4-15,15-29,29-1,1-2,2-27,27-35,35-34,34-32 3882.37899282
5 32 2 5-15,15-7,7-17,17-22,22-33,33-32 4106.2419579
5 32 3 5-4,4-8,8-1,1-22,22-33,33-32 5343.9254073
5 32 4 5-15,15-28,28-13,13-27,27-35,35-34,34-32 7824.90480957
5 32 5 5-4,4-15,15-7,7-17,17-22,22-33,33-32 4106.38595867
20 8 0 20-21,21-8 755.138398123
20 8 1 20-19,19-2,2-1,1-8 2567.36736297
20 8 2 20-19,19-2,2-21,21-8 2570.15291675
20 8 3 20-18,18-25,25-8 3901.64194729
20 8 4 20-21,21-2,2-28,28-8 3108.26841523
20 8 5 20-19,19-2,2-0,0-1,1-8 2722.04693051
18 8 0 18-20,20-21,21-8 2079.75899569
18 8 1 18-25,25-8 2577.02134972
18 8 2 18-25,25-9,9-8 2584.98347216
18 8 3 18-27,27-2,2-1,1-8 3144.07755574
18 8 4 18-25,25-28,28-8 3452.70638759
18 8 5 18-27,27-2,2-21,21-8 3146.86310952
33 32 0 33-32 344.720379664
33 32 1 33-27,27-35,35-34,34-32 1555.94866045
33 32 2 33-22,22-27,27-35,35-34,34-32 2129.07566592
33 32 3 33-22,22-17,17-27,27-35,35-34,34-32 2129.07566592
33 32 4 33-22,22-13,13-27,27-35,35-34,34-32 3943.28485757
33 32 5 33-22,22-17,17-10,10-27,27-35,35-34,34-32 4346.64669968
16 24 0 16-13,13-24 1322.31973039
16 24 1 16-23,23-24 1542.75985349
16 24 2 16-13,13-23,23-24 1548.87136389
16 24 3 16-11,11-13,13-24 1973.18952963
16 24 4 16-17,17-22,22-23,23-24 2572.39145556
16 24 5 16-11,11-10,10-13,13-24 1977.827916
21 13 0 21-2,2-27,27-13 3354.4431737
21 13 1 21-2,2-27,27-22,22-13 3455.96389705
21 13 2 21-20,20-18,18-27,27-13 3748.8133272
21 13 3 21-8,8-28,28-13 4971.37993921
21 13 4 21-20,20-18,18-25,25-13 3823.63975805
21 13 5 21-2,2-27,27-17,17-16,16-13 3457.62972879
10 34 0 10-27,27-35,35-34 2155.96626901
10 34 1 10-17,17-27,27-35,35-34 2201.62982882
10 34 2 10-17,17-22,22-33,33-32,32-34 2535.40081033
10 34 3 10-13,13-27,27-35,35-34 2242.20747514
10 34 4 10-11,11-13,13-22,22-27,27-35,35-34 2367.53513138
10 34 5 10-11,11-17,17-27,27-35,35-34 2230.07238047
8 14 0 8-1,1-22,22-17,17-16,16-14 18811.1843513
8 14 1 8-1,1-22,22-13,13-16,16-14 18815.6303309
8 14 2 8-25,25-10,10-14 19508.8126798
8 14 3 8-21,21-2,2-27,27-13,13-16,16-14 18847.4500352
8 14 4 8-28,28-13,13-16,16-14 19301.0864251
8 14 5 8-1,1-2,2-27,27-17,17-16,16-14 18941.7392251
32 27 0 32-34,34-35,35-27 894.082882911
32 27 1 32-33,33-27 1006.5861572
32 27 2 32-33,33-22,22-27 1579.71316267
32 27 3 32-33,33-22,22-17,17-27 1579.71316267
32 27 4 32-33,33-22,22-13,13-27 3393.92235433
32 27 5 32-33,33-22,22-17,17-10,10-27 3797.28419643
22 2 0 22-27,27-2 1555.42801958
22 2 1 22-17,17-27,27-2 1555.42801958
22 2 2 22-1,1-2 2618.59948768
22 2 3 22-1,1-0,0-2 2773.27905522
22 2 4 22-27,27-18,18-20,20-19,19-2 3764.8126917
22 2 5 22-33,33-27,27-2 2125.04027715
9 15 0 9-8,8-4,4-15 1549.35866862
9 15 1 9-28,28-15 1626.94886584
9 15 2 9-8,8-28,28-15 1627.82062346
9 15 3 9-28,28-1,1-29,29-15 2569.67792554
9 15 4 9-8,8-1,1-6,6-7,7-15 2207.72092225
9 15 5 9-8,8-4,4-5,5-15 1882.78731537
33 26 0 33-27,27-26 14594.4548037
33 26 1 33-27,27-35,35-26 15086.3601777
33 26 2 33-32,32-34,34-35,35-26 15137.0135971
33 26 3 33-22,22-27,27-26 15167.5818092
33 26 4 33-22,22-17,17-27,27-26 15167.5818092
33 26 5 33-22,22-13,13-27,27-26 16981.7910009
23 11 0 23-13,13-11 1200.41705428
23 11 1 23-16,16-11 1200.41719008
23 11 2 23-16,16-13,13-11 1200.41735526
23 11 3 23-22,22-17,17-11 2090.92037468
23 11 4 23-13,13-10,10-11 1205.05544065
23 11 5 23-13,13-10,10-12,12-11 1812.32098613
10 12 0 10-12 315.648160878
10 12 1 10-11,11-12 320.062703854
10 12 2 10-13,13-11,11-12 947.125735396
10 12 3 10-17,17-11,11-12 2583.29452983
10 12 4 10-13,13-16,16-11,11-12 953.237381591
10 12 5 10-17,17-22,22-13,13-11,11-12 2720.75728073
34 1 0 34-35,35-27,27-2,2-1 1895.05741958
34 1 1 34-32,32-33,33-27,27-2,2-1 2982.9476986
34 1 2 34-35,35-27,27-22,22-1 3091.74884877
34 1 3 34-32,32-33,33-22,22-1 3425.51983028
34 1 4 34-35,35-27,27-2,2-0,0-1 2049.73698713
34 1 5 34-35,35-27,27-17,17-22,22-1 3091.74884877
8 20 0 8-21,21-20 755.138398123
8 20 1 8-1,1-2,2-19,19-20 2567.36736297
8 20 2 8-21,21-2,2-19,19-20 2570.15291675
8 20 3 8-25,25-18,18-20 3901.64194729
8 20 4 8-28,28-2,2-21,21-20 3108.26841523
8 20 5 8-1,1-0,0-2,2-19,19-20 2722.04693051
11 1 0 11-17,17-22,22-1 3167.57350555
11 1 1 11-10,10-17,17-22,22-1 3167.57627315
11 1 2 11-10,10-27,27-2,2-1 3252.46758712
11 1 3 11-13,13-28,28-1 5179.53451283
11 1 4 11-16,16-13,13-22,22-1 3311.14790265
11 1 5 11-17,17-27,27-2,2-1 3298.12837933
35 28 0 35-27,27-2,2-28 2658.54047237
35 28 1 35-27,27-18,18-20,20-21,21-8,8-28 3562.15387567
35 28 2 35-26,26-27,27-2,2-28 30489.3398331
35 28 3 35-27,27-17,17-28 3893.98621846
35 28 4 35-27,27-22,22-17,17-28 3893.98621846
35 28 5 35-27,27-2,2-1,1-28 2704.69556455
9 17 0 9-8,8-1,1-22,22-17 2961.92121272
9 17 1 9-8,8-1,1-2,2-27,27-17 3092.47608651
9 17 2 9-28,28-17 3470.37750296
9 17 3 9-25,25-10,10-17 5607.49628656
9 17 4 9-8,8-28,28-17 3471.24926058
9 17 5 9-28,28-1,1-22,22-17 3477.77827824
24 23 0 24-23 670.833386129
24 23 1 24-13,13-23 2194.24589677
24 23 2 24-13,13-16,16-23 2194.24619775
24 23 3 24-25,25-23 2399.7501794
24 23 4 24-13,13-22,22-23 3222.21196807
24 23 5 24-13,13-11,11-16,16-23 2845.11599699
12 10 0 12-10 315.648160878
12 10 1 12-11,11-10 320.062703854
12 10 2 12-11,11-13,13-10 947.125735396
12 10 3 12-11,11-17,17-10 2583.29452983
12 10 4 12-11,11-16,16-13,13-10 953.237381591
12 10 5 12-11,11-13,13-22,22-17,17-10 2720.75728073
30 34 0 30-7,7-15,15-29,29-1,1-2,2-27,27-35,35-34 3811.17502409
30 34 1 30-31,31-1,1-2,2-27,27-33,33-32,32-34 3891.70616446
30 34 2 30-31,31-1,1-22,22-27,27-35,35-34 4000.50731463
30 34 3 30-7,7-17,17-27,27-35,35-34 4645.51561181
30 34 4 30-31,31-1,1-22,22-33,33-32,32-34 4334.27829615
30 34 5 30-7,7-6,6-1,1-0,0-2,2-27,27-35,35-34 4088.47225252
10 22 0 10-17,17-22 1131.61729679
10 22 1 10-11,11-17,17-22 1160.05984844
10 22 2 10-13,13-22 1273.71566646
10 22 3 10-12,12-11,11-13,13-22 1904.78814482
10 22 4 10-13,13-16,16-17,17-22 1275.3814982
10 22 5 10-11,11-13,13-22 1297.52259934
25 22 0 25-18,18-27,27-22 1757.07169128
25 22 1 25-18,18-27,27-17,17-22 1757.07169128
25 22 2 25-23,23-22 2072.6416673
25 22 3 25-13,13-22 2920.68450152
25 22 4 25-24,24-23,23-22 2888.10826997
25 22 5 25-10,10-17,17-22 3400.73673348
13 11 0 13-11 325.434982214
13 11 1 13-10,10-11 330.073368581
13 11 2 13-16,16-11 331.546628409
13 11 3 13-22,22-17,17-11 2103.70214631
13 11 4 13-10,10-12,12-11 937.33891406
13 11 5 13-23,23-16,16-11 2075.39926215
2 16 0 2-27,27-13,13-16 2414.82815942
2 16 1 2-27,27-17,17-16 2511.90290314
2 16 2 2-28,28-13,13-16 5407.86351506
2 16 3 2-27,27-10,10-11,11-16 2984.0951389
2 16 4 2-27,27-22,22-17,17-16 2511.90290314
2 16 5 2-27,27-17,17-11,11-16 3029.75593111
26 21 0 26-27,27-2,2-21 15767.0648143
26 21 1 26-27,27-18,18-20,20-21 16161.4349678
26 21 2 26-35,35-27,27-2,2-21 16258.9701883
26 21 3 26-27,27-2,2-1,1-8,8-21 16927.5796361
26 21 4 26-35,35-27,27-18,18-20,20-21 16653.3403418
26 21 5 26-27,27-2,2-28,28-8,8-21 17398.153367
35 11 0 35-27,27-10,10-11 2026.94158092
35 11 1 35-27,27-17,17-11 2072.60237313
35 11 2 35-26,26-27,27-10,10-11 29857.7409417
35 11 3 35-27,27-13,13-11 2108.54440068
35 11 4 35-27,27-22,22-17,17-16,16-11 2211.73079059
35 11 5 35-27,27-13,13-16,16-11 2114.65604688
3 13 0 3-27,27-13 15084.5912232
3 13 1 3-27,27-22,22-13 15186.1119465
3 13 2 3-2,2-28,28-13 18922.1042942
3 13 3 3-27,27-17,17-16,16-13 15187.7777783
3 13 4 3-27,27-10,10-13 15630.051435
3 13 5 3-27,27-10,10-11,11-13 15653.8583679
27 24 0 27-22,22-23,23-24 2279.53972349
27 24 1 27-17,17-22,22-23,23-24 2279.53972349
27 24 2 27-18,18-25,25-24 2365.64023776
27 24 3 27-13,13-24 2839.23121034
27 24 4 27-22,22-13,13-24 2940.75193368
27 24 5 27-17,17-16,16-13,13-24 2942.41776543
1 13 0 1-22,22-13 2979.60127424
1 13 1 1-22,22-17,17-16,16-13 2981.26710598
1 13 2 1-2,2-27,27-13 3008.63542468
1 13 3 1-28,28-13 4854.09953061
1 13 4 1-0,0-2,2-27,27-13 3163.31499222
1 13 5 1-22,22-17,17-10,10-13 3469.20432248
4 14 0 4-15,15-7,7-17,17-10,10-14 19180.51022
4 14 1 4-15,15-29,29-1,1-22,22-17,17-16,16-14 19219.3537154
4 14 2 4-5,5-15,15-7,7-17,17-16,16-14 19221.713922
4 14 3 4-8,8-25,25-10,10-14 20823.4530524
4 14 4 4-15,15-29,29-1,1-2,2-27,27-13,13-16,16-14 19252.8338455
4 14 5 4-15,15-7,7-17,17-11,11-10,10-14 19208.9527717
28 3 0 28-2,2-3 15020.8902563
28 3 1 28-1,1-2,2-3 15067.0453485
28 3 2 28-2,2-27,27-3 15960.0222771
28 3 3 28-17,17-27,27-3 17195.4680232
28 3 4 28-8,8-21,21-2,2-3 15530.1335061
28 3 5 28-9,9-8,8-1,1-0,0-2,2-3 15712.1807882
2 10 0 2-27,27-10 2641.38175655
2 10 1 2-27,27-17,17-10 2687.04531637
2 10 2 2-28,28-13,13-10 5720.65831832
2 10 3 2-27,27-22,22-17,17-11,11-10 2715.48786802
2 10 4 2-27,27-13,13-10 2727.62296269
2 10 5 2-27,27-13,13-11,11-10 2751.42989557
24 35 0 24-23,23-22,22-27,27-35 2542.68175631
24 35 1 24-25,25-18,18-27,27-35 2628.78227059
24 35 2 24-23,23-22,22-33,33-32,32-34,34-35 3162.94743327
24 35 3 24-13,13-27,27-35 3102.37324317
24 35 4 24-25,25-18,18-27,27-26,26-35 30459.5816313
24 35 5 24-13,13-22,22-17,17-27,27-35 3203.89396651
5 15 0 5-15 385.848106077
5 15 1 5-4,4-15 385.992106839
5 15 2 5-4,4-8,8-28,28-15 3093.73480686
5 15 3 5-4,4-8,8-1,1-29,29-15 3519.73504342
5 15 4 5-4,4-8,8-21,21-7,7-15 3872.29862692
5 15 5 5-4,4-8,8-9,9-28,28-15 3123.88807513
29 2 0 29-1,1-2 1073.0377676
29 2 1 29-1,1-0,0-2 1227.71733514
29 2 2 29-15,15-7,7-6,6-1,1-2 2501.86056458
29 2 3 29-15,15-28,28-2 3264.84733584
29 2 4 29-1,1-8,8-21,21-2 2925.16808745
29 2 5 29-1,1-28,28-2 2932.65366079
3 19 0 3-2,2-19 14055.3602963
3 19 1 3-27,27-2,2-19 14994.492317
3 19 2 3-2,2-21,21-20,20-19 15141.2240128
3 19 3 3-27,27-18,18-20,20-19 16127.7497664
3 19 4 3-2,2-1,1-8,8-21,21-20,20-19 16301.7388346
3 19 5 3-27,27-2,2-21,21-20,20-19 16080.3560335
25 34 0 25-18,18-27,27-35,35-34 1499.83792034
25 34 1 25-18,18-27,27-33,33-32,32-34 2587.72819935
25 34 2 25-23,23-22,22-27,27-35,35-34 3142.65419934
25 34 3 25-23,23-22,22-33,33-32,32-34 3476.42518085
25 34 4 25-13,13-27,27-35,35-34 3889.17631021
25 34 5 25-10,10-27,27-35,35-34 4425.0857057
6 12 0 6-1,1-22,22-17,17-10,10-12 4353.29153774
6 12 1 6-1,1-22,22-17,17-11,11-12 4357.70331312
6 12 2 6-7,7-17,17-10,10-12 4603.53315988
6 12 3 6-1,1-2,2-27,27-10,10-11,11-12 4442.59739469
6 12 4 6-1,1-28,28-17,17-11,11-12 6256.07352322
6 12 5 6-1,1-22,22-13,13-10,10-12 4495.38990741
30 25 0 30-31,31-1,1-2,2-27,27-18,18-25 3490.87504469
30 25 1 30-31,31-1,1-8,8-25 4047.7407925
30 25 2 30-7,7-21,21-20,20-18,18-25 4441.24119594
30 25 3 30-7,7-15,15-28,28-25 4527.75330547
30 25 4 30-7,7-15,15-4,4-8,8-9,9-25 4558.59986219
30 25 5 30-31,31-1,1-28,28-25 4463.12322653
4 20 0 4-8,8-21,21-20 2069.77877071
4 20 1 4-15,15-7,7-21,21-20 2201.9157362
4 20 2 4-15,15-29,29-1,1-2,2-19,19-20 2975.53672704
4 20 3 4-8,8-25,25-18,18-20 5216.28231988
4 20 4 4-5,5-15,15-28,28-8,8-21,21-20 2920.08093847
4 20 5 4-15,15-7,7-6,6-1,1-2,2-19,19-20 3129.43678927
19 20 0 19-20 507.768197598
19 20 1 19-2,2-21,21-20 1654.22274169
19 20 2 19-2,2-1,1-8,8-21,21-20 2814.73756349
19 20 3 19-2,2-27,27-18,18-20 3485.22621072
19 20 4 19-2,2-0,0-1,1-29,29-15,15-7,7-21,21-20 4385.95226702
19 20 5 19-2,2-28,28-8,8-21,21-20 3285.31129445
17 4 0 17-7,7-15,15-4 3023.50962373
17 4 1 17-22,22-1,1-29,29-15,15-4 3354.57806385
17 4 2 17-7,7-15,15-5,5-4 3356.93827048
17 4 3 17-28,28-15,15-4 4310.21921425
17 4 4 17-22,22-1,1-8,8-4 4261.04907236
17 4 5 17-27,27-2,2-1,1-29,29-15,15-5,5-4 3818.56158439
7 9 0 7-15,15-4,4-8,8-9 1564.99986929
7 9 1 7-15,15-28,28-9 1642.59006651
7 9 2 7-6,6-1,1-8,8-9 2192.07972157
7 9 3 7-17,17-28,28-9 6259.04014293
7 9 4 7-21,21-8,8-9 2390.74324285
7 9 5 7-15,15-29,29-1,1-28,28-9 2585.31912621
22 35 0 22-27,27-35 926.765184314
22 35 1 22-17,17-27,27-35 926.765184314
22 35 2 22-33,33-32,32-34,34-35 1547.03086127
22 35 3 22-13,13-27,27-35 2740.97437597
22 35 4 22-33,33-27,27-35 1496.37744188
22 35 5 22-27,27-33,33-32,32-34,34-35 2301.15015877
20 23 0 20-18,18-25,25-23 2814.89048513
20 23 1 20-19,19-2,2-27,27-22,22-23 3546.34301444
20 23 2 20-19,19-2,2-27,27-17,17-22,22-23 3546.34301444
20 23 3 20-21,21-8,8-25,25-23 4097.00682315
20 23 4 20-18,18-25,25-24,24-23 3630.35708779
20 23 5 20-21,21-8,8-9,9-25,25-23 4104.96894559
18 3 0 18-27,27-3 14295.3609712
18 3 1 18-27,27-2,2-3 15139.8386866
18 3 2 18-20,20-19,19-2,2-3 15887.7490914
18 3 3 18-25,25-23,23-22,22-27,27-3 16663.6000625
18 3 4 18-20,20-21,21-2,2-3 15958.0764127
18 3 5 18-25,25-13,13-27,27-3 17410.1221733
16 31 0 16-17,17-22,22-1,1-31 3600.34862756
16 31 1 16-13,13-22,22-1,1-31 3604.79460719
16 31 2 16-17,17-7,7-30,30-31 4818.59900193
16 31 3 16-13,13-27,27-2,2-1,1-31 3633.82875763
16 31 4 16-17,17-27,27-2,2-0,0-1,1-31 3885.58306889
16 31 5 16-11,11-17,17-22,22-1,1-31 4118.20165553
21 22 0 21-2,2-27,27-22 2498.09893955
21 22 1 21-2,2-27,27-17,17-22 2498.09893955
21 22 2 21-20,20-18,18-27,27-22 2892.46909305
21 22 3 21-8,8-1,1-22 3528.05888757
21 22 4 21-20,20-19,19-2,2-27,27-33,33-22 3344.36029646
21 22 5 21-2,2-1,1-22 3561.27040764
18 34 0 18-27,27-35,35-34 1137.12651421
18 34 1 18-27,27-33,33-32,32-34 2225.01679323
18 34 2 18-25,25-23,23-22,22-27,27-35,35-34 3505.36560547
18 34 3 18-27,27-17,17-22,22-33,33-32,32-34 2798.1437987
18 34 4 18-20,20-19,19-2,2-27,27-35,35-34 3668.6466552
18 34 5 18-25,25-13,13-27,27-35,35-34 4251.88771633
17 30 0 17-22,22-1,1-31,31-30 2930.4947826
17 30 1 17-27,27-2,2-1,1-31,31-30 3061.04965639
17 30 2 17-7,7-30 3575.50307978
17 30 3 17-22,22-1,1-29,29-15,15-7,7-30 3937.85392124
17 30 4 17-27,27-2,2-1,1-6,6-7,7-30 4191.02645591
17 30 5 17-27,27-2,2-0,0-1,1-31,31-30 3215.72922393
32 18 0 32-34,34-35,35-27,27-18 1624.82001657
32 18 1 32-33,33-27,27-18 1737.32329086
32 18 2 32-33,33-22,22-23,23-25,25-18 3351.44308461
