s t k edges
15 24 2 15-14,14-19,19-13,13-2,2-3,3-0,0-7,7-6,6-25,25-24 5293.1874342
15 24 3 15-4,4-29,29-28,28-27,27-26,26-25,25-24 8864.57189109
15 24 4 15-4,4-5,5-16,16-9,9-8,8-30,30-21,21-22,22-2,2-3,3-0,0-1,1-23,23-24 7486.89300537
15 24 5 15-4,4-29,29-25,25-6,6-7,7-0,0-1,1-23,23-24 6884.10592387
11 8 0 11-10,10-19,19-13,13-2,2-22,22-21,21-30,30-8 2310.3217996
11 8 1 11-10,10-19,19-14,14-15,15-4,4-5,5-16,16-9,9-8 2557.46618467
11 8 2 11-12,12-17,17-18,18-20,20-13,13-2,2-22,22-21,21-30,30-8 3019.23603193
11 8 3 11-10,10-19,19-13,13-2,2-3,3-0,0-7,7-6,6-25,25-29,29-4,4-5,5-16,16-9,9-8 5882.08533788
11 8 4 11-12,12-17,17-18,18-20,20-13,13-19,19-14,14-15,15-4,4-5,5-16,16-9,9-8 3878.53720669
11 8 5 11-10,10-19,19-14,14-15,15-4,4-29,29-25,25-24,24-23,23-1,1-0,0-3,3-2,2-22,22-21,21-30,30-8 10281.4284337
0 19 0 0-3,3-2,2-13,13-19 1213.83092284
0 19 1 0-3,3-2,2-13,13-20,20-18,18-17,17-12,12-11,11-10,10-19 2325.63871205
0 19 2 0-7,7-6,6-25,25-29,29-4,4-15,15-14,14-19 3942.7177342
0 19 3 0-1,1-23,23-24,24-25,25-26,26-27,27-28,28-29,29-4,4-15,15-14,14-19 12909.7612899
0 19 4 0-7,7-6,6-25,25-29,29-4,4-5,5-16,16-9,9-8,8-30,30-21,21-22,22-2,2-13,13-19 6575.68265776
0 19 5 0-1,1-23,23-24,24-25,25-29,29-4,4-15,15-14,14-19 7890.49624579
24 16 0 24-25,25-29,29-4,4-5,5-16 4466.89889859
24 16 1 24-23,23-1,1-0,0-3,3-2,2-22,22-21,21-30,30-8,8-9,9-16 6137.17265907
24 16 2 24-25,25-6,6-7,7-0,0-3,3-2,2-22,22-21,21-30,30-8,8-9,9-16 6171.33977164
24 16 3 24-25,25-26,26-27,27-28,28-29,29-4,4-5,5-16 9486.16394268
24 16 4 24-23,23-1,1-0,0-3,3-2,2-13,13-19,19-14,14-15,15-4,4-5,5-16 6608.74066793
24 16 5 24-23,23-1,1-0,0-7,7-6,6-25,25-29,29-4,4-5,5-16 7505.69797546
14 7 0 14-19,19-13,13-2,2-3,3-0,0-7 1786.01450327
14 7 1 14-19,19-10,10-11,11-12,12-17,17-18,18-20,20-13,13-2,2-3,3-0,0-7 2897.82229248
14 7 2 14-15,15-4,4-29,29-25,25-6,6-7 3370.53415377
14 7 3 14-15,15-4,4-29,29-28,28-27,27-26,26-25,25-6,6-7 8389.79919786
14 7 4 14-15,15-4,4-29,29-25,25-24,24-23,23-1,1-0,0-7 8155.32308925
14 7 5 14-15,15-4,4-5,5-16,16-9,9-8,8-30,30-21,21-22,22-2,2-3,3-0,0-7 4810.33165915
12 19 0 12-11,11-10,10-19 247.796246383
12 19 1 12-17,17-18,18-20,20-13,13-19 1476.16833251
12 19 2 12-17,17-18,18-20,20-13,13-2,2-22,22-21,21-30,30-8,8-9,9-16,16-5,5-4,4-15,15-14,14-19 5328.90597022
12 19 3 12-17,17-18,18-20,20-13,13-2,2-3,3-0,0-7,7-6,6-25,25-29,29-4,4-15,15-14,14-19 6020.56019986
12 19 4 12-17,17-18,18-20,20-13,13-2,2-3,3-0,0-1,1-23,23-24,24-25,25-26,26-27,27-28,28-29,29-4,4-15,15-14,14-19 14987.6037556
12 19 5 12-17,17-18,18-20,20-13,13-2,2-3,3-0,0-1,1-23,23-24,24-25,25-29,29-4,4-15,15-14,14-19 9968.33871146
1 18 0 1-0,0-3,3-2,2-13,13-19,19-10,10-11,11-12,12-17,17-18 2243.525152
1 18 1 1-0,0-3,3-2,2-13,13-20,20-18 2680.9025281
1 18 2 1-23,23-24,24-25,25-29,29-4,4-15,15-14,14-19,19-10,10-11,11-12,12-17,17-18 7535.23242975
1 18 3 1-0,0-7,7-6,6-25,25-29,29-4,4-5,5-16,16-9,9-8,8-30,30-21,21-22,22-2,2-13,13-20,20-18 8042.75426302
1 18 4 1-23,23-24,24-25,25-29,29-4,4-15,15-14,14-19,19-13,13-20,20-18 8584.76659552
1 18 5 1-23,23-24,24-25,25-6,6-7,7-0,0-3,3-2,2-13,13-20,20-18 8316.68918393
25 13 0 25-6,6-7,7-0,0-3,3-2,2-13 2444.23562272
25 13 1 25-29,29-4,4-15,15-14,14-19,19-13 2712.31303431
25 13 2 25-29,29-4,4-15,15-14,14-19,19-10,10-11,11-12,12-17,17-18,18-20,20-13 3824.12082353
25 13 3 25-24,24-23,23-1,1-0,0-3,3-2,2-13 6392.01413431
25 13 4 25-26,26-27,27-28,28-29,29-4,4-5,5-16,16-9,9-8,8-30,30-21,21-22,22-2,2-13 9752.3862123
25 13 5 25-26,26-27,27-28,28-29,29-4,4-15,15-14,14-19,19-13 7731.57807841
15 6 0 15-14,14-19,19-13,13-2,2-3,3-0,0-7,7-6 2571.47748846
15 6 1 15-4,4-29,29-25,25-6 2585.07116858
15 6 2 15-14,14-19,19-10,10-11,11-12,12-17,17-18,18-20,20-13,13-2,2-3,3-0,0-7,7-6 3683.28527767
15 6 3 15-4,4-29,29-28,28-27,27-26,26-25,25-6 7604.33621267
15 6 4 15-4,4-5,5-16,16-9,9-8,8-30,30-21,21-22,22-2,2-3,3-0,0-1,1-23,23-24,24-25,25-6 10208.6029511
15 6 5 15-4,4-29,29-25,25-24,24-23,23-1,1-0,0-7,7-6 8144.34160229
13 18 0 13-19,19-10,10-11,11-12,12-17,17-18 643.293601398
13 18 1 13-20,20-18 1080.67097749
13 18 2 13-2,2-22,22-21,21-30,30-8,8-9,9-16,16-5,5-4,4-15,15-14,14-19,19-10,10-11,11-12,12-17,17-18 4496.03123911
13 18 3 13-2,2-3,3-0,0-7,7-6,6-25,25-29,29-4,4-15,15-14,14-19,19-10,10-11,11-12,12-17,17-18 5187.68546875
13 18 4 13-2,2-3,3-0,0-1,1-23,23-24,24-25,25-26,26-27,27-28,28-29,29-4,4-15,15-14,14-19,19-10,10-11,11-12,12-17,17-18 14154.7290244
13 18 5 13-2,2-3,3-0,0-1,1-23,23-24,24-25,25-29,29-4,4-15,15-14,14-19,19-10,10-11,11-12,12-17,17-18 9135.46398035
2 25 0 2-3,3-0,0-7,7-6,6-25 2183.70375029
2 25 1 2-13,13-19,19-14,14-15,15-4,4-29,29-25 2972.84490674
2 25 2 2-13,13-20,20-18,18-17,17-12,12-11,11-10,10-19,19-14,14-15,15-4,4-29,29-25 4084.65269595
2 25 3 2-3,3-0,0-1,1-23,23-24,24-25 6131.48226189
2 25 4 2-22,22-21,21-30,30-8,8-9,9-16,16-5,5-4,4-29,29-28,28-27,27-26,26-25 9491.85433987
2 25 5 2-22,22-21,21-30,30-8,8-9,9-16,16-5,5-4,4-29,29-25 4472.58929577
26 10 0 26-25,25-29,29-4,4-15,15-14,14-19,19-10 2511.94360058
26 10 1 26-25,25-6,6-7,7-0,0-3,3-2,2-13,13-20,20-18,18-17,17-12,12-11,11-10 3853.43050401
26 10 2 26-27,27-28,28-29,29-4,4-15,15-14,14-19,19-10 7434.19098634
26 10 3 26-25,25-24,24-23,23-1,1-0,0-3,3-2,2-13,13-19,19-10 6803.80149026
26 10 4 26-27,27-28,28-29,29-4,4-5,5-16,16-9,9-8,8-30,30-21,21-22,22-2,2-13,13-19,19-10 10067.1559099
26 10 5 26-25,25-6,6-7,7-0,0-3,3-2,2-13,13-19,19-10 2856.02297866
0 9 0 0-3,3-2,2-22,22-21,21-30,30-8,8-9 2313.94922926
0 9 1 0-3,3-2,2-13,13-19,19-14,14-15,15-4,4-5,5-16,16-9 3445.38650927
0 9 2 0-7,7-6,6-25,25-29,29-4,4-5,5-16,16-9 4342.34381681
0 9 3 0-1,1-23,23-24,24-25,25-26,26-27,27-28,28-29,29-4,4-5,5-16,16-9 13309.3873725
0 9 4 0-7,7-6,6-25,25-29,29-4,4-15,15-14,14-19,19-10,10-11,11-12,12-17,17-18,18-20,20-13,13-2,2-22,22-21,21-30,30-8,8-9 7287.86436437
0 9 5 0-1,1-23,23-24,24-25,25-29,29-4,4-5,5-16,16-9 8290.1223284
3 4 0 3-2,2-13,13-19,19-14,14-15,15-4 1746.1641108
3 4 1 3-2,2-13,13-20,20-18,18-17,17-12,12-11,11-10,10-19,19-14,14-15,15-4 2857.97190001
3 4 2 3-0,0-7,7-6,6-25,25-29,29-4 3410.38454623
3 4 3 3-2,2-22,22-21,21-30,30-8,8-9,9-16,16-5,5-4 3245.90849983
3 4 4 3-0,0-1,1-23,23-24,24-25,25-26,26-27,27-28,28-29,29-4 12377.4281019
3 4 5 3-0,0-1,1-23,23-24,24-25,25-29,29-4 7358.16305783
27 3 0 27-26,26-25,25-6,6-7,7-0,0-3 2244.88426116
27 3 1 27-26,26-25,25-29,29-4,4-15,15-14,14-19,19-13,13-2,2-3 3561.20360085
27 3 2 27-28,28-29,29-25,25-6,6-7,7-0,0-3 7340.03291253
27 3 3 27-28,28-29,29-4,4-5,5-16,16-9,9-8,8-30,30-21,21-22,22-2,2-3 9430.673829
27 3 4 27-26,26-25,25-24,24-23,23-1,1-0,0-3 6192.66277276
27 3 5 27-28,28-29,29-4,4-15,15-14,14-19,19-10,10-11,11-12,12-17,17-18,18-20,20-13,13-2,2-3 9042.73722918
30 12 0 30-21,21-22,22-2,2-13,13-19,19-10,10-11,11-12 1368.61716274
30 12 1 30-21,21-22,22-2,2-13,13-20,20-18,18-17,17-12 1984.83245919
30 12 2 30-8,8-9,9-16,16-5,5-4,4-15,15-14,14-19,19-10,10-11,11-12 3591.86975741
30 12 3 30-8,8-9,9-16,16-5,5-4,4-29,29-25,25-6,6-7,7-0,0-3,3-2,2-13,13-20,20-18,18-17,17-12 7532.70420707
30 12 4 30-21,21-22,22-2,2-3,3-0,0-1,1-23,23-24,24-25,25-29,29-4,4-15,15-14,14-19,19-10,10-11,11-12 9339.72379684
30 12 5 30-8,8-9,9-16,16-5,5-4,4-15,15-14,14-19,19-13,13-20,20-18,18-17,17-12 4820.24184354
4 7 0 4-15,15-14,14-19,19-13,13-2,2-3,3-0,0-7 2548.30088669
4 7 1 4-29,29-25,25-6,6-7 2608.24777034
4 7 2 4-15,15-14,14-19,19-10,10-11,11-12,12-17,17-18,18-20,20-13,13-2,2-3,3-0,0-7 3660.1086759
4 7 3 4-29,29-28,28-27,27-26,26-25,25-6,6-7 7627.51281444
4 7 4 4-29,29-25,25-24,24-23,23-1,1-0,0-7 7393.03670582
4 7 5 4-5,5-16,16-9,9-8,8-30,30-21,21-22,22-2,2-3,3-0,0-7 4048.04527572
28 4 0 28-29,29-4 3771.02403152
28 4 1 28-27,27-26,26-25,25-29,29-4 4228.78078769
28 4 2 28-27,27-26,26-25,25-6,6-7,7-0,0-3,3-2,2-13,13-19,19-14,14-15,15-4 6404.78966961
28 4 3 28-29,29-25,25-24,24-23,23-1,1-0,0-3,3-2,2-22,22-21,21-30,30-8,8-9,9-16,16-5,5-4 12119.9786263
28 4 4 28-29,29-25,25-6,6-7,7-0,0-3,3-2,2-13,13-20,20-18,18-17,17-12,12-11,11-10,10-19,19-14,14-15,15-4 7784.2635149
28 4 5 28-27,27-26,26-25,25-24,24-23,23-1,1-0,0-3,3-2,2-22,22-21,21-30,30-8,8-9,9-16,16-5,5-4 11852.3125702
5 6 0 5-4,4-29,29-25,25-6 2679.95160697
5 6 1 5-4,4-15,15-14,14-19,19-13,13-2,2-3,3-0,0-7,7-6 3394.48622155
5 6 2 5-16,16-9,9-8,8-30,30-21,21-22,22-2,2-3,3-0,0-7,7-6 3976.3414391
5 6 3 5-4,4-29,29-28,28-27,27-26,26-25,25-6 7699.21665106
5 6 4 5-4,4-29,29-25,25-24,24-23,23-1,1-0,0-7,7-6 8239.22204068
5 6 5 5-16,16-9,9-8,8-30,30-21,21-22,22-2,2-3,3-0,0-1,1-23,23-24,24-25,25-6 9385.59421802
29 9 0 29-4,4-5,5-16,16-9 2443.14931596
29 9 1 29-25,25-6,6-7,7-0,0-3,3-2,2-22,22-21,21-30,30-8,8-9 4213.14373011
29 9 2 29-4,4-15,15-14,14-19,19-13,13-2,2-22,22-21,21-30,30-8,8-9 4276.8620743
29 9 3 29-28,28-27,27-26,26-25,25-24,24-23,23-1,1-0,0-3,3-2,2-13,13-20,20-18,18-17,17-12,12-11,11-10,10-19,19-14,14-15,15-4,4-5,5-16,16-9 15423.432355
29 9 4 29-25,25-24,24-23,23-1,1-0,0-3,3-2,2-22,22-21,21-30,30-8,8-9 8160.9222417
29 9 5 29-25,25-6,6-7,7-0,0-3,3-2,2-13,13-19,19-14,14-15,15-4,4-5,5-16,16-9 5344.58101012
16 2 0 16-9,9-8,8-30,30-21,21-22,22-2 1996.66320927
16 2 1 16-5,5-4,4-15,15-14,14-19,19-13,13-2 2468.23121812
16 2 2 16-5,5-4,4-15,15-14,14-19,19-10,10-11,11-12,12-17,17-18,18-20,20-13,13-2 3580.03900734
16 2 3 16-5,5-4,4-29,29-25,25-6,6-7,7-0,0-3,3-2 4659.6298368
16 2 4 16-5,5-4,4-29,29-28,28-27,27-26,26-25,25-24,24-23,23-1,1-0,0-3,3-2 13626.6733925
16 2 5 16-5,5-4,4-29,29-25,25-24,24-23,23-1,1-0,0-3,3-2 8607.40834839
6 21 0 6-7,7-0,0-3,3-2,2-22,22-21 1757.85655539
6 21 1 6-25,25-29,29-4,4-15,15-14,14-19,19-13,13-2,2-22,22-21 4008.47197917
6 21 2 6-25,25-29,29-4,4-5,5-16,16-9,9-8,8-30,30-21 4898.43649067
6 21 3 6-25,25-24,24-23,23-1,1-0,0-3,3-2,2-22,22-21 7167.10933432
6 21 4 6-25,25-26,26-27,27-28,28-29,29-4,4-5,5-16,16-9,9-8,8-30,30-21 9917.70153477
6 21 5 6-25,25-29,29-4,4-15,15-14,14-19,19-10,10-11,11-12,12-17,17-18,18-20,20-13,13-2,2-22,22-21 5120.27976838
30 22 0 30-21,21-22 400.849593386
30 22 1 30-8,8-9,9-16,16-5,5-4,4-15,15-14,14-19,19-13,13-2,2-22 4064.04483401
30 22 2 30-8,8-9,9-16,16-5,5-4,4-15,15-14,14-19,19-10,10-11,11-12,12-17,17-18,18-20,20-13,13-2,2-22 5175.85262322
30 22 3 30-8,8-9,9-16,16-5,5-4,4-29,29-25,25-6,6-7,7-0,0-3,3-2,2-22 6255.44345268
30 22 4 30-8,8-9,9-16,16-5,5-4,4-29,29-28,28-27,27-26,26-25,25-24,24-23,23-1,1-0,0-3,3-2,2-22 15222.4870084
30 22 5 30-8,8-9,9-16,16-5,5-4,4-29,29-25,25-24,24-23,23-1,1-0,0-3,3-2,2-22 10203.2219643
19 15 0 19-14,14-15 551.900604561
19 15 1 19-13,13-2,2-22,22-21,21-30,30-8,8-9,9-16,16-5,5-4,4-15 3912.99382283
19 15 2 19-13,13-2,2-3,3-0,0-7,7-6,6-25,25-29,29-4,4-15 4604.64805247
19 15 3 19-10,10-11,11-12,12-17,17-18,18-20,20-13,13-2,2-3,3-0,0-1,1-23,23-24,24-25,25-26,26-27,27-28,28-29,29-4,4-15 14683.4993974
19 15 4 19-13,13-2,2-3,3-0,0-1,1-23,23-24,24-25,25-29,29-4,4-15 8552.42656407
19 15 5 19-10,10-11,11-12,12-17,17-18,18-20,20-13,13-2,2-22,22-21,21-30,30-8,8-9,9-16,16-5,5-4,4-15 5024.80161204
17 3 0 17-12,12-11,11-10,10-19,19-13,13-2,2-3 1153.19190582
17 3 1 17-18,18-20,20-13,13-2,2-3 1619.01460117
17 3 2 17-12,12-11,11-10,10-19,19-14,14-15,15-4,4-29,29-25,25-6,6-7,7-0,0-3 4649.34184508
17 3 3 17-18,18-20,20-13,13-2,2-22,22-21,21-30,30-8,8-9,9-16,16-5,5-4,4-29,29-25,25-24,24-23,23-1,1-0,0-3 11695.9079756
17 3 4 17-18,18-20,20-13,13-19,19-14,14-15,15-4,4-29,29-28,28-27,27-26,26-25,25-6,6-7,7-0,0-3 10746.5863742
17 3 5 17-12,12-11,11-10,10-19,19-14,14-15,15-4,4-5,5-16,16-9,9-8,8-30,30-21,21-22,22-2,2-3 4484.86579868
7 16 0 7-0,0-3,3-2,2-22,22-21,21-30,30-8,8-9,9-16 3062.38907678
7 16 1 7-0,0-3,3-2,2-13,13-19,19-14,14-15,15-4,4-5,5-16 3533.95708564
7 16 2 7-6,6-25,25-29,29-4,4-5,5-16 3593.90396929
7 16 3 7-6,6-25,25-26,26-27,27-28,28-29,29-4,4-5,5-16 8613.16901338
7 16 4 7-0,0-1,1-23,23-24,24-25,25-29,29-4,4-5,5-16 8378.69290476
7 16 5 7-6,6-25,25-24,24-23,23-1,1-0,0-3,3-2,2-22,22-21,21-30,30-8,8-9,9-16 9246.12335394
20 8 0 20-13,13-2,2-22,22-21,21-30,30-8 2577.62755958
20 8 1 20-18,18-17,17-12,12-11,11-10,10-19,19-13,13-2,2-22,22-21,21-30,30-8 2751.93027194
20 8 2 20-18,18-17,17-12,12-11,11-10,10-19,19-14,14-15,15-4,4-5,5-16,16-9,9-8 2999.07465702
20 8 3 20-13,13-2,2-3,3-0,0-7,7-6,6-25,25-29,29-4,4-5,5-16,16-9,9-8 6149.39109787
20 8 4 20-13,13-19,19-14,14-15,15-4,4-5,5-16,16-9,9-8 3436.92873434
20 8 5 20-13,13-2,2-3,3-0,0-1,1-23,23-24,24-25,25-29,29-4,4-5,5-16,16-9,9-8 10097.1696095
18 8 0 18-17,17-12,12-11,11-10,10-19,19-13,13-2,2-22,22-21,21-30,30-8 2446.09022772
18 8 1 18-17,17-12,12-11,11-10,10-19,19-14,14-15,15-4,4-5,5-16,16-9,9-8 2693.23461279
18 8 2 18-20,20-13,13-2,2-22,22-21,21-30,30-8 2883.46760381
18 8 3 18-20,20-13,13-2,2-3,3-0,0-7,7-6,6-25,25-29,29-4,4-5,5-16,16-9,9-8 6455.2311421
18 8 4 18-20,20-13,13-19,19-14,14-15,15-4,4-5,5-16,16-9,9-8 3742.76877857
18 8 5 18-20,20-13,13-2,2-3,3-0,0-1,1-23,23-24,24-25,25-29,29-4,4-5,5-16,16-9,9-8 10403.0096537
16 24 0 16-5,5-4,4-29,29-25,25-24 4466.89889859
16 24 1 16-9,9-8,8-30,30-21,21-22,22-2,2-3,3-0,0-1,1-23,23-24 6137.17265907
16 24 2 16-9,9-8,8-30,30-21,21-22,22-2,2-3,3-0,0-7,7-6,6-25,25-24 6171.33977164
16 24 3 16-5,5-4,4-29,29-28,28-27,27-26,26-25,25-24 9486.16394268
16 24 4 16-5,5-4,4-15,15-14,14-19,19-13,13-2,2-3,3-0,0-1,1-23,23-24 6608.74066793
16 24 5 16-5,5-4,4-29,29-25,25-6,6-7,7-0,0-1,1-23,23-24 7505.69797546
21 13 0 21-22,22-2,2-13 565.421811193
21 13 1 21-30,30-8,8-9,9-16,16-5,5-4,4-15,15-14,14-19,19-13 3899.4726162
21 13 2 21-30,30-8,8-9,9-16,16-5,5-4,4-15,15-14,14-19,19-10,10-11,11-12,12-17,17-18,18-20,20-13 5011.28040541
21 13 3 21-22,22-2,2-3,3-0,0-7,7-6,6-25,25-29,29-4,4-15,15-14,14-19,19-13 5200.90672337
21 13 4 21-30,30-8,8-9,9-16,16-5,5-4,4-29,29-28,28-27,27-26,26-25,25-24,24-23,23-1,1-0,0-3,3-2,2-13 15578.9785354
21 13 5 21-22,22-2,2-3,3-0,0-1,1-23,23-24,24-25,25-29,29-4,4-15,15-14,14-19,19-13 9148.68523497
8 14 0 8-9,9-16,16-5,5-4,4-15,15-14 2202.34103775
8 14 1 8-30,30-21,21-22,22-2,2-13,13-19,19-14 2262.55338965
8 14 2 8-30,30-21,21-22,22-2,2-13,13-20,20-18,18-17,17-12,12-11,11-10,10-19,19-14 3374.36117886
8 14 3 8-9,9-16,16-5,5-4,4-29,29-25,25-6,6-7,7-0,0-3,3-2,2-13,13-19,19-14 5834.31692793
8 14 4 8-30,30-21,21-22,22-2,2-3,3-0,0-1,1-23,23-24,24-25,25-26,26-27,27-28,28-29,29-4,4-15,15-14 14945.5683309
8 14 5 8-30,30-21,21-22,22-2,2-3,3-0,0-7,7-6,6-25,25-29,29-4,4-15,15-14 5978.52477517
22 2 0 22-2 153.361055709
22 2 1 22-21,21-30,30-8,8-9,9-16,16-5,5-4,4-15,15-14,14-19,19-13,13-2 4311.53337168
22 2 2 22-21,21-30,30-8,8-9,9-16,16-5,5-4,4-15,15-14,14-19,19-10,10-11,11-12,12-17,17-18,18-20,20-13,13-2 5423.3411609
22 2 3 22-21,21-30,30-8,8-9,9-16,16-5,5-4,4-29,29-25,25-6,6-7,7-0,0-3,3-2 6502.93199036
22 2 4 22-21,21-30,30-8,8-9,9-16,16-5,5-4,4-29,29-28,28-27,27-26,26-25,25-24,24-23,23-1,1-0,0-3,3-2 15469.975546
22 2 5 22-21,21-30,30-8,8-9,9-16,16-5,5-4,4-29,29-25,25-24,24-23,23-1,1-0,0-3,3-2 10450.7105019
9 15 0 9-16,16-5,5-4,4-15 1679.65498188
9 15 1 9-8,8-30,30-21,21-22,22-2,2-13,13-19,19-14,14-15 2785.23944552
9 15 2 9-8,8-30,30-21,21-22,22-2,2-13,13-20,20-18,18-17,17-12,12-11,11-10,10-19,19-14,14-15 3897.04723473
9 15 3 9-16,16-5,5-4,4-29,29-25,25-6,6-7,7-0,0-3,3-2,2-13,13-19,19-14,14-15 6108.07534421
9 15 4 9-8,8-30,30-21,21-22,22-2,2-3,3-0,0-1,1-23,23-24,24-25,25-26,26-27,27-28,28-29,29-4,4-15 14671.8099146
9 15 5 9-8,8-30,30-21,21-22,22-2,2-3,3-0,0-7,7-6,6-25,25-29,29-4,4-15 5704.76635889
23 11 0 23-1,1-0,0-3,3-2,2-13,13-19,19-10,10-11 4378.30604861
23 11 1 23-1,1-0,0-3,3-2,2-13,13-20,20-18,18-17,17-12,12-11 5087.22028095
23 11 2 23-24,24-25,25-29,29-4,4-15,15-14,14-19,19-10,10-11 5128.9146769
23 11 3 23-24,24-25,25-29,29-4,4-5,5-16,16-9,9-8,8-30,30-21,21-22,22-2,2-13,13-19,19-10,10-11 7761.87960046
23 11 4 23-24,24-25,25-6,6-7,7-0,0-3,3-2,2-13,13-20,20-18,18-17,17-12,12-11 6181.90828732
23 11 5 23-1,1-0,0-7,7-6,6-25,25-29,29-4,4-15,15-14,14-19,19-10,10-11 7107.19285997
10 12 0 10-11,11-12 190.596114448
10 12 1 10-19,19-13,13-20,20-18,18-17,17-12 1533.36846444
10 12 2 10-19,19-14,14-15,15-4,4-5,5-16,16-9,9-8,8-30,30-21,21-22,22-2,2-13,13-20,20-18,18-17,17-12 5386.10610216
10 12 3 10-19,19-14,14-15,15-4,4-29,29-25,25-6,6-7,7-0,0-3,3-2,2-13,13-20,20-18,18-17,17-12 6077.7603318
10 12 4 10-19,19-14,14-15,15-4,4-29,29-28,28-27,27-26,26-25,25-24,24-23,23-1,1-0,0-3,3-2,2-13,13-20,20-18,18-17,17-12 15044.8038875
10 12 5 10-19,19-14,14-15,15-4,4-29,29-25,25-24,24-23,23-1,1-0,0-3,3-2,2-13,13-20,20-18,18-17,17-12 10025.5388434
8 20 0 8-30,30-21,21-22,22-2,2-13,13-20 2577.62755958
8 20 1 8-30,30-21,21-22,22-2,2-13,13-19,19-10,10-11,11-12,12-17,17-18,18-20 2751.93027194
8 20 2 8-9,9-16,16-5,5-4,4-15,15-14,14-19,19-10,10-11,11-12,12-17,17-18,18-20 2999.07465702
8 20 3 8-9,9-16,16-5,5-4,4-29,29-25,25-6,6-7,7-0,0-3,3-2,2-13,13-20 6149.39109787
8 20 4 8-9,9-16,16-5,5-4,4-15,15-14,14-19,19-13,13-20 3436.92873434
8 20 5 8-9,9-16,16-5,5-4,4-29,29-25,25-24,24-23,23-1,1-0,0-3,3-2,2-13,13-20 10097.1696095
11 1 0 11-10,10-19,19-13,13-2,2-3,3-0,0-1 2107.75672388
11 1 1 11-12,12-17,17-18,18-20,20-13,13-2,2-3,3-0,0-1 2816.67095622
11 1 2 11-10,10-19,19-14,14-15,15-4,4-29,29-25,25-24,24-23,23-1 7399.46400162
11 1 3 11-10,10-19,19-14,14-15,15-4,4-29,29-28,28-27,27-26,26-25,25-6,6-7,7-0,0-1 9855.90857934
11 1 4 11-12,12-17,17-18,18-20,20-13,13-2,2-22,22-21,21-30,30-8,8-9,9-16,16-5,5-4,4-29,29-25,25-24,24-23,23-1 10741.3431575
11 1 5 11-10,10-19,19-14,14-15,15-4,4-29,29-25,25-6,6-7,7-0,0-1 4836.64353524
9 17 0 9-16,16-5,5-4,4-15,15-14,14-19,19-10,10-11,11-12,12-17 2554.54813337
9 17 1 9-8,8-30,30-21,21-22,22-2,2-13,13-19,19-10,10-11,11-12,12-17 2556.33138789
9 17 2 9-8,8-30,30-21,21-22,22-2,2-13,13-20,20-18,18-17 3022.15408324
9 17 3 9-16,16-5,5-4,4-29,29-25,25-6,6-7,7-0,0-3,3-2,2-13,13-20,20-18,18-17 6344.98998192
9 17 4 9-16,16-5,5-4,4-15,15-14,14-19,19-13,13-20,20-18,18-17 3632.5276184
9 17 5 9-16,16-5,5-4,4-29,29-25,25-24,24-23,23-1,1-0,0-3,3-2,2-13,13-20,20-18,18-17 10292.7684935
24 23 0 24-23 530.260446901
24 23 1 24-25,25-6,6-7,7-0,0-1,1-23 6490.48425414
24 23 2 24-25,25-29,29-4,4-15,15-14,14-19,19-13,13-2,2-3,3-0,0-1,1-23 8574.06672173
24 23 3 24-25,25-26,26-27,27-28,28-29,29-4,4-5,5-16,16-9,9-8,8-30,30-21,21-22,22-2,2-3,3-0,0-1,1-23 15093.0761549
24 23 4 24-25,25-29,29-4,4-15,15-14,14-19,19-10,10-11,11-12,12-17,17-18,18-20,20-13,13-2,2-3,3-0,0-1,1-23 9685.87451094
24 23 5 24-25,25-29,29-4,4-5,5-16,16-9,9-8,8-30,30-21,21-22,22-2,2-3,3-0,0-1,1-23 10073.8111108
12 10 0 12-11,11-10 190.596114448
12 10 1 12-17,17-18,18-20,20-13,13-19,19-10 1533.36846444
12 10 2 12-17,17-18,18-20,20-13,13-2,2-22,22-21,21-30,30-8,8-9,9-16,16-5,5-4,4-15,15-14,14-19,19-10 5386.10610216
12 10 3 12-17,17-18,18-20,20-13,13-2,2-3,3-0,0-7,7-6,6-25,25-29,29-4,4-15,15-14,14-19,19-10 6077.7603318
12 10 4 12-17,17-18,18-20,20-13,13-2,2-3,3-0,0-1,1-23,23-24,24-25,25-26,26-27,27-28,28-29,29-4,4-15,15-14,14-19,19-10 15044.8038875
12 10 5 12-17,17-18,18-20,20-13,13-2,2-3,3-0,0-1,1-23,23-24,24-25,25-29,29-4,4-15,15-14,14-19,19-10 10025.5388434
10 22 0 10-19,19-13,13-2,2-22 777.171454912
10 22 1 10-11,11-12,12-17,17-18,18-20,20-13,13-2,2-22 1774.57898025
10 22 2 10-19,19-14,14-15,15-4,4-5,5-16,16-9,9-8,8-30,30-21,21-22 3802.12323635
10 22 3 10-19,19-14,14-15,15-4,4-29,29-25,25-6,6-7,7-0,0-3,3-2,2-22 4800.49957741
10 22 4 10-19,19-14,14-15,15-4,4-29,29-25,25-24,24-23,23-1,1-0,0-3,3-2,2-22 8748.278089
10 22 5 10-11,11-12,12-17,17-18,18-20,20-13,13-19,19-14,14-15,15-4,4-5,5-16,16-9,9-8,8-30,30-21,21-22 5411.68755137
25 22 0 25-6,6-7,7-0,0-3,3-2,2-22 2337.064806
25 22 1 25-29,29-4,4-15,15-14,14-19,19-13,13-2,2-22 3126.20596245
