s t k edges
0 7 5 0-11,11-13,13-12,12-17,17-7 646.268292489
24 4 0 24-12,12-17,17-4 533.614041083
24 4 1 24-12,12-13,13-11,11-0,0-4 643.537246321
24 4 2 24-25,25-14,14-13,13-11,11-16,16-15,15-17,17-4 662.137839172
24 4 3 24-12,12-8,8-17,17-4 538.439817781
24 4 4 24-12,12-5,5-17,17-4 549.966158093
24 4 5 24-25,25-14,14-19,19-13,13-11,11-0,0-4 668.967363852
27 17 0 27-12,12-17 363.863068772
27 17 1 27-12,12-8,8-17 368.68884547
27 17 2 27-28,28-13,13-11,11-16,16-15,15-17 474.332313166
27 17 3 27-12,12-5,5-17 380.215185782
27 17 4 27-28,28-13,13-11,11-0,0-4,4-17 474.344148532
27 17 5 27-28,28-13,13-12,12-17 527.627795096
1 6 0 1-18,18-6 119.679481319
1 6 1 1-18,18-17,17-6 299.393993254
1 6 2 1-3,3-11,11-16,16-15,15-17,17-6 381.474780828
1 6 3 1-3,3-11,11-18,18-6 424.952953304
1 6 4 1-18,18-11,11-0,0-4,4-17,17-6 299.63692547
1 6 5 1-3,3-11,11-7,7-17,17-6 476.866540987
25 1 0 25-14,14-13,13-11,11-3,3-1 747.774711829
25 1 1 25-24,24-12,12-13,13-11,11-18,18-1 780.494773489
25 1 2 25-14,14-26,26-12,12-17,17-18,18-1 784.680753
25 1 3 25-14,14-19,19-13,13-11,11-3,3-1 754.592401143
25 1 4 25-24,24-12,12-17,17-18,18-1 788.009296053
25 1 5 25-14,14-28,28-13,13-11,11-18,18-1 690.501535294
28 26 0 28-13,13-12,12-26 237.271930494
28 26 1 28-27,27-12,12-26 372.308509345
28 26 2 28-14,14-26 489.264626059
28 26 3 28-13,13-14,14-26 514.176768318
28 26 4 28-14,14-10,10-12,12-26 754.441521851
28 26 5 28-13,13-19,19-14,14-26 520.994457632
2 5 0 2-12,12-5 356.403823309
2 5 1 2-13,13-12,12-5 398.587712983
2 5 2 2-13,13-11,11-16,16-15,15-17,17-5 486.279573485
2 5 3 2-12,12-17,17-5 497.39116574
2 5 4 2-12,12-8,8-17,17-5 502.216942438
2 5 5 2-13,13-28,28-27,27-12,12-5 583.112948282
26 6 0 26-12,12-17,17-6 514.393393338
26 6 1 26-12,12-8,8-17,17-6 519.219170036
26 6 2 26-14,14-13,13-11,11-18,18-6 944.68777351
26 6 3 26-12,12-5,5-17,17-18,18-6 691.64957526
26 6 4 26-12,12-13,13-11,11-16,16-15,15-17,17-6 624.30476321
26 6 5 26-12,12-17,17-18,18-6 675.29745825
5 8 0 5-17,17-8 247.042338218
5 8 1 5-12,12-8 317.894332257
5 8 2 5-17,17-12,12-8 458.881674688
5 8 3 5-12,12-13,13-11,11-16,16-15,15-17,17-8 759.725142426
5 8 4 5-12,12-17,17-8 649.813772554
5 8 5 5-17,17-4,4-0,0-11,11-13,13-2,2-12,12-8 741.466013071
3 24 0 3-11,11-16,16-15,15-17,17-12,12-24 745.465452122
3 24 1 3-11,11-13,13-14,14-25,25-24 756.332260925
3 24 2 3-1,1-18,18-11,11-13,13-12,12-24 771.937224393
3 24 3 3-11,11-0,0-4,4-17,17-8,8-12,12-24 750.303064186
3 24 4 3-1,1-18,18-17,17-12,12-24 779.451746957
3 24 5 3-11,11-13,13-19,19-14,14-25,25-24 763.149950239
6 7 0 6-17,17-7 160.171265777
6 7 1 6-17,17-15,15-16,16-11,11-7 276.057140837
6 7 2 6-18,18-11,11-7 319.535313313
6 7 3 6-18,18-17,17-7 321.07533069
6 7 4 6-17,17-4,4-0,0-11,11-7 276.068976203
6 7 5 6-18,18-1,1-3,3-11,11-7 436.374756529
4 19 0 4-17,17-15,15-16,16-11,11-13,13-19 433.626739493
4 19 1 4-0,0-11,11-13,13-19 433.638574859
4 19 2 4-17,17-12,12-10,10-14,14-19 768.942830076
4 19 3 4-17,17-8,8-12,12-13,13-19 491.74799812
4 19 4 4-17,17-5,5-12,12-2,2-13,13-19 675.935471577
4 19 5 4-17,17-12,12-27,27-28,28-13,13-19 671.447456722
7 6 0 7-17,17-6 160.171265777
7 6 1 7-11,11-16,16-15,15-17,17-6 276.057140837
7 6 2 7-11,11-18,18-6 319.535313313
7 6 3 7-17,17-18,18-6 321.07533069
7 6 4 7-11,11-0,0-4,4-17,17-6 276.068976203
7 6 5 7-11,11-3,3-1,1-18,18-6 436.374756529
5 18 0 5-17,17-18 248.979018144
5 18 1 5-17,17-15,15-16,16-11,11-18 249.210114994
5 18 2 5-12,12-13,13-11,11-18 644.235929916
5 18 3 5-12,12-17,17-6,6-18 695.215597714
5 18 4 5-12,12-8,8-17,17-18 656.576229178
5 18 5 5-17,17-4,4-0,0-11,11-18 249.22195036
16 22 0 16-15,15-17,17-12,12-23,23-22 664.749429893
16 22 1 16-15,15-17,17-8,8-12,12-23,23-22 669.575206591
16 22 2 16-11,11-13,13-14,14-21,21-22 895.443709191
16 22 3 16-11,11-0,0-4,4-17,17-5,5-12,12-23,23-22 798.770371554
16 22 4 16-15,15-17,17-12,12-26,26-14,14-21,21-22 896.773548651
16 22 5 16-11,11-13,13-12,12-23,23-22 774.660799765
6 25 0 6-17,17-15,15-16,16-11,11-13,13-14,14-25 707.136577456
6 25 1 6-17,17-12,12-24,24-25 711.794959968
6 25 2 6-18,18-11,11-13,13-14,14-25 750.614749932
6 25 3 6-17,17-8,8-12,12-26,26-14,14-25 713.292193613
6 25 4 6-17,17-5,5-12,12-24,24-25 728.147076978
6 25 5 6-17,17-12,12-10,10-14,14-25 711.794959968
19 3 0 19-13,13-11,11-3 527.821161246
19 3 1 19-13,13-11,11-18,18-1,1-3 562.038552931
19 3 2 19-14,14-10,10-12,12-17,17-18,18-1,1-3 1014.78053595
19 3 3 19-13,13-12,12-8,8-17,17-15,15-16,16-11,11-3 703.59940916
19 3 4 19-13,13-12,12-5,5-17,17-4,4-0,0-11,11-3 715.137584837
19 3 5 19-13,13-11,11-7,7-17,17-18,18-1,1-3 774.856205526
17 23 0 17-12,12-23 565.560164196
17 23 1 17-8,8-12,12-23 570.385940894
17 23 2 17-15,15-16,16-11,11-13,13-14,14-21,21-22,22-23 994.632974889
17 23 3 17-5,5-12,12-23 581.912281205
17 23 4 17-4,4-0,0-11,11-13,13-12,12-23 675.483369433
17 23 5 17-7,7-11,11-13,13-2,2-12,12-23 943.524427372
7 28 0 7-11,11-13,13-28 371.741983545
7 28 1 7-17,17-15,15-16,16-11,11-13,13-28 373.513097771
7 28 2 7-17,17-12,12-27,27-28 561.845158552
7 28 3 7-11,11-0,0-4,4-17,17-8,8-12,12-13,13-28 547.532066824
7 28 4 7-17,17-5,5-12,12-27,27-28 578.197275562
7 28 5 7-17,17-12,12-13,13-28 426.808579701
22 28 0 22-23,23-12,12-13,13-28 499.217795634
22 28 1 22-21,21-14,14-28 595.088562802
22 28 2 22-21,21-14,14-13,13-28 620.000705061
22 28 3 22-23,23-12,12-27,27-28 634.254374485
22 28 4 22-21,21-14,14-19,19-13,13-28 626.818394375
22 28 5 22-23,23-12,12-2,2-13,13-28 671.878928779
20 4 0 20-14,14-13,13-11,11-16,16-15,15-17,17-4 803.636728015
20 4 1 20-14,14-26,26-12,12-17,17-4 804.966567475
20 4 2 20-9,9-13,13-11,11-0,0-4 17190.7159739
20 4 3 20-14,14-10,10-12,12-8,8-17,17-4 813.120887226
20 4 4 20-14,14-25,25-24,24-12,12-5,5-17,17-4 824.647227537
20 4 5 20-14,14-19,19-13,13-11,11-0,0-4 810.466252695
18 20 0 18-11,11-13,13-14,14-20 856.520124003
18 20 1 18-17,17-12,12-26,26-14,14-20 975.275855899
18 20 2 18-11,11-13,13-9,9-20 17243.5875345
18 20 3 18-17,17-12,12-10,10-14,14-20 978.604398951
18 20 4 18-1,1-3,3-11,11-13,13-14,14-20 973.359567219
18 20 5 18-17,17-12,12-24,24-25,25-14,14-20 978.604398951
23 25 0 23-22,22-21,21-14,14-25 399.086226017
23 25 1 23-12,12-26,26-14,14-25 618.677975759
23 25 2 23-12,12-24,24-25 622.006518812
23 25 3 23-12,12-10,10-14,14-25 622.006518812
23 25 4 23-12,12-13,13-14,14-25 670.643618229
23 25 5 23-22,22-21,21-14,14-26,26-12,12-24,24-25 1052.40916896
8 2 0 8-12,12-2 255.17460422
8 2 1 8-12,12-13,13-2 297.358493894
8 2 2 8-17,17-15,15-16,16-11,11-13,13-2 575.982452262
8 2 3 8-17,17-12,12-2 587.094044517
8 2 4 8-12,12-27,27-28,28-13,13-2 481.883729194
8 2 5 8-17,17-5,5-12,12-2 603.446161527
9 3 0 9-13,13-11,11-3 8697.61457811
9 3 1 9-13,13-11,11-18,18-1,1-3 8731.8319698
9 3 2 9-20,20-14,14-10,10-12,12-17,17-18,18-1,1-3 9641.4167986
9 3 3 9-13,13-12,12-8,8-17,17-15,15-16,16-11,11-3 8873.39282603
9 3 4 9-13,13-12,12-5,5-17,17-4,4-0,0-11,11-3 8884.9310017
9 3 5 9-13,13-11,11-7,7-17,17-18,18-1,1-3 8944.64962239
14 24 0 14-25,25-24 66.5910903003
14 24 1 14-26,26-12,12-24 586.731852647
14 24 2 14-10,10-12,12-24 590.060395699
14 24 3 14-13,13-12,12-24 638.697495117
14 24 4 14-28,28-27,27-12,12-24 798.310588157
14 24 5 14-19,19-13,13-2,2-12,12-24 818.176317576
10 24 0 10-14,14-25,25-24 133.182180601
10 24 1 10-12,12-24 523.469305399
10 24 2 10-14,14-26,26-12,12-24 653.322942947
10 24 3 10-12,12-13,13-14,14-25,25-24 705.288585417
10 24 4 10-14,14-28,28-27,27-12,12-24 864.901678457
10 24 5 10-14,14-19,19-13,13-2,2-12,12-24 884.767407876
11 21 0 11-13,13-14,14-21 678.986638856
11 21 1 11-13,13-19,19-14,14-21 685.804328171
11 21 2 11-7,7-17,17-12,12-23,23-22,22-21 976.598260387
11 21 3 11-16,16-15,15-17,17-8,8-12,12-26,26-14,14-21 802.7992443
11 21 4 11-0,0-4,4-17,17-12,12-10,10-14,14-21 801.31384602
11 21 5 11-13,13-28,28-14,14-21 703.563153045
24 11 0 24-12,12-13,13-11 584.696916312
24 11 1 24-12,12-17,17-15,15-16,16-11 592.442535726
24 11 2 24-25,25-14,14-13,13-11 603.309344529
24 11 3 24-12,12-8,8-17,17-4,4-0,0-11 597.28014779
24 11 4 24-12,12-5,5-17,17-7,7-11 704.186412895
24 11 5 24-25,25-14,14-19,19-13,13-11 610.127033843
14 2 0 14-13,13-2 402.781927926
14 2 1 14-19,19-13,13-2 409.59961724
14 2 2 14-26,26-12,12-2 471.839247583
14 2 3 14-10,10-12,12-2 475.167790636
14 2 4 14-28,28-13,13-2 427.358442115
14 2 5 14-25,25-24,24-12,12-2 475.167790636
12 22 0 12-23,23-22 392.870041509
12 22 1 12-26,26-14,14-21,21-22 624.894160267
12 22 2 12-10,10-14,14-21,21-22 628.22270332
12 22 3 12-24,24-25,25-14,14-21,21-22 628.22270332
12 22 4 12-13,13-14,14-21,21-22 676.859802737
12 22 5 12-27,27-28,28-14,14-21,21-22 836.472895778
27 22 0 27-12,12-23,23-22 484.853721898
27 22 1 27-28,28-13,13-12,12-23,23-22 648.618448221
27 22 2 27-12,12-26,26-14,14-21,21-22 716.877840656
27 22 3 27-28,28-14,14-21,21-22 744.489215389
27 22 4 27-12,12-10,10-14,14-21,21-22 720.206383709
27 22 5 27-28,28-13,13-2,2-12,12-23,23-22 821.279581367
25 10 0 25-14,14-10 66.5910903003
25 10 1 25-14,14-26,26-12,12-10 586.731852647
25 10 2 25-24,24-12,12-10 590.060395699
25 10 3 25-24,24-12,12-13,13-14,14-10 771.879675717
25 10 4 25-14,14-28,28-27,27-12,12-10 798.310588157
25 10 5 25-14,14-19,19-13,13-2,2-12,12-10 818.176317576
13 23 0 13-12,12-23 375.284201713
13 23 1 13-2,2-12,12-23 547.945334858
13 23 2 13-14,14-21,21-22,22-23 694.445642534
13 23 3 13-28,28-27,27-12,12-23 559.809437012
13 23 4 13-19,19-14,14-21,21-22,22-23 701.263331848
13 23 5 13-11,11-16,16-15,15-17,17-12,12-23 865.74749655
28 17 0 28-13,13-11,11-16,16-15,15-17 324.931660579
28 17 1 28-13,13-11,11-0,0-4,4-17 324.943495945
28 17 2 28-27,27-12,12-17 513.26372136
28 17 3 28-13,13-12,12-8,8-17 383.052919206
28 17 4 28-27,27-12,12-5,5-17 529.615838369
28 17 5 28-13,13-2,2-12,12-17 550.888275653
2 28 0 2-13,13-28 132.166839634
2 28 1 2-12,12-13,13-28 253.189801761
2 28 2 2-12,12-27,27-28 388.226380612
2 28 3 2-13,13-14,14-28 697.973530407
2 28 4 2-13,13-19,19-14,14-28 704.791219722
2 28 5 2-12,12-17,17-15,15-16,16-11,11-13,13-28 743.653096599
26 1 0 26-12,12-13,13-11,11-18,18-1 583.093206859
26 1 1 26-12,12-17,17-18,18-1 590.607729423
26 1 2 26-14,14-13,13-11,11-3,3-1 941.847735406
26 1 3 26-12,12-8,8-17,17-6,6-18,18-1 638.898651355
26 1 4 26-12,12-5,5-17,17-18,18-1 606.959846432
26 1 5 26-12,12-13,13-11,11-3,3-1 664.942897582
3 1 0 3-1 58.0335412043
3 1 1 3-11,11-18,18-1 282.229683273
3 1 2 3-11,11-16,16-15,15-17,17-18,18-1 399.655575709
3 1 3 3-11,11-0,0-4,4-17,17-18,18-1 399.667411075
3 1 4 3-11,11-7,7-17,17-18,18-1 495.047335868
3 1 5 3-11,11-13,13-12,12-17,17-18,18-1 935.668733062
27 12 0 27-12 91.9836803886
27 12 1 27-28,28-13,13-12 255.748406712
27 12 2 27-28,28-13,13-2,2-12 428.409539857
27 12 3 27-28,28-14,14-26,26-12 769.589455016
27 12 4 27-28,28-14,14-10,10-12 772.917998069
27 12 5 27-28,28-13,13-11,11-16,16-15,15-17,17-12 746.21170155
4 26 0 4-17,17-12,12-26 402.803564753
4 26 1 4-17,17-8,8-12,12-26 407.629341451
4 26 2 4-0,0-11,11-13,13-14,14-26 789.631607815
4 26 3 4-17,17-5,5-12,12-26 419.155681763
4 26 4 4-0,0-11,11-13,13-12,12-26 512.726769991
4 26 5 4-0,0-11,11-16,16-15,15-17,17-12,12-26 520.472389405
28 15 0 28-13,13-11,11-16,16-15 324.931660579
28 15 1 28-13,13-11,11-0,0-4,4-17,17-15 324.943495945
28 15 2 28-27,27-12,12-17,17-15 513.26372136
28 15 3 28-13,13-12,12-8,8-17,17-15 383.052919206
28 15 4 28-27,27-12,12-5,5-17,17-15 529.615838369
28 15 5 28-13,13-2,2-12,12-17,17-15 550.888275653
5 27 0 5-12,12-27 301.545456061
5 27 1 5-17,17-12,12-27 442.532798492
5 27 2 5-12,12-13,13-28,28-27 465.310182385
5 27 3 5-17,17-8,8-12,12-27 447.35857519
5 27 4 5-17,17-15,15-16,16-11,11-13,13-28,28-27 553.002042887
5 27 5 5-12,12-2,2-13,13-28,28-27 637.97131553
16 13 0 16-11,11-13 300.187332355
16 13 1 16-15,15-17,17-4,4-0,0-11,11-13 300.199167721
16 13 2 16-15,15-17,17-12,12-13 353.482814284
16 13 3 16-15,15-17,17-8,8-12,12-2,2-13 530.969724127
16 13 4 16-11,11-0,0-4,4-17,17-5,5-12,12-13 487.503755946
16 13 5 16-15,15-17,17-12,12-27,27-28,28-13 538.008049584
6 16 0 6-17,17-15,15-16 111.589828585
6 16 1 6-17,17-4,4-0,0-11,11-16 229.258653236
6 16 2 6-18,18-17,17-15,15-16 272.493893497
6 16 3 6-18,18-11,11-16 272.724990347
6 16 4 6-17,17-7,7-11,11-16 324.63857803
6 16 5 6-18,18-1,1-3,3-11,11-16 389.564433563
21 24 0 21-14,14-25,25-24 208.859474928
21 24 1 21-14,14-26,26-12,12-24 729.000237275
21 24 2 21-22,22-23,23-12,12-24 812.233269901
21 24 3 21-14,14-10,10-12,12-24 732.328780327
21 24 4 21-14,14-13,13-12,12-24 780.965879745
21 24 5 21-22,22-23,23-12,12-26,26-14,14-25,25-24 942.086907449
19 8 0 19-13,13-12,12-8 323.375389623
19 8 1 19-13,13-11,11-16,16-15,15-17,17-8 601.99934799
19 8 2 19-14,14-26,26-12,12-8 602.067455224
19 8 3 19-14,14-10,10-12,12-17,17-8 937.315438573
19 8 4 19-13,13-2,2-12,12-8 496.036522768
19 8 5 19-14,14-25,25-24,24-12,12-8 605.395998277
17 8 0 17-8 168.372608497
17 8 1 17-12,12-8 380.211944968
17 8 2 17-5,5-12,12-8 396.564061977
17 8 3 17-15,15-16,16-11,11-13,13-12,12-8 490.12331484
17 8 4 17-4,4-0,0-11,11-13,13-2,2-12,12-8 662.79628335
17 8 5 17-7,7-11,11-13,13-28,28-27,27-12,12-8 770.040310298
7 21 0 7-11,11-13,13-14,14-21 784.625456466
7 21 1 7-17,17-15,15-16,16-11,11-13,13-14,14-21 786.396570692
7 21 2 7-17,17-12,12-23,23-22,22-21 870.959442778
7 21 3 7-17,17-8,8-12,12-26,26-14,14-21 792.552186849
7 21 4 7-11,11-13,13-19,19-14,14-21 791.44314578
7 21 5 7-17,17-5,5-12,12-10,10-14,14-21 807.407070214
22 23 0 22-23 99.1892656972
22 23 1 22-21,21-14,14-26,26-12,12-23 918.574936079
22 23 2 22-21,21-14,14-10,10-12,12-23 921.903479132
22 23 3 22-21,21-14,14-25,25-24,24-12,12-23 921.903479132
22 23 4 22-21,21-14,14-13,13-12,12-23 970.540578549
22 23 5 22-21,21-14,14-28,28-27,27-12,12-23 1130.15367159
20 3 0 20-14,14-13,13-11,11-18,18-1,1-3 932.048541453
20 3 1 20-14,14-26,26-12,12-17,17-15,15-16,16-11,11-3 1016.81797851
20 3 2 20-9,9-13,13-11,11-3 17284.8985603
20 3 3 20-14,14-10,10-12,12-17,17-4,4-0,0-11,11-3 1020.15835693
20 3 4 20-14,14-19,19-13,13-11,11-3 904.648839083
20 3 5 20-14,14-28,28-13,13-11,11-18,18-1,1-3 956.625055642
18 15 0 18-17,17-15 170.309288424
18 15 1 18-11,11-16,16-15 170.540385274
18 15 2 18-11,11-0,0-4,4-17,17-15 170.552220639
18 15 3 18-6,6-17,17-15 213.774433658
18 15 4 18-1,1-3,3-11,11-16,16-15 287.379828489
18 15 5 18-11,11-7,7-17,17-15 265.932145433
23 22 0 23-22 99.1892656972
23 22 1 23-12,12-26,26-14,14-21,21-22 918.574936079
23 22 2 23-12,12-10,10-14,14-21,21-22 921.903479132
23 22 3 23-12,12-24,24-25,25-14,14-21,21-22 921.903479132
23 22 4 23-12,12-13,13-14,14-21,21-22 970.540578549
23 22 5 23-12,12-27,27-28,28-14,14-21,21-22 1130.15367159
21 2 0 21-14,14-13,13-2 545.050312554
21 2 1 21-14,14-19,19-13,13-2 551.868001868
21 2 2 21-22,22-23,23-12,12-2 697.340664838
21 2 3 21-14,14-26,26-12,12-2 614.107632211
21 2 4 21-14,14-28,28-13,13-2 569.626826743
21 2 5 21-14,14-10,10-12,12-2 617.436175264
8 9 0 8-12,12-13,13-9 8493.16880649
8 9 1 8-12,12-2,2-13,13-9 8665.82993964
8 9 2 8-17,17-12,12-10,10-14,14-20,20-9 9563.95170123
8 9 3 8-17,17-15,15-16,16-11,11-13,13-9 8771.79276486
8 9 4 8-12,12-27,27-28,28-13,13-9 8677.69404179
8 9 5 8-17,17-4,4-0,0-11,11-13,13-9 8771.80460022
22 9 0 22-23,23-12,12-13,13-9 8777.70629142
22 9 1 22-21,21-14,14-13,13-9 8898.48920084
22 9 2 22-21,21-14,14-20,20-9 9095.27092167
22 9 3 22-23,23-12,12-2,2-13,13-9 8950.36742456
22 9 4 22-21,21-14,14-19,19-13,13-9 8905.30689016
22 9 5 22-23,23-12,12-27,27-28,28-13,13-9 8962.23152671
9 4 0 9-13,13-11,11-16,16-15,15-17,17-4 8603.42015636
9 4 1 9-13,13-11,11-0,0-4 8603.43199173
9 4 2 9-20,20-14,14-13,13-12,12-17,17-4 9444.21619215
9 4 3 9-13,13-2,2-12,12-8,8-17,17-4 8834.20254813
9 4 4 9-13,13-12,12-5,5-17,17-4 8673.0677553
9 4 5 9-13,13-28,28-27,27-12,12-17,17-4 8841.24087359
23 12 0 23-12 293.680775812
23 12 1 23-22,22-21,21-14,14-26,26-12 724.083425965
23 12 2 23-22,22-21,21-14,14-10,10-12 727.411969017
23 12 3 23-22,22-21,21-14,14-25,25-24,24-12 727.411969017
23 12 4 23-22,22-21,21-14,14-13,13-12 776.049068435
23 12 5 23-22,22-21,21-14,14-28,28-27,27-12 935.662161475
10 3 0 10-12,12-17,17-15,15-16,16-11,11-3 745.465452122
10 3 1 10-14,14-13,13-11,11-3 756.332260925
10 3 2 10-12,12-13,13-11,11-18,18-1,1-3 771.937224393
10 3 3 10-12,12-8,8-17,17-4,4-0,0-11,11-3 750.303064186
10 3 4 10-12,12-5,5-17,17-18,18-1,1-3 795.803863967
10 3 5 10-14,14-19,19-13,13-11,11-3 763.149950239
15 26 0 15-17,17-12,12-26 402.803564753
15 26 1 15-17,17-8,8-12,12-26 407.629341451
15 26 2 15-16,16-11,11-13,13-14,14-26 789.619772449
15 26 3 15-17,17-5,5-12,12-26 419.155681763
15 26 4 15-16,16-11,11-13,13-12,12-26 512.714934625
15 26 5 15-16,16-11,11-0,0-4,4-17,17-12,12-26 520.472389405
11 10 0 11-13,13-12,12-10 584.696916312
11 10 1 11-16,16-15,15-17,17-12,12-10 592.442535726
11 10 2 11-13,13-14,14-10 603.309344529
11 10 3 11-0,0-4,4-17,17-8,8-12,12-10 597.28014779
11 10 4 11-13,13-19,19-14,14-10 610.127033843
11 10 5 11-7,7-17,17-5,5-12,12-10 704.186412895
0 21 0 0-11,11-13,13-14,14-21 681.831842157
0 21 1 0-11,11-13,13-19,19-14,14-21 688.649531471
0 21 2 0-4,4-17,17-12,12-23,23-22,22-21 878.373132293
0 21 3 0-4,4-17,17-8,8-12,12-26,26-14,14-21 799.965876365
0 21 4 0-11,11-13,13-28,28-14,14-21 706.408356346
0 21 5 0-4,4-17,17-12,12-10,10-14,14-21 798.46864272
24 18 0 24-12,12-13,13-11,11-18 696.408806943
24 18 1 24-12,12-17,17-18 703.923329507
24 18 2 24-25,25-14,14-13,13-11,11-18 715.021235159
24 18 3 24-12,12-8,8-17,17-6,6-18 752.214251439
24 18 4 24-12,12-5,5-17,17-18 720.275446516
24 18 5 24-25,25-14,14-19,19-13,13-11,11-18 721.838924473
14 5 0 14-26,26-12,12-5 534.55897562
14 5 1 14-10,10-12,12-5 537.887518673
14 5 2 14-13,13-11,11-16,16-15,15-17,17-5 674.216478591
14 5 3 14-25,25-24,24-12,12-17,17-5 678.874861104
14 5 4 14-19,19-13,13-12,12-5 593.342307404
14 5 5 14-28,28-13,13-12,12-5 611.101132279
12 13 0 12-13 81.6034259007
12 13 1 12-2,2-13 254.264559046
12 13 2 12-27,27-28,28-13 266.1286612
12 13 3 12-17,17-15,15-16,16-11,11-13 572.066720738
12 13 4 12-26,26-14,14-13 620.356616464
12 13 5 12-10,10-14,14-19,19-13 630.502848831
1 16 0 1-18,18-17,17-15,15-16 187.80416467
1 16 1 1-18,18-11,11-16 188.03526152
1 16 2 1-3,3-11,11-16 269.884952243
1 16 3 1-18,18-6,6-17,17-15,15-16 231.269309904
1 16 4 1-3,3-11,11-0,0-4,4-17,17-15,15-16 269.896787609
1 16 5 1-18,18-17,17-7,7-11,11-16 400.852914115
25 19 0 25-14,14-19 168.737698692
25 19 1 25-14,14-13,13-19 428.798823655
25 19 2 25-24,24-12,12-13,13-19 543.368576039
25 19 3 25-24,24-12,12-26,26-14,14-19 822.060641639
25 19 4 25-14,14-28,28-13,13-19 453.375337844
25 19 5 25-14,14-10,10-12,12-2,2-13,13-19 716.029709184
15 0 0 15-17,17-4,4-0 55.9951267082
15 0 1 15-16,16-11,11-0 61.6736979435
15 0 2 15-17,17-7,7-11,11-0 157.065458103
15 0 3 15-17,17-18,18-11,11-0 284.866382355
15 0 4 15-16,16-11,11-3,3-1,1-18,18-6,6-17,17-4,4-0 557.149388856
15 0 5 15-17,17-12,12-13,13-11,11-0 597.686855297
13 16 0 13-11,11-16 300.187332355
13 16 1 13-11,11-0,0-4,4-17,17-15,15-16 300.199167721
13 16 2 13-12,12-17,17-15,15-16 353.482814284
13 16 3 13-2,2-12,12-8,8-17,17-15,15-16 530.969724127
13 16 4 13-12,12-5,5-17,17-4,4-0,0-11,11-16 487.503755946
13 16 5 13-28,28-27,27-12,12-17,17-15,15-16 538.008049584
2 23 0 2-12,12-23 440.522823448
2 23 1 2-13,13-12,12-23 482.706713122
2 23 2 2-13,13-14,14-21,21-22,22-23 801.868153943
2 23 3 2-13,13-28,28-27,27-12,12-23 667.231948422
2 23 4 2-12,12-26,26-14,14-21,21-22,22-23 870.925473601
2 23 5 2-12,12-10,10-14,14-21,21-22,22-23 874.254016654
26 8 0 26-12,12-8 239.256732954
26 8 1 26-12,12-17,17-8 571.17617325
26 8 2 26-14,14-10,10-12,12-8 630.731323162
26 8 3 26-12,12-5,5-17,17-8 587.52829026
26 8 4 26-14,14-25,25-24,24-12,12-8 630.731323162
26 8 5 26-14,14-13,13-12,12-8 679.368422579
0 11 0 0-11 2.84520330048
0 11 1 0-4,4-17,17-15,15-16,16-11 114.823621351
0 11 2 0-4,4-17,17-7,7-11 210.21538151
0 11 3 0-4,4-17,17-18,18-11 338.016305763
0 11 4 0-4,4-17,17-6,6-18,18-1,1-3,3-11 498.320894212
0 11 5 0-4,4-17,17-12,12-13,13-11 650.836778704
3 6 0 3-1,1-18,18-6 177.713022524
3 6 1 3-11,11-16,16-15,15-17,17-6 323.441239624
3 6 2 3-11,11-0,0-4,4-17,17-6 323.453074989
3 6 3 3-11,11-18,18-6 366.9194121
3 6 4 3-1,1-18,18-17,17-6 357.427534459
3 6 5 3-11,11-7,7-17,17-6 418.832999783
27 5 0 27-12,12-5 301.545456061
27 5 1 27-12,12-17,17-5 442.532798492
27 5 2 27-28,28-13,13-12,12-5 465.310182385
27 5 3 27-12,12-8,8-17,17-5 447.35857519
27 5 4 27-28,28-13,13-11,11-16,16-15,15-17,17-5 553.002042887
27 5 5 27-28,28-13,13-2,2-12,12-5 637.97131553
1 10 0 1-18,18-11,11-13,13-12,12-10 713.903683189
1 10 1 1-18,18-17,17-12,12-10 721.418205753
1 10 2 1-3,3-11,11-13,13-14,14-10 814.365802129
1 10 3 1-18,18-6,6-17,17-8,8-12,12-10 769.709127685
1 10 4 1-18,18-17,17-5,5-12,12-10 737.770322762
1 10 5 1-18,18-11,11-13,13-19,19-14,14-10 739.333800719
4 1 0 4-17,17-18,18-1 187.80416467
4 1 1 4-0,0-11,11-18,18-1 188.047096885
4 1 2 4-17,17-15,15-16,16-11,11-3,3-1 269.884952243
4 1 3 4-17,17-6,6-18,18-1 231.269309904
4 1 4 4-0,0-11,11-3,3-1 269.896787609
4 1 5 4-17,17-7,7-11,11-18,18-1 283.427021679
28 6 0 28-13,13-11,11-16,16-15,15-17,17-6 436.521489163
28 6 1 28-13,13-11,11-18,18-6 479.99966164
28 6 2 28-27,27-12,12-17,17-6 624.853549944
28 6 3 28-13,13-12,12-8,8-17,17-18,18-6 655.546812703
28 6 4 28-27,27-12,12-5,5-17,17-6 641.205666954
28 6 5 28-13,13-11,11-3,3-1,1-18,18-6 596.839104856
5 4 0 5-17,17-4 78.6697297202
5 4 1 5-17,17-15,15-16,16-11,11-0,0-4 196.338554372
5 4 2 5-12,12-17,17-4 481.441164056
5 4 3 5-12,12-8,8-17,17-4 486.266940754
5 4 4 5-17,17-7,7-11,11-0,0-4 291.730314531
5 4 5 5-12,12-13,13-11,11-0,0-4 591.364369294
16 4 0 16-15,15-17,17-4 0.0
16 4 1 16-11,11-0,0-4 117.668824652
16 4 2 16-11,11-7,7-17,17-4 213.048749445
16 4 3 16-11,11-18,18-17,17-4 340.849673697
