s t k edges
21 44 0 21-41,41-42,42-45,45-44 17424.2891738
21 44 1 21-26,26-42,42-45,45-44 17522.5131045
21 44 2 21-41,41-40,40-39,39-44 18814.9574216
21 44 3 21-26,26-41,41-40,40-39,39-44 18918.2573268
21 44 4 21-41,41-42,42-45,45-46,46-47,47-44 19120.1090125
21 44 5 21-26,26-42,42-45,45-46,46-38,38-47,47-44 20809.4667099
4 20 0 4-5,5-2,2-32,32-20 1925.47497513
4 20 1 4-2,2-33,33-32,32-20 2100.6049565
4 20 2 4-2,2-32,32-30,30-31,31-20 2312.95215513
4 20 3 4-5,5-3,3-29,29-36,36-30,30-31,31-20 2873.89097425
4 20 4 4-2,2-3,3-7,7-33,33-32,32-20 2310.95836631
4 20 5 4-2,2-32,32-20 1859.75314383
8 47 0 8-1,1-47 14811.3043726
8 47 1 8-1,1-44,44-47 16282.5789574
8 47 2 8-10,10-44,44-47 16811.9089493
8 47 3 8-9,9-41,41-42,42-45,45-46,46-47 19899.5868672
8 47 4 8-10,10-44,44-45,45-46,46-38,38-47 20768.8485189
8 47 5 8-1,1-39,39-44,44-47 17035.6701981
7 9 0 7-33,33-2,2-4,4-0,0-1,1-8,8-9 23403.1435668
7 9 1 7-3,3-5,5-4,4-0,0-1,1-8,8-9 23471.6221635
7 9 2 7-33,33-32,32-30,30-21,21-41,41-9 38078.8798445
7 9 3 7-3,3-2,2-4,4-0,0-1,1-8,8-9 23531.5018041
7 9 4 7-3,3-6,6-2,2-5,5-4,4-0,0-1,1-8,8-9 23902.664182
7 9 5 7-33,33-32,32-2,2-4,4-0,0-1,1-8,8-9 23690.9086029
46 28 0 46-45,45-42,42-41,41-21,21-30,30-36,36-35,35-34,34-28 28863.5678406
46 28 1 46-45,45-42,42-41,41-21,21-30,30-37,37-36,36-35,35-34,34-28 28871.947479
46 28 2 46-47,47-1,1-0,0-4,4-5,5-3,3-29,29-28 37177.1886407
46 28 3 46-45,45-42,42-26,26-21,21-30,30-36,36-29,29-28 29189.7013515
46 28 4 46-45,45-42,42-41,41-21,21-30,30-32,32-34,34-28 29261.3890261
46 28 5 46-45,45-42,42-26,26-21,21-30,30-37,37-36,36-29,29-28 29198.0809899
16 31 0 16-37,37-30,30-31 1271.77933389
16 31 1 16-17,17-19,19-36,36-30,30-31 2686.18927148
16 31 2 16-37,37-32,32-20,20-31 2803.15010202
16 31 3 16-37,37-36,36-35,35-34,34-32,32-30,30-31 2496.05831441
16 31 4 16-17,17-18,18-37,37-32,32-20,20-31 4664.00857864
16 31 5 16-37,37-36,36-30,30-31 1514.3667742
22 5 0 22-6,6-3,3-5 1014.32132268
22 5 1 22-6,6-2,2-5 1080.71322225
22 5 2 22-24,24-3,3-5 1402.32633433
22 5 3 22-6,6-29,29-3,3-2,2-5 1503.93091767
22 5 4 22-6,6-2,2-4,4-5 1549.95423093
22 5 5 22-24,24-3,3-7,7-33,33-2,2-5 1665.04849335
44 18 0 44-45,45-42,42-41,41-21,21-30,30-37,37-18 29211.9264868
44 18 1 44-45,45-42,42-41,41-21,21-30,30-37,37-16,16-17,17-18 30542.0315398
44 18 2 44-1,1-0,0-4,4-2,2-32,32-37,37-18 37709.9253284
44 18 3 44-45,45-42,42-26,26-21,21-30,30-36,36-37,37-18 29552.7378578
44 18 4 44-39,39-40,40-41,41-21,21-30,30-37,37-18 30602.5947346
44 18 5 44-39,39-40,40-41,41-21,21-30,30-37,37-16,16-17,17-18 31932.6997876
47 7 0 47-46,46-45,45-42,42-41,41-21,21-30,30-32,32-33,33-7 29720.8259738
47 7 1 47-46,46-45,45-42,42-26,26-21,21-30,30-32,32-33,33-7 29819.0499045
47 7 2 47-1,1-0,0-4,4-5,5-3,3-7 35769.3072231
47 7 3 47-44,44-39,39-40,40-41,41-21,21-30,30-32,32-33,33-7 31328.62415
47 7 4 47-46,46-45,45-42,42-41,41-21,21-30,30-36,36-29,29-3,3-7 30155.9181355
47 7 5 47-44,44-45,45-42,42-26,26-21,21-30,30-32,32-33,33-7 30036.1798329
12 43 0 12-29,29-3,3-5,5-4,4-0,0-1,1-8,8-10,10-43 37391.5992354
12 43 1 12-28,28-29,29-3,3-5,5-4,4-0,0-1,1-8,8-10,10-43 37454.1473971
12 43 2 12-29,29-36,36-30,30-21,21-41,41-9,9-43 51910.2817294
12 43 3 12-28,28-34,34-32,32-2,2-4,4-0,0-1,1-44,44-10,10-43 66242.1952569
12 43 4 12-29,29-6,6-2,2-4,4-0,0-1,1-8,8-10,10-43 37392.4583481
12 43 5 12-29,29-6,6-3,3-2,2-4,4-0,0-1,1-8,8-10,10-43 37451.6679204
34 24 0 34-29,29-6,6-22,22-24 1103.75840871
34 24 1 34-29,29-3,3-24 1279.51435128
34 24 2 34-28,28-29,29-6,6-22,22-24 1417.12011536
34 24 3 34-32,32-2,2-3,3-23,23-24 2510.98950282
34 24 4 34-32,32-33,33-7,7-3,3-24 1473.39261126
34 24 5 34-35,35-36,36-29,29-3,3-24 1795.73636544
24 30 0 24-22,22-6,6-29,29-36,36-30 1713.46710678
24 30 1 24-3,3-7,7-33,33-32,32-30 1719.60981212
24 30 2 24-22,22-6,6-29,29-36,36-37,37-30 1721.84674514
24 30 3 24-3,3-29,29-34,34-35,35-36,36-30 1956.87138991
24 30 4 24-3,3-29,29-32,32-30 2124.28954977
24 30 5 24-25,25-6,6-29,29-36,36-30 2756.34786119
10 17 0 10-8,8-1,1-0,0-4,4-2,2-32,32-37,37-16,16-17 23774.5771219
10 17 1 10-8,8-9,9-41,41-21,21-30,30-36,36-19,19-17 42805.1565608
10 17 2 10-44,44-1,1-0,0-4,4-2,2-32,32-37,37-18,18-17 53504.7085798
10 17 3 10-8,8-1,1-0,0-4,4-5,5-3,3-29,29-36,36-37,37-16,16-17 24152.5685874
10 17 4 10-8,8-1,1-0,0-4,4-5,5-2,2-33,33-32,32-37,37-16,16-17 24081.1507659
10 17 5 10-8,8-1,1-0,0-4,4-2,2-32,32-30,30-37,37-16,16-17 24119.8860505
13 4 0 13-12,12-29,29-3,3-5,5-4 1777.33297605
13 4 1 13-12,12-29,29-6,6-2,2-4 1778.19208875
13 4 2 13-14,14-29,29-3,3-5,5-4 1825.00358873
13 4 3 13-14,14-29,29-6,6-3,3-2,2-4 1885.07227375
13 4 4 13-12,12-29,29-32,32-2,2-4 1938.30887993
13 4 5 13-12,12-28,28-29,29-3,3-5,5-4 1839.88113769
0 7 0 0-4,4-2,2-33,33-7 5939.32230123
0 7 1 0-4,4-5,5-3,3-7 6007.80089795
0 7 2 0-1,1-39,39-40,40-41,41-21,21-30,30-32,32-33,33-7 59996.6171203
0 7 3 0-4,4-2,2-3,3-7 6067.68053854
0 7 4 0-4,4-5,5-2,2-6,6-3,3-7 6438.84291648
0 7 5 0-4,4-2,2-32,32-33,33-7 6227.08733738
38 20 0 38-46,46-45,45-42,42-41,41-21,21-30,30-31,31-20 29702.3705219
38 20 1 38-46,46-45,45-42,42-26,26-21,21-30,30-31,31-20 29800.5944526
38 20 2 38-47,47-1,1-0,0-4,4-2,2-32,32-20 38224.2688402
38 20 3 38-46,46-45,45-42,42-41,41-21,21-30,30-32,32-20 30570.5669356
38 20 4 38-46,46-45,45-42,42-26,26-21,21-30,30-37,37-32,32-20 30860.1178583
38 20 5 38-47,47-46,46-45,45-42,42-41,41-21,21-30,30-31,31-20 31088.3047378
25 1 0 25-24,24-3,3-5,5-4,4-0,0-1 21968.5123756
25 1 1 25-24,24-3,3-2,2-4,4-0,0-1 22028.3920162
25 1 2 25-23,23-3,3-29,29-36,36-30,30-21,21-41,41-40,40-39,39-1 46677.6745741
25 1 3 25-6,6-2,2-4,4-0,0-1 22156.0036091
25 1 4 25-6,6-3,3-5,5-4,4-0,0-1 22155.3335408
25 1 5 25-24,24-22,22-6,6-2,2-4,4-0,0-1 22157.8875759
28 26 0 28-34,34-35,35-36,36-30,30-21,21-26 14158.9867136
28 26 1 28-29,29-36,36-30,30-21,21-26 14386.8962938
28 26 2 28-34,34-32,32-2,2-4,4-0,0-1,1-39,39-40,40-41,41-26 52595.175503
28 26 3 28-29,29-32,32-30,30-21,21-26 14621.9627942
28 26 4 28-29,29-36,36-37,37-30,30-21,21-26 14395.2759321
28 26 5 28-34,34-32,32-30,30-21,21-26 14556.8078991
40 13 0 40-41,41-21,21-30,30-36,36-35,35-34,34-28,28-12,12-13 26774.3139022
40 13 1 40-41,41-21,21-30,30-37,37-36,36-35,35-34,34-28,28-12,12-13 26782.6935405
40 13 2 40-39,39-1,1-0,0-4,4-5,5-3,3-29,29-14,14-13 40587.0511903
40 13 3 40-41,41-26,26-21,21-30,30-36,36-29,29-12,12-13 27042.9752259
40 13 4 40-41,41-21,21-30,30-36,36-29,29-14,14-13 26987.3459334
40 13 5 40-41,41-26,26-21,21-30,30-37,37-36,36-29,29-12,12-13 27051.3548643
4 19 0 4-2,2-32,32-34,34-35,35-36,36-19 2525.55751939
4 19 1 4-5,5-3,3-29,29-36,36-19 2655.35650074
4 19 2 4-2,2-32,32-37,37-18,18-17,17-19 4039.89648916
4 19 3 4-5,5-2,2-6,6-29,29-36,36-19 2721.93744474
4 19 4 4-2,2-33,33-32,32-37,37-36,36-19 2769.18392663
4 19 5 4-5,5-3,3-6,6-29,29-36,36-19 2655.54554517
26 32 0 26-21,21-30,30-32 13839.0123688
26 32 1 26-21,21-30,30-37,37-32 14030.3393608
26 32 2 26-41,41-40,40-39,39-1,1-0,0-4,4-2,2-32 51877.3799727
26 32 3 26-21,21-30,30-36,36-35,35-34,34-32 14270.1522065
26 32 4 26-21,21-30,30-36,36-29,29-32 14560.9270918
26 32 5 26-21,21-30,30-37,37-36,36-29,29-3,3-7,7-33,33-32 14893.0961901
7 6 0 7-3,3-6 315.064521695
7 6 1 7-3,3-29,29-6 679.072644794
7 6 2 7-33,33-2,2-6 841.357984829
7 6 3 7-33,33-32,32-29,29-6 965.895206133
7 6 4 7-3,3-24,24-22,22-6 1380.85278821
7 6 5 7-33,33-2,2-3,3-6 900.567557151
46 39 0 46-47,47-44,44-39 2530.86605759
46 39 1 46-45,45-44,44-39 3152.81892576
46 39 2 46-45,45-42,42-41,41-40,40-39 8104.84580218
46 39 3 46-38,38-47,47-1,1-39 32651.0952144
46 39 4 46-47,47-1,1-39 31059.9614478
46 39 5 46-38,38-47,47-44,44-39 4121.99982421
16 22 0 16-37,37-36,36-29,29-6,6-22 1827.92823224
16 22 1 16-37,37-36,36-35,35-34,34-29,29-6,6-22 1895.5765728
16 22 2 16-17,17-19,19-36,36-29,29-3,3-24,24-22 3752.2168157
16 22 3 16-37,37-32,32-33,33-7,7-3,3-6,6-22 2205.72342322
16 22 4 16-37,37-32,32-2,2-6,6-22 2409.16990117
16 22 5 16-37,37-32,32-29,29-6,6-22 2245.94208633
19 3 0 19-36,36-29,29-3 1894.77044498
19 3 1 19-36,36-29,29-6,6-3 1894.9594894
19 3 2 19-17,17-16,16-37,37-32,32-2,2-3 2895.38745875
19 3 3 19-36,36-35,35-34,34-32,32-33,33-7,7-3 2156.29704552
19 3 4 19-36,36-35,35-34,34-29,29-3 1962.41878554
19 3 5 19-36,36-37,37-32,32-2,2-3 2421.72769037
41 18 0 41-21,21-30,30-37,37-18 25437.3146002
41 18 1 41-26,26-21,21-30,30-37,37-18 25540.6145053
41 18 2 41-40,40-39,39-1,1-0,0-4,4-2,2-32,32-37,37-16,16-17,17-18 43553.4723432
41 18 3 41-21,21-30,30-36,36-37,37-18 25679.9020405
41 18 4 41-21,21-30,30-32,32-37,37-18 26413.4010966
41 18 5 41-42,42-26,26-21,21-30,30-37,37-18 26519.8809487
22 28 0 22-6,6-29,29-28 825.450024902
22 28 1 22-6,6-29,29-34,34-28 1118.71835555
22 28 2 22-24,24-3,3-29,29-28 1577.91611109
22 28 3 22-6,6-3,3-7,7-33,33-32,32-34,34-28 1677.05769006
22 28 4 22-6,6-29,29-12,12-28 1474.33583107
22 28 5 22-24,24-3,3-29,29-34,34-28 1871.18444173
44 9 0 44-45,45-42,42-41,41-9 16646.6225991
44 9 1 44-1,1-8,8-9 17839.7233869
44 9 2 44-39,39-40,40-41,41-9 18037.2908469
44 9 3 44-10,10-43,43-9 42266.2505379
44 9 4 44-47,47-1,1-8,8-9 18281.3985691
44 9 5 44-10,10-8,8-9 18369.0533788
47 12 0 47-46,46-45,45-42,42-41,41-21,21-30,30-36,36-35,35-34,34-28,28-12 30091.2112919
47 12 1 47-46,46-45,45-42,42-41,41-21,21-30,30-37,37-36,36-35,35-34,34-28,28-12 30099.5909302
47 12 2 47-1,1-0,0-4,4-5,5-3,3-29,29-12 36598.4309957
47 12 3 47-44,44-39,39-40,40-41,41-21,21-30,30-36,36-29,29-27,27-12 41818.3772477
47 12 4 47-46,46-45,45-42,42-26,26-21,21-30,30-36,36-29,29-12 30354.7966411
47 12 5 47-44,44-45,45-42,42-41,41-21,21-30,30-37,37-36,36-35,35-34,34-28,28-12 30316.7208586
12 34 0 12-28,28-34 659.032002553
12 34 1 12-29,29-34 892.041761686
12 34 2 12-28,28-29,29-34 954.589923325
12 34 3 12-13,13-14,14-29,29-36,36-35,35-34 1565.70175953
12 34 4 12-29,29-32,32-34 1490.59975932
12 34 5 12-29,29-3,3-7,7-33,33-32,32-34 1814.3892193
34 19 0 34-35,35-36,36-19 1303.77106101
34 19 1 34-29,29-36,36-19 1824.94897187
34 19 2 34-35,35-36,36-37,37-16,16-17,17-19 2028.39790806
34 19 3 34-32,32-37,37-18,18-17,17-19 3647.07105405
34 19 4 34-28,28-29,29-36,36-19 2138.31067852
34 19 5 34-32,32-30,30-36,36-19 2472.43596904
17 41 0 17-16,16-37,37-30,30-21,21-41 25583.4148233
17 41 1 17-16,16-37,37-30,30-21,21-26,26-41 25686.7147284
17 41 2 17-18,18-37,37-32,32-2,2-4,4-0,0-1,1-39,39-40,40-41 43407.3721201
17 41 3 17-19,19-36,36-30,30-21,21-41 26174.8708911
17 41 4 17-19,19-36,36-30,30-21,21-26,26-41 26278.1707962
17 41 5 17-18,18-37,37-30,30-21,21-41 26621.3194301
37 38 0 37-30,30-21,21-41,41-42,42-45,45-46,46-38 29125.7399863
37 38 1 37-30,30-21,21-26,26-42,42-45,45-46,46-38 29223.963917
37 38 2 37-32,32-2,2-4,4-0,0-1,1-47,47-38 37755.5283873
37 38 3 37-36,36-30,30-21,21-41,41-42,42-45,45-46,46-38 29368.3274266
37 38 4 37-30,30-21,21-26,26-42,42-45,45-46,46-47,47-38 30609.8981329
37 38 5 37-32,32-30,30-21,21-41,41-42,42-45,45-46,46-38 30101.8264827
45 38 0 45-46,46-38 2133.41259615
45 38 1 45-46,46-47,47-38 3519.34681207
45 38 2 45-44,44-47,47-38 3736.47674047
45 38 3 45-42,42-41,41-9,9-8,8-1,1-47,47-38 34168.6124102
45 38 4 45-44,44-47,47-46,46-38 4094.39545928
45 38 5 45-42,42-26,26-41,41-40,40-39,39-44,44-47,47-38 32420.0583713
10 24 0 10-8,8-1,1-0,0-4,4-5,5-3,3-24 22690.7856593
10 24 1 10-8,8-1,1-0,0-4,4-2,2-3,3-24 22750.6652999
10 24 2 10-43,43-9,9-41,41-21,21-30,30-36,36-29,29-3,3-23,23-24 67432.5121283
10 24 3 10-8,8-1,1-0,0-4,4-2,2-6,6-22,22-24 22880.1608596
10 24 4 10-8,8-1,1-0,0-4,4-5,5-2,2-33,33-7,7-3,3-24 22953.5078184
10 24 5 10-8,8-1,1-0,0-4,4-5,5-3,3-6,6-22,22-24 22879.4907913
35 16 0 35-36,36-37,37-16 1005.37970957
35 16 1 35-34,34-29,29-36,36-37,37-16 1676.14467308
35 16 2 35-36,36-19,19-17,17-16 2177.20220686
35 16 3 35-34,34-32,32-37,37-16 1735.73530139
35 16 4 35-36,36-30,30-37,37-16 1533.63599181
35 16 5 35-34,34-28,28-29,29-32,32-37,37-16 2407.52023382
0 30 0 0-4,4-2,2-32,32-30 6582.4790392
0 30 1 0-4,4-5,5-2,2-32,32-30 6648.20087051
0 30 2 0-1,1-39,39-40,40-41,41-21,21-30 59030.6133971
0 30 3 0-4,4-2,2-33,33-32,32-37,37-30 7014.65784391
0 30 4 0-4,4-5,5-3,3-7,7-33,33-32,32-30 6973.8046211
0 30 5 0-4,4-2,2-32,32-34,34-35,35-36,36-30 7013.61887698
38 15 0 38-46,46-45,45-42,42-41,41-21,21-30,30-36,36-29,29-15 30651.3319417
38 15 1 38-46,46-45,45-42,42-41,41-21,21-30,30-37,37-36,36-29,29-15 30659.7115801
38 15 2 38-47,47-1,1-0,0-4,4-2,2-6,6-15 38293.3704917
38 15 3 38-46,46-45,45-42,42-26,26-21,21-30,30-36,36-29,29-14,14-15 30786.2884645
38 15 4 38-46,46-45,45-42,42-41,41-21,21-30,30-36,36-35,35-34,34-29,29-15 30718.9802823
38 15 5 38-46,46-45,45-42,42-26,26-21,21-30,30-37,37-36,36-29,29-14,14-15 30794.6681029
25 10 0 25-24,24-3,3-5,5-4,4-0,0-1,1-8,8-10 23213.1680199
25 10 1 25-6,6-2,2-4,4-0,0-1,1-44,44-10 52092.8861045
25 10 2 25-23,23-3,3-29,29-36,36-30,30-21,21-41,41-9,9-8,8-10 43468.4142082
25 10 3 25-6,6-3,3-2,2-4,4-0,0-1,1-8,8-10 23459.8688257
25 10 4 25-24,24-22,22-6,6-2,2-5,5-4,4-0,0-1,1-8,8-10 23468.2650515
25 10 5 25-23,23-3,3-5,5-4,4-0,0-1,1-8,8-10 23398.8257396
28 17 0 28-34,34-35,35-36,36-37,37-16,16-17 1794.96518945
28 17 1 28-29,29-36,36-37,37-16,16-17 2022.87476966
28 17 2 28-34,34-35,35-36,36-19,19-17 2143.83381692
28 17 3 28-29,29-36,36-19,19-17 2371.74339713
28 17 4 28-34,34-32,32-37,37-16,16-17 2375.73372862
28 17 5 28-29,29-32,32-37,37-16,16-17 2440.88862376
14 36 0 14-29,29-36 927.819159554
14 36 1 14-29,29-34,34-35,35-36 995.467500115
14 36 2 14-13,13-12,12-28,28-34,34-35,35-36 1296.91460252
14 36 3 14-15,15-29,29-32,32-30,30-36 2931.79976439
14 36 4 14-13,13-12,12-29,29-36 1462.2760211
14 36 5 14-29,29-32,32-37,37-36 1596.80009232
4 26 0 4-2,2-32,32-30,30-21,21-26 14646.3183155
4 26 1 4-5,5-2,2-32,32-30,30-21,21-26 14712.0401468
4 26 2 4-0,0-1,1-39,39-40,40-41,41-26 51070.0740259
4 26 3 4-2,2-33,33-32,32-37,37-30,30-21,21-26 15078.4971202
4 26 4 4-5,5-3,3-7,7-33,33-32,32-30,30-21,21-26 15037.6438974
4 26 5 4-2,2-32,32-34,34-35,35-36,36-30,30-21,21-26 15077.4581533
26 43 0 26-41,41-9,9-43 37333.5165185
26 43 1 26-42,42-41,41-9,9-43 38312.7829619
26 43 2 26-42,42-45,45-44,44-10,10-43 43905.9819595
26 43 3 26-41,41-40,40-39,39-44,44-10,10-43 45301.7261817
26 43 4 26-21,21-41,41-9,9-43 42404.4696826
26 43 5 26-42,42-45,45-46,46-47,47-1,1-8,8-10,10-43 46090.50851
29 14 0 29-14 409.119197043
29 14 1 29-12,12-13,13-14 943.576058586
29 14 2 29-28,28-12,12-13,13-14 1006.12422023
29 14 3 29-15,15-14 1407.18957892
29 14 4 29-6,6-15,15-14 1684.7736826
29 14 5 29-3,3-6,6-15,15-14 2049.23475713
16 13 0 16-37,37-36,36-35,35-34,34-28,28-12,12-13 1794.08892395
16 13 1 16-37,37-36,36-29,29-12,12-13 1959.45034252
16 13 2 16-17,17-19,19-36,36-29,29-14,14-13 3178.94345248
16 13 3 16-37,37-32,32-29,29-14,14-13 2425.13480929
16 13 4 16-37,37-32,32-34,34-28,28-12,12-13 2374.85746312
16 13 5 16-37,37-32,32-29,29-12,12-13 2377.46419662
19 8 0 19-36,36-35,35-34,34-32,32-2,2-4,4-0,0-1,1-8 22590.2348519
19 8 1 19-36,36-30,30-21,21-41,41-9,9-8 41023.7531792
19 8 2 19-17,17-16,16-37,37-32,32-2,2-4,4-0,0-1,1-8 23066.6692149
19 8 3 19-36,36-29,29-3,3-5,5-4,4-0,0-1,1-8 22720.0338333
19 8 4 19-36,36-29,29-6,6-2,2-5,5-4,4-0,0-1,1-8 22786.6147773
19 8 5 19-36,36-37,37-32,32-33,33-2,2-4,4-0,0-1,1-8 22833.8612592
41 27 0 41-21,21-30,30-36,36-35,35-34,34-28,28-12,12-27 30567.4013093
41 27 1 41-21,21-30,30-36,36-29,29-27 30706.4753706
41 27 2 41-40,40-39,39-1,1-0,0-4,4-5,5-3,3-29,29-12,12-27 46616.8195179
41 27 3 41-21,21-30,30-37,37-36,36-29,29-27 30714.8550089
41 27 4 41-26,26-21,21-30,30-36,36-29,29-27 30809.7752757
41 27 5 41-26,26-21,21-30,30-37,37-36,36-35,35-34,34-28,28-12,12-27 30679.0808528
22 23 0 22-24,24-23 771.598542057
22 23 1 22-24,24-25,25-23 1227.08014162
22 23 2 22-6,6-3,3-23 1433.78068469
22 23 3 22-6,6-29,29-3,3-23 1797.78880779
22 23 4 22-6,6-25,25-23 1902.97942972
22 23 5 22-24,24-3,3-23 1821.78569635
5 37 0 5-2,2-32,32-37 1189.25310229
5 37 1 5-2,2-33,33-32,32-37 1430.10491496
5 37 2 5-3,3-29,29-36,36-37 1501.52273643
5 37 3 5-3,3-6,6-29,29-34,34-35,35-36,36-37 1569.36012142
5 37 4 5-2,2-32,32-30,30-37 1534.56203084
5 37 5 5-4,4-2,2-32,32-37 1658.49411097
44 0 0 44-1,1-0 30276.3060265
44 0 1 44-47,47-1,1-0 30717.9812087
44 0 2 44-45,45-42,42-41,41-21,21-30,30-32,32-2,2-4,4-0 34597.9563347
44 0 3 44-10,10-8,8-1,1-0 30805.6360184
44 0 4 44-39,39-1,1-0 31029.3972671
44 0 5 44-45,45-46,46-47,47-1,1-0 33083.7870116
9 34 0 9-8,8-1,1-0,0-4,4-2,2-32,32-34 23800.0831039
9 34 1 9-8,8-1,1-0,0-4,4-5,5-3,3-29,29-34 23997.5304258
9 34 2 9-41,41-21,21-30,30-32,32-34 38188.0543454
9 34 3 9-8,8-1,1-0,0-4,4-2,2-6,6-29,29-34 23998.3895385
9 34 4 9-8,8-1,1-0,0-4,4-5,5-2,2-33,33-32,32-34 24106.6567479
9 34 5 9-8,8-1,1-0,0-4,4-2,2-3,3-29,29-34 24057.4100664
47 21 0 47-46,46-45,45-42,42-41,41-21 18163.634129
47 21 1 47-46,46-45,45-42,42-26,26-21 18261.8580597
47 21 2 47-44,44-39,39-40,40-41,41-21 19771.4323052
47 21 3 47-44,44-45,45-42,42-26,26-21 18478.9879881
47 21 4 47-44,44-39,39-40,40-41,41-26,26-21 19874.7322103
47 21 5 47-38,38-46,46-45,45-42,42-41,41-21 19754.7678956
34 42 0 34-35,35-36,36-30,30-21,21-41,41-42 25410.3936564
34 42 1 34-35,35-36,36-37,37-30,30-21,21-41,41-42 25418.7732948
34 42 2 34-29,29-32,32-2,2-4,4-0,0-1,1-44,44-45,45-42 40253.4317683
34 42 3 34-32,32-30,30-21,21-26,26-42 25906.4387726
34 42 4 34-29,29-36,36-30,30-21,21-26,26-42 26029.795498
34 42 5 34-32,32-30,30-21,21-41,41-42 25808.2148419
17 34 0 17-16,16-37,37-36,36-35,35-34 1491.6501708
17 34 1 17-19,19-36,36-35,35-34 1840.51879827
17 34 2 17-16,16-37,37-36,36-29,29-34 2012.82808166
17 34 3 17-19,19-36,36-29,29-28,28-34 2675.05841578
17 34 4 17-16,16-37,37-32,32-34 2072.41870997
17 34 5 17-18,18-37,37-36,36-35,35-34 2529.55477762
37 47 0 37-30,30-21,21-41,41-42,42-45,45-46,46-47 29023.140211
37 47 1 37-30,30-21,21-26,26-42,42-45,45-46,46-47 29121.3641417
37 47 2 37-32,32-2,2-4,4-0,0-1,1-47 36266.9943961
37 47 3 37-36,36-30,30-21,21-41,41-42,42-45,45-44,44-47 29482.8575797
37 47 4 37-30,30-21,21-26,26-42,42-45,45-44,44-47 29338.4940701
37 47 5 37-32,32-30,30-21,21-41,41-42,42-45,45-46,46-47 29999.2267074
23 12 0 23-3,3-29,29-12 1874.42723258
23 12 1 23-24,24-22,22-6,6-29,29-12 1890.21738922
23 12 2 23-3,3-29,29-28,28-12 1936.97539422
23 12 3 23-25,25-6,6-29,29-27,27-12 12297.8213832
23 12 4 23-24,24-3,3-29,29-14,14-13,13-12 2223.41131547
23 12 5 23-3,3-6,6-29,29-12 1874.616277
45 31 0 45-42,42-41,41-21,21-30,30-31 27064.7162843
45 31 1 45-42,42-26,26-21,21-30,30-31 27162.940215
45 31 2 45-44,44-1,1-0,0-4,4-2,2-32,32-20,20-31 39046.2440574
45 31 3 45-42,42-41,41-26,26-21,21-30,30-31 27168.0161894
45 31 4 45-42,42-41,41-21,21-30,30-32,32-20,20-31 28941.3959809
45 31 5 45-42,42-26,26-21,21-30,30-37,37-32,32-20,20-31 29230.9469037
10 3 0 10-8,8-1,1-0,0-4,4-5,5-3 22069.9190326
10 3 1 10-8,8-1,1-0,0-4,4-2,2-3 22129.7986732
10 3 2 10-43,43-9,9-41,41-21,21-30,30-36,36-29,29-3 66036.7046603
10 3 3 10-8,8-1,1-0,0-4,4-2,2-33,33-7,7-3 22266.9193603
10 3 4 10-8,8-1,1-0,0-4,4-5,5-2,2-6,6-3 22500.9610511
10 3 5 10-8,8-1,1-0,0-4,4-2,2-32,32-29,29-3 22959.3641341
35 25 0 35-34,34-29,29-6,6-25 1699.05032885
35 25 1 35-34,34-29,29-3,3-24,24-25 1876.69023819
35 25 2 35-36,36-29,29-6,6-25 2065.68529037
35 25 3 35-34,34-32,32-33,33-7,7-3,3-24,24-25 2070.56849817
35 25 4 35-34,34-29,29-3,3-23,23-25 2062.34795786
35 25 5 35-36,36-29,29-6,6-22,22-24,24-25 2067.56925714
0 21 0 0-4,4-2,2-32,32-30,30-21 17173.6671609
0 21 1 0-4,4-5,5-2,2-32,32-30,30-21 17239.3889922
0 21 2 0-1,1-39,39-40,40-41,41-21 48439.4252754
0 21 3 0-4,4-2,2-33,33-32,32-37,37-30,30-21 17605.8459656
0 21 4 0-4,4-5,5-3,3-7,7-33,33-32,32-30,30-21 17564.9927428
0 21 5 0-4,4-2,2-32,32-34,34-35,35-36,36-30,30-21 17604.8069987
38 6 0 38-46,46-45,45-42,42-41,41-21,21-30,30-36,36-29,29-6 29943.6424336
38 6 1 38-46,46-45,45-42,42-41,41-21,21-30,30-37,37-36,36-29,29-6 29952.0220719
38 6 2 38-47,47-1,1-0,0-4,4-2,2-6 37308.0968799
38 6 3 38-46,46-45,45-42,42-26,26-21,21-30,30-32,32-33,33-7,7-3,3-6 30236.7142016
38 6 4 38-46,46-45,45-42,42-26,26-21,21-30,30-36,36-35,35-34,34-29,29-6 30109.5147048
38 6 5 38-46,46-45,45-42,42-41,41-21,21-30,30-32,32-29,29-6 30178.708934
25 19 0 25-6,6-29,29-36,36-19 2860.37952299
25 19 1 25-24,24-22,22-6,6-29,29-36,36-19 2862.26348975
25 19 2 25-23,23-3,3-2,2-32,32-37,37-18,18-17,17-19 5262.19877259
25 19 3 25-24,24-3,3-29,29-34,34-35,35-36,36-19 3105.66777288
25 19 4 25-6,6-3,3-29,29-36,36-19 3224.84059751
25 19 5 25-6,6-29,29-28,28-34,34-35,35-36,36-19 3241.3895702
14 47 0 14-29,29-36,36-30,30-21,21-41,41-42,42-45,45-46,46-47 30068.0632715
14 47 1 14-29,29-36,36-37,37-30,30-21,21-41,41-42,42-45,45-46,46-47 30076.4429099
14 47 2 14-15,15-6,6-2,2-4,4-0,0-1,1-47 37322.2379874
14 47 3 14-29,29-32,32-30,30-21,21-41,41-42,42-45,45-44,44-47 30520.2597003
