s t k edges
5 10 5 5-17,17-16,16-6,6-1,1-0,0-3,3-2,2-12,12-11,11-10 9043.24480162
6 1 0 6-1 506.697678735
6 1 1 6-20,20-14,14-15,15-3,3-0,0-1 2684.420729
6 1 2 6-20,20-19,19-5,5-8,8-3,3-0,0-1 5185.29616553
6 1 3 6-16,16-17,17-5,5-8,8-13,13-9,9-10,10-11,11-12,12-2,2-3,3-0,0-1 10967.5444648
6 1 4 6-16,16-18,18-19,19-20,20-14,14-15,15-3,3-0,0-1 8748.04991375
6 1 5 6-16,16-17,17-5,5-8,8-3,3-0,0-1 9324.25049108
4 17 0 4-6,6-20,20-19,19-5,5-17 4837.01033027
4 17 1 4-7,7-6,6-20,20-19,19-5,5-17 4841.42238181
4 17 2 4-6,6-16,16-17 4994.01903165
4 17 3 4-7,7-6,6-16,16-17 4998.43108319
4 17 4 4-6,6-1,1-0,0-3,3-8,8-5,5-17 5448.60922661
4 17 5 4-6,6-20,20-19,19-18,18-16,16-17 5091.21042108
7 4 0 7-4 149.585060543
7 4 1 7-6,6-4 466.507079447
5 20 0 5-19,19-20 1394.36028515
5 20 1 5-8,8-3,3-15,15-14,14-20 3067.3201666
5 20 2 5-8,8-3,3-0,0-1,1-6,6-20 4297.63355912
5 20 3 5-17,17-16,16-18,18-19,19-20 5630.50600012
5 20 4 5-17,17-16,16-6,6-20 7824.98898832
5 20 5 5-8,8-13,13-9,9-10,10-11,11-12,12-2,2-3,3-15,15-14,14-20 4710.61414031
16 20 0 16-18,18-19,19-20 3080.41028709
16 20 1 16-17,17-5,5-19,19-20 3944.45599819
16 20 2 16-6,6-20 5274.89327529
16 20 3 16-6,6-1,1-0,0-3,3-15,15-14,14-20 6174.33730539
16 20 4 16-17,17-5,5-8,8-3,3-15,15-14,14-20 5617.41587964
16 20 5 16-18,18-19,19-5,5-8,8-13,13-9,9-10,10-11,11-12,12-2,2-3,3-0,0-1,1-6,6-20 9088.45180209
19 1 0 19-20,20-14,14-15,15-3,3-0,0-1 2202.20669167
19 1 1 19-20,20-6,6-1 2316.15801903
19 1 2 19-5,5-8,8-3,3-0,0-1 3375.83582523
19 1 3 19-18,18-16,16-6,6-1 7052.54090081
19 1 4 19-5,5-17,17-16,16-6,6-1 7916.58661191
19 1 5 19-5,5-8,8-13,13-9,9-10,10-11,11-12,12-2,2-3,3-0,0-1 5019.12979894
8 0 0 8-3,3-0 1072.27795205
8 0 1 8-13,13-9,9-10,10-11,11-12,12-2,2-3,3-0 2715.57192577
8 0 2 8-3,3-15,15-14,14-20,20-6,6-1,1-0 3974.90306678
8 0 3 8-5,5-17,17-16,16-6,6-1,1-0 8758.67021776
8 0 4 8-5,5-19,19-20,20-14,14-15,15-3,3-0 3677.8957927
8 0 5 8-5,5-19,19-18,18-16,16-6,6-1,1-0 9356.09877399
15 19 0 15-14,14-20,20-19 1328.20852766
15 19 1 15-3,3-8,8-5,5-19 3133.47192409
15 19 2 15-3,3-0,0-1,1-6,6-20,20-19 3190.15618305
15 19 3 15-14,14-20,20-6,6-16,16-18,18-19 8356.26578706
15 19 4 15-3,3-2,2-12,12-11,11-10,10-9,9-13,13-8,8-5,5-19 4776.7658978
15 19 5 15-3,3-8,8-5,5-17,17-16,16-18,18-19 7369.61763906
11 19 0 11-12,12-2,2-3,3-15,15-14,14-20,20-19 2741.98625731
11 19 1 11-10,10-9,9-13,13-8,8-5,5-19 3362.98816816
11 19 2 11-12,12-2,2-3,3-8,8-5,5-19 3915.61539087
11 19 3 11-10,10-9,9-13,13-8,8-3,3-0,0-1,1-6,6-16,16-18,18-19 10012.11792
11 19 4 11-12,12-2,2-3,3-0,0-1,1-6,6-20,20-19 3972.29964982
11 19 5 11-10,10-9,9-13,13-8,8-5,5-17,17-16,16-18,18-19 7599.13388313
12 20 0 12-2,2-3,3-15,15-14,14-20 1411.41375257
12 20 1 12-2,2-3,3-0,0-1,1-6,6-20 2641.72714509
12 20 2 12-11,11-10,10-9,9-13,13-8,8-3,3-15,15-14,14-20 4048.74784746
12 20 3 12-2,2-3,3-8,8-5,5-19,19-20 3912.2891891
12 20 4 12-11,11-10,10-9,9-13,13-8,8-5,5-17,17-16,16-18,18-19,19-20 8929.70638786
12 20 5 12-2,2-3,3-0,0-1,1-6,6-16,16-18,18-19,19-20 8705.35632983
16 11 0 16-18,18-19,19-20,20-14,14-15,15-3,3-2,2-12,12-11 5158.7733929
16 11 1 16-17,17-5,5-8,8-13,13-9,9-10,10-11 5182.34674753
16 11 2 16-17,17-5,5-8,8-3,3-2,2-12,12-11 5734.97397024
16 11 3 16-6,6-1,1-0,0-3,3-8,8-13,13-9,9-10,10-11 7595.33078439
16 11 4 16-6,6-1,1-0,0-3,3-2,2-12,12-11 6291.89539599
16 11 5 16-18,18-19,19-5,5-8,8-13,13-9,9-10,10-11 5779.77530376
6 18 0 6-20,20-19,19-18 2701.26520839
6 18 1 6-1,1-0,0-3,3-15,15-14,14-20,20-19,19-18 3600.7092385
6 18 2 6-16,16-18 5654.03835398
6 18 3 6-16,16-17,17-5,5-19,19-18 8301.69380127
6 18 4 6-1,1-0,0-3,3-8,8-5,5-17,17-16,16-18 7226.87435085
6 18 5 6-20,20-14,14-15,15-3,3-2,2-12,12-11,11-10,10-9,9-13,13-8,8-5,5-19,19-18 7478.99333088
19 6 0 19-20,20-6 1809.4603403
19 6 1 19-20,20-14,14-15,15-3,3-0,0-1,1-6 2708.90437041
19 6 2 19-5,5-8,8-3,3-0,0-1,1-6 3882.53350397
19 6 3 19-18,18-16,16-6 6545.84322207
19 6 4 19-5,5-17,17-16,16-6 7409.88893317
19 6 5 19-5,5-8,8-13,13-9,9-10,10-11,11-12,12-2,2-3,3-15,15-14,14-20,20-6 6587.18846279
17 10 0 17-5,5-8,8-13,13-9,9-10 4421.97015399
17 10 1 17-5,5-8,8-3,3-2,2-12,12-11,11-10 5377.10476187
17 10 2 17-16,16-18,18-19,19-20,20-14,14-15,15-3,3-2,2-12,12-11,11-10 5919.14998645
17 10 3 17-16,16-6,6-1,1-0,0-3,3-8,8-13,13-9,9-10 7953.19999276
17 10 4 17-16,16-18,18-19,19-5,5-8,8-13,13-9,9-10 6137.64451212
17 10 5 17-5,5-19,19-20,20-14,14-15,15-3,3-2,2-12,12-11,11-10 5664.94989564
20 1 0 20-14,14-15,15-3,3-0,0-1 1538.58354019
20 1 1 20-6,6-1 1652.53486755
20 1 2 20-19,19-5,5-8,8-3,3-0,0-1 4039.45897672
20 1 3 20-19,19-18,18-16,16-6,6-1 7716.16405229
20 1 4 20-19,19-5,5-17,17-16,16-6,6-1 8580.20976339
20 1 5 20-19,19-5,5-8,8-13,13-9,9-10,10-11,11-12,12-2,2-3,3-0,0-1 5682.75295043
18 17 0 18-16,16-17 2084.10516846
18 17 1 18-19,19-5,5-17 3613.51481384
18 17 2 18-19,19-20,20-14,14-15,15-3,3-8,8-5,5-17 6613.72099826
18 17 3 18-19,19-20,20-6,6-16,16-17 7389.44419582
18 17 4 18-16,16-6,6-1,1-0,0-3,3-8,8-5,5-17 10796.8075364
18 17 5 18-16,16-6,6-20,20-19,19-5,5-17 10185.20864
8 7 0 8-3,3-0,0-1,1-6,6-4,4-7 2448.33512163
8 7 1 8-3,3-15,15-14,14-20,20-6,6-7 3214.93803719
8 7 2 8-13,13-9,9-10,10-11,11-12,12-2,2-3,3-0,0-1,1-6,6-7 3796.87102579
8 7 3 8-5,5-17,17-16,16-6,6-7 7998.70518817
8 7 4 8-5,5-19,19-20,20-6,6-4,4-7 4154.50893217
8 7 5 8-5,5-19,19-20,20-6,6-7 3859.75086262
9 6 0 9-10,10-11,11-12,12-2,2-3,3-0,0-1,1-6 2659.17399547
9 6 1 9-13,13-8,8-3,3-0,0-1,1-6 2969.94001197
9 6 2 9-10,10-11,11-12,12-2,2-3,3-15,15-14,14-20,20-6 3720.53498058
9 6 3 9-13,13-8,8-5,5-17,17-16,16-6 8815.06814806
9 6 4 9-13,13-8,8-5,5-19,19-20,20-6 4676.11382251
9 6 5 9-13,13-8,8-5,5-19,19-18,18-16,16-6 9412.49670428
10 5 0 10-9,9-13,13-8,8-5 2430.99734191
10 5 1 10-11,11-12,12-2,2-3,3-8,8-5 3386.13194979
10 5 2 10-11,11-12,12-2,2-3,3-15,15-14,14-20,20-19,19-5 3673.97708356
10 5 3 10-9,9-13,13-8,8-3,3-0,0-1,1-6,6-16,16-17,17-5 9944.17280484
10 5 4 10-9,9-13,13-8,8-3,3-15,15-14,14-20,20-19,19-5 4574.90508678
10 5 5 10-11,11-12,12-2,2-3,3-0,0-1,1-6,6-16,16-17,17-5 9043.24480162
11 8 0 11-10,10-9,9-13,13-8 1473.36468105
11 8 1 11-12,12-2,2-3,3-8 2025.99190376
11 8 2 11-12,12-2,2-3,3-15,15-14,14-20,20-19,19-5,5-8 4631.60974441
11 8 3 11-12,12-2,2-3,3-0,0-1,1-6,6-16,16-17,17-5,5-8 10000.8774625
11 8 4 11-12,12-2,2-3,3-0,0-1,1-6,6-20,20-19,19-5,5-8 5861.92313692
11 8 5 11-12,12-2,2-3,3-15,15-14,14-20,20-19,19-18,18-16,16-17,17-5,5-8 8867.75545938
0 19 0 0-3,3-15,15-14,14-20,20-19 1788.2723056
0 19 1 0-1,1-6,6-20,20-19 2730.09240511
0 19 2 0-3,3-8,8-5,5-19 2961.90143916
0 19 3 0-1,1-6,6-16,16-18,18-19 7466.47528688
0 19 4 0-3,3-2,2-12,12-11,11-10,10-9,9-13,13-8,8-5,5-19 4605.19541287
0 19 5 0-1,1-6,6-16,16-17,17-5,5-19 8330.52099798
14 7 0 14-15,15-3,3-0,0-1,1-6,6-7 1688.1034796
14 7 1 14-20,20-6,6-7 1824.34899857
14 7 2 14-15,15-3,3-0,0-1,1-6,6-4,4-7 1982.86154915
14 7 3 14-20,20-19,19-18,18-16,16-6,6-7 7887.97818332
14 7 4 14-20,20-6,6-4,4-7 2119.10706812
14 7 5 14-20,20-19,19-5,5-17,17-16,16-6,6-7 8752.02389442
12 19 0 12-2,2-3,3-15,15-14,14-20,20-19 2075.03690406
12 19 1 12-2,2-3,3-8,8-5,5-19 3248.66603762
12 19 2 12-11,11-10,10-9,9-13,13-8,8-5,5-19 4029.9375214
12 19 3 12-2,2-3,3-0,0-1,1-6,6-16,16-18,18-19 8041.73317835
12 19 4 12-11,11-10,10-9,9-13,13-8,8-5,5-17,17-16,16-18,18-19 8266.08323638
12 19 5 12-2,2-3,3-0,0-1,1-6,6-20,20-19 3305.35029657
1 18 0 1-0,0-3,3-15,15-14,14-20,20-19,19-18 3094.01155977
1 18 1 1-6,6-20,20-19,19-18 3207.96288713
1 18 2 1-6,6-16,16-18 6160.73603271
1 18 3 1-0,0-3,3-8,8-5,5-17,17-16,16-18 6720.17667211
1 18 4 1-0,0-3,3-2,2-12,12-11,11-10,10-9,9-13,13-8,8-5,5-19,19-18 5910.93466704
1 18 5 1-6,6-16,16-17,17-5,5-19,19-18 8808.39148
15 6 0 15-3,3-0,0-1,1-6 1380.69584275
15 6 1 15-14,14-20,20-6 1810.42256498
15 6 2 15-3,3-8,8-5,5-19,19-20,20-6 4942.93226439
15 6 3 15-14,14-20,20-19,19-18,18-16,16-6 7874.05174973
15 6 4 15-3,3-2,2-12,12-11,11-10,10-9,9-13,13-8,8-5,5-17,17-16,16-6 10725.1805636
15 6 5 15-3,3-8,8-5,5-17,17-16,16-6 9081.88658994
13 18 0 13-8,8-5,5-19,19-18 3452.26174133
13 18 1 13-9,9-10,10-11,11-12,12-2,2-3,3-15,15-14,14-20,20-19,19-18 4436.32242032
13 18 2 13-8,8-5,5-17,17-16,16-18 5904.79772011
13 18 3 13-8,8-3,3-0,0-1,1-6,6-16,16-18 8317.78175697
13 18 4 13-8,8-3,3-15,15-14,14-20,20-19,19-18 4134.69521887
13 18 5 13-9,9-10,10-11,11-12,12-2,2-3,3-0,0-1,1-6,6-16,16-18 8619.40895842
0 9 0 0-3,3-2,2-12,12-11,11-10,10-9 1738.54193066
0 9 1 0-3,3-8,8-13,13-9 2049.30794716
0 9 2 0-1,1-6,6-20,20-14,14-15,15-3,3-2,2-12,12-11,11-10,10-9 4641.16704539
0 9 3 0-1,1-6,6-16,16-17,17-5,5-8,8-13,13-9 9735.70021287
0 9 4 0-3,3-15,15-14,14-20,20-19,19-5,5-8,8-13,13-9 4654.92578781
0 9 5 0-1,1-6,6-16,16-18,18-19,19-5,5-8,8-13,13-9 10333.1287691
3 4 0 3-0,0-1,1-6,6-4 1370.71875554
3 4 1 3-0,0-1,1-6,6-7,7-4 1375.13080707
3 4 2 3-15,15-14,14-20,20-6,6-4 2432.07974065
3 4 3 3-8,8-5,5-17,17-16,16-6,6-4 9071.90950273
3 4 4 3-2,2-12,12-11,11-10,10-9,9-13,13-8,8-5,5-19,19-20,20-6,6-7,7-4 6580.66120243
3 4 5 3-15,15-14,14-20,20-19,19-18,18-16,16-6,6-4 8495.7089254
4 7 0 4-7 149.585060543
4 7 1 4-6,6-7 466.507079447
5 6 0 5-19,19-20,20-6 2540.19747396
5 6 1 5-8,8-3,3-0,0-1,1-6 3151.7963703
5 6 2 5-19,19-20,20-14,14-15,15-3,3-0,0-1,1-6 3439.64150407
5 6 3 5-17,17-16,16-6 6679.15179951
5 6 4 5-19,19-18,18-16,16-6 7276.58035574
5 6 5 5-8,8-13,13-9,9-10,10-11,11-12,12-2,2-3,3-15,15-14,14-20,20-6 5856.45132912
16 2 0 16-18,18-19,19-20,20-14,14-15,15-3,3-2 4267.56383142
16 2 1 16-17,17-5,5-8,8-3,3-2 4843.76440875
16 2 2 16-17,17-5,5-8,8-13,13-9,9-10,10-11,11-12,12-2 6073.55630901
16 2 3 16-6,6-1,1-0,0-3,3-2 5400.68583451
16 2 4 16-6,6-20,20-14,14-15,15-3,3-2 6462.04681962
16 2 5 16-18,18-19,19-5,5-8,8-3,3-2 5441.19296498
19 15 0 19-20,20-14,14-15 1328.20852766
19 15 1 19-5,5-8,8-3,3-15 3133.47192409
19 15 2 19-20,20-6,6-1,1-0,0-3,3-15 3190.15618305
19 15 3 19-18,18-16,16-6,6-20,20-14,14-15 8356.26578706
19 15 4 19-5,5-8,8-13,13-9,9-10,10-11,11-12,12-2,2-3,3-15 4776.7658978
19 15 5 19-18,18-16,16-17,17-5,5-8,8-3,3-15 7369.61763906
17 3 0 17-5,5-8,8-3 4077.89047107
17 3 1 17-5,5-19,19-20,20-14,14-15,15-3 4365.73560484
17 3 2 17-16,16-18,18-19,19-20,20-14,14-15,15-3 4619.93569565
17 3 3 17-16,16-6,6-1,1-0,0-3 5753.05769874
17 3 4 17-5,5-8,8-13,13-9,9-10,10-11,11-12,12-2,2-3 5721.18444479
17 3 5 17-16,16-18,18-19,19-5,5-8,8-3 5793.56482921
7 16 0 7-6,6-16 4289.72312169
7 16 1 7-6,6-20,20-19,19-18,18-16 4386.91451112
7 16 2 7-4,4-6,6-16 4584.48119124
7 16 3 7-6,6-1,1-0,0-3,3-8,8-5,5-17,17-16 5862.55911856
7 16 4 7-4,4-6,6-20,20-19,19-18,18-16 4681.67258067
7 16 5 7-6,6-20,20-19,19-5,5-17,17-16 5250.96022222
20 8 0 20-14,14-15,15-3,3-8 1908.43381316
20 8 1 20-19,19-5,5-8 2553.24663859
20 8 2 20-6,6-1,1-0,0-3,3-8 3138.74720568
20 8 3 20-19,19-18,18-16,16-17,17-5,5-8 6789.39235356
20 8 4 20-14,14-15,15-3,3-2,2-12,12-11,11-10,10-9,9-13,13-8 3551.72778687
20 8 5 20-6,6-16,16-17,17-5,5-8 8983.87534176
18 8 0 18-19,19-5,5-8 2781.4283552
18 8 1 18-19,19-20,20-14,14-15,15-3,3-8 3463.86183274
18 8 2 18-16,16-17,17-5,5-8 5233.96433398
18 8 3 18-16,16-6,6-1,1-0,0-3,3-2,2-12,12-11,11-10,10-9,9-13,13-8 9290.24234455
18 8 4 18-19,19-20,20-6,6-1,1-0,0-3,3-8 4694.17522526
18 8 5 18-16,16-6,6-20,20-14,14-15,15-3,3-8 8708.30935595
8 14 0 8-3,3-15,15-14 1390.58903862
8 14 1 8-13,13-9,9-10,10-11,11-12,12-2,2-3,3-15,15-14 3033.88301233
8 14 2 8-5,5-19,19-20,20-14 3071.09141313
8 14 3 8-3,3-0,0-1,1-6,6-20,20-14 3656.59198022
8 14 4 8-5,5-17,17-16,16-18,18-19,19-20,20-14 7307.2371281
8 14 5 8-5,5-17,17-16,16-6,6-20,20-14 9501.7201163
9 15 0 9-10,10-11,11-12,12-2,2-3,3-15 1910.11241559
9 15 1 9-13,13-8,8-3,3-15 2220.8784321
9 15 2 9-13,13-8,8-5,5-19,19-20,20-14,14-15 4194.86200987
9 15 3 9-10,10-11,11-12,12-2,2-3,3-0,0-1,1-6,6-20,20-14,14-15 4469.59656045
9 15 4 9-13,13-8,8-5,5-17,17-16,16-18,18-19,19-20,20-14,14-15 8431.00772484
9 15 5 9-13,13-8,8-5,5-17,17-16,16-6,6-1,1-0,0-3,3-15 10195.7639908
10 12 0 10-11,11-12 868.203045834
10 12 1 10-9,9-13,13-8,8-3,3-2,2-12 2631.15353898
10 12 2 10-9,9-13,13-8,8-5,5-19,19-20,20-14,14-15,15-3,3-2,2-12 5236.77137963
10 12 3 10-9,9-13,13-8,8-5,5-17,17-16,16-6,6-1,1-0,0-3,3-2,2-12 10606.0390977
10 12 4 10-9,9-13,13-8,8-5,5-19,19-20,20-6,6-1,1-0,0-3,3-2,2-12 6467.08477214
10 12 5 10-9,9-13,13-8,8-5,5-17,17-16,16-18,18-19,19-20,20-14,14-15,15-3,3-2,2-12 9472.9170946
8 20 0 8-3,3-15,15-14,14-20 1908.43381316
8 20 1 8-5,5-19,19-20 2553.24663859
8 20 2 8-3,3-0,0-1,1-6,6-20 3138.74720568
8 20 3 8-5,5-17,17-16,16-18,18-19,19-20 6789.39235356
8 20 4 8-13,13-9,9-10,10-11,11-12,12-2,2-3,3-15,15-14,14-20 3551.72778687
8 20 5 8-5,5-17,17-16,16-6,6-20 8983.87534176
11 1 0 11-12,12-2,2-3,3-0,0-1 1656.14163079
11 1 1 11-10,10-9,9-13,13-8,8-3,3-0,0-1 2959.57701918
11 1 2 11-12,12-2,2-3,3-15,15-14,14-20,20-6,6-1 3730.89797337
11 1 3 11-10,10-9,9-13,13-8,8-5,5-17,17-16,16-6,6-1 9818.10051274
11 1 4 11-12,12-2,2-3,3-8,8-5,5-19,19-20,20-6,6-1 6231.7734099
11 1 5 11-10,10-9,9-13,13-8,8-5,5-19,19-18,18-16,16-6,6-1 10415.529069
9 17 0 9-13,13-8,8-5,5-17 4126.88916063
9 17 1 9-13,13-8,8-5,5-19,19-18,18-16,16-17 5842.56351876
9 17 2 9-10,10-11,11-12,12-2,2-3,3-15,15-14,14-20,20-19,19-5,5-17 5960.030889
9 17 3 9-13,13-8,8-3,3-0,0-1,1-6,6-16,16-17 7658.1189994
9 17 4 9-10,10-11,11-12,12-2,2-3,3-8,8-5,5-17 5672.18575523
9 17 5 9-13,13-8,8-3,3-15,15-14,14-20,20-19,19-18,18-16,16-17 6524.99699631
12 10 0 12-11,11-10 868.203045834
12 10 1 12-2,2-3,3-8,8-13,13-9,9-10 2631.15353898
12 10 2 12-2,2-3,3-15,15-14,14-20,20-19,19-5,5-8,8-13,13-9,9-10 5236.77137963
12 10 3 12-2,2-3,3-0,0-1,1-6,6-16,16-17,17-5,5-8,8-13,13-9,9-10 10606.0390977
12 10 4 12-2,2-3,3-0,0-1,1-6,6-20,20-19,19-5,5-8,8-13,13-9,9-10 6467.08477214
12 10 5 12-2,2-3,3-15,15-14,14-20,20-19,19-18,18-16,16-17,17-5,5-8,8-13,13-9,9-10 9472.9170946
13 11 0 13-9,9-10,10-11 802.531294925
13 11 1 13-8,8-3,3-2,2-12,12-11 2696.82528989
13 11 2 13-8,8-5,5-19,19-20,20-14,14-15,15-3,3-2,2-12,12-11 5302.44313054
13 11 3 13-8,8-5,5-17,17-16,16-6,6-1,1-0,0-3,3-2,2-12,12-11 10671.7108486
13 11 4 13-8,8-5,5-19,19-20,20-6,6-1,1-0,0-3,3-2,2-12,12-11 6532.75652305
13 11 5 13-8,8-5,5-17,17-16,16-18,18-19,19-20,20-14,14-15,15-3,3-2,2-12,12-11 9538.58884551
2 16 0 2-3,3-15,15-14,14-20,20-19,19-18,18-16 4267.56383142
2 16 1 2-3,3-8,8-5,5-17,17-16 4843.76440875
2 16 2 2-12,12-11,11-10,10-9,9-13,13-8,8-5,5-17,17-16 6073.55630901
2 16 3 2-3,3-0,0-1,1-6,6-16 5400.68583451
2 16 4 2-3,3-15,15-14,14-20,20-6,6-16 6462.04681962
2 16 5 2-3,3-8,8-5,5-19,19-18,18-16 5441.19296498
3 13 0 3-8,8-13 1598.86469168
3 13 1 3-2,2-12,12-11,11-10,10-9,9-13 1900.49189313
3 13 2 3-15,15-14,14-20,20-19,19-5,5-8,8-13 4204.48253233
3 13 3 3-0,0-1,1-6,6-16,16-17,17-5,5-8,8-13 9573.75025039
3 13 4 3-0,0-1,1-6,6-20,20-19,19-5,5-8,8-13 5434.79592484
3 13 5 3-15,15-14,14-20,20-19,19-18,18-16,16-17,17-5,5-8,8-13 8440.6282473
1 13 0 1-0,0-3,3-8,8-13 2157.04572426
1 13 1 1-0,0-3,3-2,2-12,12-11,11-10,10-9,9-13 2458.67292571
1 13 2 1-6,6-20,20-14,14-15,15-3,3-8,8-13 4231.80206684
1 13 3 1-6,6-16,16-17,17-5,5-8,8-13 9015.56921781
1 13 4 1-6,6-20,20-19,19-5,5-8,8-13 4876.61489227
1 13 5 1-6,6-16,16-18,18-19,19-5,5-8,8-13 9612.99777404
4 14 0 4-6,6-1,1-0,0-3,3-15,15-14 1833.27648861
4 14 1 4-7,7-6,6-1,1-0,0-3,3-15,15-14 1837.68854014
4 14 2 4-6,6-20,20-14 1969.52200758
4 14 3 4-6,6-16,16-18,18-19,19-20,20-14 8033.15119233
4 14 4 4-7,7-6,6-20,20-14 1973.93405912
4 14 5 4-6,6-16,16-17,17-5,5-19,19-20,20-14 8897.19690343
2 10 0 2-12,12-11,11-10 1092.46325407
2 10 1 2-3,3-8,8-13,13-9,9-10 2406.89333074
2 10 2 2-3,3-15,15-14,14-20,20-19,19-5,5-8,8-13,13-9,9-10 5012.51117139
2 10 3 2-3,3-0,0-1,1-6,6-16,16-17,17-5,5-8,8-13,13-9,9-10 10381.7788895
2 10 4 2-3,3-0,0-1,1-6,6-20,20-19,19-5,5-8,8-13,13-9,9-10 6242.82456391
2 10 5 2-3,3-15,15-14,14-20,20-19,19-18,18-16,16-17,17-5,5-8,8-13,13-9,9-10 9248.65688636
5 15 0 5-19,19-20,20-14,14-15 2058.94566132
5 15 1 5-8,8-3,3-15 2402.73479043
5 15 2 5-19,19-20,20-6,6-1,1-0,0-3,3-15 3920.89331671
5 15 3 5-8,8-13,13-9,9-10,10-11,11-12,12-2,2-3,3-15 4046.02876414
5 15 4 5-17,17-16,16-6,6-20,20-14,14-15 8489.57436449
5 15 5 5-17,17-16,16-18,18-19,19-20,20-14,14-15 6295.09137629
3 19 0 3-15,15-14,14-20,20-19 1644.0256591
3 19 1 3-8,8-5,5-19 2817.65479266
3 19 2 3-0,0-1,1-6,6-20,20-19 2874.33905161
3 19 3 3-2,2-12,12-11,11-10,10-9,9-13,13-8,8-5,5-17,17-16,16-18,18-19 8697.09448134
3 19 4 3-0,0-1,1-6,6-16,16-18,18-19 7610.72193338
3 19 5 3-15,15-14,14-20,20-6,6-16,16-17,17-5,5-19 9536.1286296
6 12 0 6-1,1-0,0-3,3-2,2-12 1495.88995627
6 12 1 6-20,20-14,14-15,15-3,3-2,2-12 2557.25094138
6 12 2 6-1,1-0,0-3,3-8,8-13,13-9,9-10,10-11,11-12 4133.22405116
6 12 3 6-16,16-17,17-5,5-8,8-3,3-2,2-12 9197.08070346
6 12 4 6-20,20-19,19-5,5-8,8-13,13-9,9-10,10-11,11-12 5839.3978617
6 12 5 6-16,16-18,18-19,19-20,20-14,14-15,15-3,3-2,2-12 8620.88012613
4 20 0 4-6,6-20 1451.67723304
4 20 1 4-7,7-6,6-20 1456.08928457
4 20 2 4-6,6-1,1-0,0-3,3-15,15-14,14-20 2351.12126315
4 20 3 4-6,6-16,16-18,18-19,19-20 7515.30641779
4 20 4 4-7,7-6,6-16,16-17,17-5,5-19,19-20 8383.76418042
4 20 5 4-6,6-1,1-0,0-3,3-8,8-5,5-19,19-20 4851.99669968
19 20 0 19-20 663.623151486
19 20 1 19-5,5-8,8-3,3-15,15-14,14-20 3798.05730027
19 20 2 19-5,5-8,8-3,3-0,0-1,1-6,6-20 5028.37069278
19 20 3 19-18,18-16,16-6,6-20 7691.68041088
19 20 4 19-5,5-17,17-16,16-6,6-20 8555.72612199
19 20 5 19-5,5-8,8-13,13-9,9-10,10-11,11-12,12-2,2-3,3-15,15-14,14-20 5441.35127398
17 4 0 17-5,5-19,19-20,20-6,6-4 4837.01033027
17 4 1 17-5,5-19,19-20,20-6,6-7,7-4 4841.42238181
17 4 2 17-16,16-6,6-4 4994.01903165
17 4 3 17-16,16-6,6-7,7-4 4998.43108319
17 4 4 17-5,5-8,8-3,3-0,0-1,1-6,6-4 5448.60922661
17 4 5 17-16,16-18,18-19,19-20,20-6,6-4 5091.21042108
7 9 0 7-4,4-6,6-1,1-0,0-3,3-2,2-12,12-11,11-10,10-9 3114.59910024
7 9 1 7-6,6-1,1-0,0-3,3-8,8-13,13-9 3130.60704719
7 9 2 7-6,6-20,20-14,14-15,15-3,3-2,2-12,12-11,11-10,10-9 3881.2020158
7 9 3 7-6,6-16,16-17,17-5,5-8,8-13,13-9 8975.73518328
7 9 4 7-4,4-6,6-20,20-19,19-5,5-8,8-13,13-9 5131.53892728
7 9 5 7-6,6-20,20-14,14-15,15-3,3-8,8-13,13-9 4191.9680323
18 3 0 18-19,19-20,20-14,14-15,15-3 2535.83052719
18 3 1 18-19,19-5,5-8,8-3 3709.45966075
18 3 2 18-16,16-17,17-5,5-8,8-3 6161.99563953
18 3 3 18-16,16-6,6-1,1-0,0-3 6718.91706529
18 3 4 18-19,19-5,5-8,8-13,13-9,9-10,10-11,11-12,12-2,2-3 5352.75363446
18 3 5 18-16,16-6,6-20,20-14,14-15,15-3 7780.2780504
11 6 0 11-12,12-2,2-3,3-0,0-1,1-6 2162.83930952
11 6 1 11-12,12-2,2-3,3-15,15-14,14-20,20-6 3224.20029463
11 6 2 11-10,10-9,9-13,13-8,8-3,3-0,0-1,1-6 3466.27469792
11 6 3 11-10,10-9,9-13,13-8,8-5,5-17,17-16,16-6 9311.402834
11 6 4 11-12,12-2,2-3,3-8,8-5,5-19,19-20,20-6 5725.07573116
11 6 5 11-10,10-9,9-13,13-8,8-5,5-19,19-18,18-16,16-6 9908.83139023
14 17 0 14-20,20-19,19-5,5-17 3903.17787177
14 17 1 14-20,20-19,19-18,18-16,16-17 4157.37796258
14 17 2 14-15,15-3,3-8,8-5,5-17 4540.44820414
14 17 3 14-15,15-3,3-0,0-1,1-6,6-16,16-17 6215.61543181
14 17 4 14-20,20-6,6-16,16-17 6351.86095078
14 17 5 14-15,15-3,3-2,2-12,12-11,11-10,10-9,9-13,13-8,8-5,5-17 6183.74217785
12 1 0 12-2,2-3,3-0,0-1 989.19227754
12 1 1 12-2,2-3,3-15,15-14,14-20,20-6,6-1 3063.94862012
12 1 2 12-11,11-10,10-9,9-13,13-8,8-3,3-0,0-1 3626.52637243
12 1 3 12-2,2-3,3-8,8-5,5-17,17-16,16-6,6-1 9703.7783822
12 1 4 12-11,11-10,10-9,9-13,13-8,8-5,5-19,19-20,20-6,6-1 6346.09554044
